indexInDoc	token	ssplit	posTag
131	control	--	NN
132	and	--	OO
133	minimization	--	NN
134	of	--	OO
135	a	--	OO
136	ruin	--	??
137	probability	SPLIT	NN
138	The	--	OO
139	determination	--	NN
140	of	--	OO
141	the	--	OO
142	economic	--	JJ
143	regulatory	--	JJ
144	capital	--	NN
145	will	--	VB
146	be	--	VB
147	faced	--	VB
148	under	--	OO
149	this	--	OO
150	prudential	--	JJ
151	mechanism	--	NN
152	with	--	OO
153	a	--	OO
154	kind	--	NN
155	of	--	OO
156	methodological	--	JJ
157	revolution	SPLIT	NN
158	A	--	OO
159	choices	--	NN
160	of	--	OO
161	a	--	OO
162	dependence	--	NN
163	model	--	NN
164	between	--	OO
165	different	--	JJ
166	risks	--	NN
167	and	--	OO
168	of	--	OO
169	an	--	OO
170	aggregation	--	NN
171	methodology	--	NN
172	are	--	VB
173	both	--	OO
174	required	SPLIT	VB
175	In	--	OO
176	the	--	OO
177	prescribed	--	VB
178	Standard	--	NN
179	Formula	--	NN
180	risks	--	??
181	aggregation	--	NN
182	is	--	VB
183	done	--	VB
184	using	--	VB
185	correlation	--	NN
186	matrices	--	NN
187	that	--	OO
188	connect	--	VB
189	families	--	NN
190	and	--	OO
191	subfamilies	--	NN
192	of	--	OO
193	risks	SPLIT	NN
194	Once	--	RB
195	the	--	OO
196	Solvency	--	NN
197	Capital	--	NN
198	Requirement	--	NN
199	SCR	--	NN
200	is	--	VB
201	calculated	--	VB
202	its	--	JJ
203	allocation	--	NN
204	between	--	OO
205	the	--	OO
206	different	--	JJ
207	risky	--	JJ
208	activity	--	NN
209	branches	--	NN
210	becomes	--	VB
211	the	--	OO
212	new	--	JJ
213	operational	--	JJ
214	challenge	SPLIT	NN
215	Capital	--	NN
216	allocation	--	NN
217	is	--	VB
218	an	--	OO
219	internal	--	JJ
220	exercise	--	NN
221	certainly	--	RB
222	not	--	RB
223	controlled	--	VB
224	by	--	OO
225	the	--	OO
226	first	--	JJ
227	pillar	--	NN
228	of	--	OO
229	Solvency	--	NN
230	2	--	OO
231	but	--	OO
232	it	--	NN
233	plays	--	VB
234	a	--	OO
235	crucial	--	JJ
236	role	--	NN
237	in	--	OO
238	determining	--	VB
239	performance	--	NN
240	of	--	OO
241	all	--	OO
242	the	--	OO
243	insurer	--	NN
244	activity	SPLIT	NN
245	The	--	OO
246	case	--	NN
247	of	--	OO
248	insurance	--	NN
249	groups	--	NN
250	requires	--	VB
251	special	--	JJ
252	treatment	--	NN
253	in	--	OO
254	the	--	OO
255	context	--	NN
256	of	--	OO
257	the	--	OO
258	Own	--	??
259	Risk	--	NN
260	and	--	OO
261	Solvency	--	NN
262	Assessment	--	NN
263	approach	SPLIT	NN
264	In	--	OO
265	this	--	OO
266	context	--	NN
267	a	--	OO
268	multivariate	--	JJ
269	analysis	--	NN
270	of	--	OO
271	risk	--	NN
272	seems	--	VB
273	relevant	SPLIT	JJ
274	The	--	OO
275	issue	--	NN
276	of	--	OO
277	capital	--	NN
278	allocation	--	NN
279	in	--	OO
280	a	--	OO
281	multivariate	--	JJ
282	context	--	NN
283	arises	--	VB
284	from	--	OO
285	the	--	OO
286	presence	--	NN
287	of	--	OO
288	dependence	--	NN
289	between	--	OO
290	the	--	OO
291	various	--	JJ
292	risky	--	JJ
293	activities	--	NN
294	which	--	OO
295	may	--	VB
296	generate	--	VB
297	a	--	OO
298	diversification	--	NN
299	effect	SPLIT	NN
300	Several	--	JJ
301	allocation	--	NN
302	methods	--	NN
303	in	--	OO
304	the	--	OO
305	literature	--	NN
306	are	--	VB
307	based	--	VB
308	on	--	OO
309	a	--	OO
310	choice	--	NN
311	of	--	OO
312	a	--	OO
313	univariate	--	JJ
314	risk	--	NN
315	measure	--	NN
316	and	--	OO
317	an	--	OO
318	allocation	--	NN
319	principle	SPLIT	NN
320	Others	--	NN
321	are	--	VB
322	based	--	VB
323	on	--	OO
324	optimizing	--	VB
325	a	--	OO
326	multivariate	--	JJ
327	ruin	--	??
328	probability	--	NN
329	or	--	OO
330	some	--	OO
331	multivariate	--	JJ
332	risk	--	NN
333	indicators	SPLIT	NN
334	In	--	OO
335	this	--	OO
336	paper	--	NN
337	we	--	NN
338	focus	--	VB
339	on	--	OO
340	the	--	OO
341	allocation	--	NN
342	technique	--	NN
343	by	--	OO
344	minimizing	--	VB
345	some	--	OO
346	risk	--	NN
347	indicators	SPLIT	NN
348	The	--	OO
349	literature	--	NN
350	on	--	OO
351	the	--	OO
352	subject	--	NN
353	of	--	OO
354	capital	--	NN
355	allocation	--	NN
356	methods	--	NN
357	is	--	VB
358	very	--	RB
359	rich	SPLIT	JJ
360	Several	--	JJ
361	principles	--	NN
362	have	--	VB
363	been	--	VB
364	proposed	--	VB
365	over	--	OO
366	the	--	OO
367	last	--	JJ
368	twenty	--	OO
369	years	SPLIT	NN
370	The	--	OO
371	most	--	RB
372	important	--	JJ
373	and	--	OO
374	most	--	RB
375	studied	--	VB
376	are	--	VB
377	the	--	OO
378	Shapley	--	NN
379	method	--	NN
380	the	--	OO
381	AumannShapley	--	NN
382	method	--	NN
383	and	--	OO
384	the	--	OO
385	??	--	NN
386	method	SPLIT	NN
387	The	--	OO
388	Shapley	--	NN
389	method	--	NN
390	is	--	VB
391	based	--	VB
392	on	--	OO
393	cooperative	--	JJ
394	game	--	NN
395	theory	SPLIT	NN
396	It	--	NN
397	is	--	VB
398	described	--	VB
399	in	--	OO
400	detail	--	NN
401	in	--	OO
402	??	--	NN
403	paper	--	NN
404	2001	--	OO
405	10	SPLIT	??
406	Denault	--	NN
407	proved	--	VB
408	that	--	OO
409	this	--	OO
410	method	--	NN
411	originally	--	RB
412	used	--	VB
413	to	--	OO
414	allocate	--	VB
415	the	--	OO
416	total	--	JJ
417	cost	--	NN
418	between	--	OO
419	players	--	NN
420	in	--	OO
421	coalitional	--	JJ
422	games	--	NN
423	context	--	NN
424	can	--	VB
425	be	--	VB
426	easily	--	RB
427	adapted	--	VB
428	to	--	OO
429	solve	--	VB
430	the	--	OO
431	problem	--	NN
432	of	--	OO
433	the	--	OO
434	overall	--	JJ
435	risk	--	NN
436	allocation	--	NN
437	between	--	OO
438	segments	SPLIT	NN
439	Tasche	--	NN
440	devoted	--	??
441	two	--	OO
442	papers	--	NN
443	21	--	??
444	and	--	OO
445	22	--	??
446	to	--	OO
447	describe	--	VB
448	??	--	NN
449	method	SPLIT	NN
450	??	--	??
451	method	--	NN
452	is	--	VB
453	also	--	RB
454	found	--	VB
455	Date	--	NN
456	June	--	NN
457	15	--	OO
458	2015	SPLIT	OO
459	2010	--	OO
460	Mathematics	--	NN
461	Subject	--	NN
462	Classification	SPLIT	NN
463	62H00	--	??
464	62P05	--	??
465	91B30	SPLIT	??
466	Key	--	??
467	words	--	NN
468	and	--	OO
469	phrases	SPLIT	NN
470	Multivariate	--	??
471	risk	--	NN
472	indicators	--	NN
473	Solvency	--	NN
474	2	--	OO
475	Solvency	--	NN
476	Capital	--	NN
477	Requirement	--	NN
478	SCR	--	NN
479	Own	--	??
480	Risk	--	NN
481	and	--	OO
482	Solvency	--	NN
483	Assessment	--	NN
484	ORSA	--	NN
485	dependence	--	NN
486	modeling	--	NN
487	coherence	--	NN
488	properties	--	NN
489	risk	--	NN
490	theory	--	NN
491	optimal	--	JJ
492	capital	--	NN
493	allocation	??	NN
494	1	--	OO
495	in	--	OO
496	the	--	OO
497	literature	--	NN
498	under	--	OO
499	the	--	OO
500	name	--	NN
501	of	--	OO
502	gradient	--	??
503	method	SPLIT	NN
504	It	--	NN
505	is	--	VB
506	based	--	VB
507	on	--	OO
508	the	--	OO
509	idea	--	NN
510	of	--	OO
511	allocating	--	VB
512	capital	--	NN
513	according	--	VB
514	to	--	OO
515	the	--	OO
516	infinitesimal	--	JJ
517	marginal	--	JJ
518	impact	--	NN
519	of	--	OO
520	each	--	OO
521	risk	SPLIT	NN
522	This	--	OO
523	impact	--	NN
524	corresponds	--	VB
525	to	--	OO
526	the	--	OO
527	increase	--	NN
528	obtained	--	VB
529	on	--	OO
530	the	--	OO
531	overall	--	JJ
532	risk	--	NN
533	yielding	--	VB
534	an	--	OO
535	infinitely	--	RB
536	small	--	JJ
537	increment	--	NN
538	in	--	OO
539	a	--	OO
540	marginal	--	JJ
541	risk	SPLIT	NN
542	??	--	??
543	method	--	NN
544	is	--	VB
545	very	--	RB
546	present	--	JJ
547	in	--	OO
548	the	--	OO
549	literature	SPLIT	NN
550	Several	--	JJ
551	papers	--	NN
552	analyze	--	VB
553	its	--	JJ
554	properties	--	NN
555	RORAC	--	NN
556	compatibility	--	NN
557	6	--	??
558	23	--	??
559	Coherence	--	NN
560	5	--	??
561	under	--	OO
562	different	--	JJ
563	assumptions	--	NN
564	Tasche	--	NN
565	2004	--	OO
566	20	--	OO
567	Balog	--	NN
568	2011	--	OO
569	2	SPLIT	??
570	Its	--	JJ
571	fame	--	NN
572	is	--	VB
573	due	--	JJ
574	to	--	OO
575	the	--	OO
576	existence	--	NN
577	of	--	OO
578	economic	--	JJ
579	arguments	--	NN
580	that	--	OO
581	can	--	VB
582	justify	--	VB
583	its	--	JJ
584	use	--	NN
585	to	--	OO
586	develop	--	VB
587	allocation	--	NN
588	rules	SPLIT	NN
589	Finally	--	RB
590	AumannShapley	--	NN
591	method	--	NN
592	is	--	VB
593	a	--	OO
594	continuous	--	JJ
595	generalization	--	NN
596	of	--	OO
597	Shapley	--	NN
598	method	SPLIT	NN
599	Its	--	JJ
600	principle	--	NN
601	is	--	VB
602	based	--	VB
603	on	--	OO
604	the	--	OO
605	value	--	NN
606	introduced	--	VB
607	by	--	OO
608	Aumann	--	NN
609	and	--	OO
610	Shaplay	--	NN
611	in	--	OO
612	game	--	NN
613	theory	SPLIT	NN
614	Denault	--	NN
615	10	--	??
616	analyzes	--	??
617	this	--	OO
618	method	--	NN
619	and	--	OO
620	its	--	JJ
621	application	--	NN
622	to	--	OO
623	capital	--	NN
624	allocation	SPLIT	NN
625	These	--	OO
626	three	--	OO
627	capital	--	NN
628	allocation	--	NN
629	principles	--	NN
630	rely	--	VB
631	on	--	OO
632	different	--	JJ
633	risk	--	NN
634	measures	SPLIT	NN
635	The	--	OO
636	coherence	--	NN
637	of	--	OO
638	the	--	OO
639	allocation	--	NN
640	method	--	NN
641	depends	--	VB
642	on	--	OO
643	the	--	OO
644	properties	--	NN
645	of	--	OO
646	the	--	OO
647	selected	--	VB
648	risk	--	NN
649	measure	SPLIT	NN
650	Several	--	JJ
651	papers	--	NN
652	deal	--	VB
653	with	--	OO
654	capital	--	NN
655	allocation	--	NN
656	coherence	--	NN
657	based	--	VB
658	on	--	OO
659	the	--	OO
660	properties	--	NN
661	of	--	OO
662	the	--	OO
663	risk	--	NN
664	measure	--	NN
665	used	SPLIT	VB
666	We	--	NN
667	quote	--	VB
668	as	--	OO
669	examples	--	NN
670	Fischer	--	NN
671	2003	--	OO
672	12	--	??
673	Bush	--	NN
674	and	--	OO
675	Dorfleitner	--	NN
676	2008	--	OO
677	5	--	OO
678	and	--	OO
679	Kalkbrener	--	NN
680	2009	--	OO
681	16	SPLIT	OO
682	Other	--	JJ
683	techniques	--	NN
684	have	--	VB
685	been	--	VB
686	proposed	--	VB
687	more	--	RB
688	recently	--	RB
689	for	--	OO
690	building	--	??
691	optimal	--	??
692	allocation	--	NN
693	methods	--	NN
694	by	--	OO
695	minimizing	--	VB
696	some	--	OO
697	multivariate	--	JJ
698	ruin	--	??
699	probabilities	--	NN
700	especially	--	RB
701	those	--	OO
702	defined	--	VB
703	by	--	OO
704	Cai	--	NN
705	and	--	OO
706	Li	--	NN
707	2007	--	OO
708	7	--	OO
709	or	--	OO
710	by	--	OO
711	minimizing	--	VB
712	some	--	OO
713	new	--	JJ
714	multivariate	--	JJ
715	risk	--	NN
716	indicators	SPLIT	NN
