indexInDoc	token	ssplit	posTag
114	six	--	OO
115	protesters	--	NN
116	were	--	VB
117	killed	--	VB
118	with	--	OO
119	some	--	OO
120	reports	--	NN
121	that	--	OO
122	police	--	NN
123	in	--	OO
124	some	--	OO
125	cities	--	NN
126	used	--	VB
127	live	--	JJ
128	ammunition	--	NN
129	on	--	OO
130	crowds	SPLIT	NN
131	Over	--	OO
132	1000	--	OO
133	protesters	--	NN
134	have	--	VB
135	been	--	VB
136	arrested	--	VB
137	and	--	OO
138	Egyptian	--	JJ
139	telecoms	--	NN
140	are	--	VB
141	attempting	--	VB
142	to	--	OO
143	block	--	VB
144	access	--	NN
145	to	--	OO
146	sites	--	NN
147	where	--	RB
148	protesters	--	NN
149	can	--	VB
150	post	--	VB
151	coverage	SPLIT	NN
152	While	--	OO
153	few	--	JJ
154	people	--	NN
155	will	--	VB
156	openly	--	RB
157	admit	--	VB
158	to	--	OO
159	liking	--	VB
160	the	--	OO
161	dictatorship	--	NN
162	of	--	OO
163	Mubarak	--	NN
164	he	--	NN
165	is	--	VB
166	one	--	OO
167	of	--	OO
168	the	--	OO
169	largest	--	JJ
170	recipients	--	NN
171	of	--	OO
172	US	--	NN
173	aid	--	NN
174	and	--	OO
175	maintains	--	VB
176	his	--	JJ
177	power	--	NN
178	largely	--	RB
179	because	--	OO
180	of	--	OO
181	the	--	OO
182	US	--	NN
183	backing	SPLIT	NN
184	In	--	OO
185	a	--	OO
186	January	--	NN
187	27th	--	JJ
188	PBS	--	NN
189	interview	--	NN
190	Vice	--	NN
191	President	--	NN
192	Biden	--	NN
193	said	--	VB
194	he	--	NN
195	would	--	VB
196	not	--	RB
197	refer	--	VB
198	to	--	OO
199	Egyptian	--	JJ
200	President	--	NN
201	Mubarak	--	NN
202	as	--	OO
203	a	--	OO
204	dictator	--	NN
205	and	--	OO
206	instead	--	RB
207	called	--	VB
208	him	--	NN
209	an	--	OO
210	ally	--	??
211	on	--	OO
212	a	--	OO
213	number	--	NN
214	of	--	OO
215	key	--	JJ
216	foreign	--	JJ
217	policy	--	NN
218	issues	SPLIT	NN
219	Comments	--	NN
220	by	--	OO
221	Hillary	--	NN
222	Clinton	--	NN
223	on	--	OO
224	January	--	NN
225	25th	--	JJ
226	made	--	VB
227	clear	--	JJ
228	that	--	OO
229	the	--	OO
230	Obama	--	NN
231	administration	--	NN
232	was	--	VB
233	reluctant	--	JJ
234	to	--	OO
235	change	--	VB
236	its	--	JJ
237	foreign	--	JJ
238	policy	--	NN
239	stance	SPLIT	NN
240	A	--	OO
241	writer	--	NN
242	on	--	OO
243	Bikyamasr	--	NN
244	notes	--	NN
245	For	--	OO
246	almost	--	RB
247	all	--	OO
248	observers	--	NN
249	activists	--	NN
250	and	--	OO
251	ontheground	--	JJ
252	demonstrators	--	NN
253	on	--	OO
254	??	--	NN
255	streets	--	NN
256	on	--	OO
257	Tuesday	--	NN
258	American	--	NN
259	Secretary	--	NN
260	of	--	OO
261	State	--	NN
262	Hillary	--	NN
263	??	--	NN
264	comments	--	NN
265	showed	--	VB
266	where	--	RB
267	Washington	--	NN
268	stands	SPLIT	VB
269	With	--	OO
270	the	--	OO
271	government	--	NN
272	not	--	RB
273	those	--	OO
274	demanding	--	VB
275	an	--	OO
276	end	--	NN
277	to	--	OO
278	decades	--	NN
279	of	--	OO
280	oppression	--	NN
281	and	--	OO
282	injustice	SPLIT	NN
283	She	--	NN
284	said	--	VB
285	in	--	OO
286	a	--	OO
287	statement	--	NN
288	issued	--	VB
289	by	--	OO
290	the	--	OO
291	State	--	NN
292	Department	--	NN
293	early	--	??
294	Tuesday	--	NN
295	afternoon	--	NN
296	Washington	--	NN
297	time	--	NN
298	as	--	OO
299	police	--	NN
300	in	--	OO
301	Egypt	--	NN
302	were	--	VB
303	beginning	--	VB
304	a	--	OO
305	final	--	JJ
306	push	--	NN
307	of	--	OO
308	tear	--	VB
309	bombs	--	NN
310	water	--	NN
311	cannons	--	NN
312	and	--	OO
313	rubber	--	NN
314	bullets	--	NN
315	to	--	OO
316	disperse	--	VB
317	thousands	--	NN
318	of	--	OO
319	protesters	--	NN
320	that	--	OO
321	our	--	JJ
322	assessment	--	NN
323	is	--	VB
324	that	--	OO
325	the	--	OO
326	Egyptian	--	JJ
327	government	--	NN
328	is	--	VB
329	stable	--	JJ
330	and	--	OO
331	is	--	VB
332	looking	--	VB
333	for	--	OO
334	ways	--	NN
335	to	--	OO
336	respond	--	VB
337	to	--	OO
338	the	--	OO
339	legitimate	--	JJ
340	needs	--	NN
341	and	--	OO
342	interests	--	NN
343	of	--	OO
344	the	--	OO
345	Egyptian	--	JJ
346	people	SPLIT	NN
347	On	--	OO
348	January	--	NN
349	28th	--	JJ
350	hundreds	--	NN
351	of	--	OO
352	thousands	--	NN
353	of	--	OO
354	protesters	--	NN
355	took	--	VB
356	to	--	OO
357	the	--	OO
358	streets	--	NN
359	again	--	RB
360	as	--	OO
361	the	--	OO
362	government	--	NN
363	cut	--	VB
364	access	--	NN
365	to	--	OO
366	internet	--	NN
367	and	--	OO
368	phone	--	NN
369	service	--	NN
370	for	--	OO
371	much	--	JJ
372	of	--	OO
373	the	--	OO
374	country	SPLIT	NN
375	By	--	OO
376	the	--	OO
377	evening	--	NN
378	many	--	JJ
379	government	--	NN
380	buildings	--	NN
381	were	--	VB
382	on	--	OO
383	fire	--	NN
384	with	--	OO
385	many	--	JJ
386	protesters	--	NN
387	dead	--	JJ
388	and	--	OO
389	wounded	--	VB
390	from	--	OO
391	tear	--	VB
392	gas	--	NN
393	canisters	--	NN
394	and	--	OO
395	live	--	??
396	ammunition	SPLIT	NN
397	As	--	OO
398	the	--	OO
399	army	--	NN
400	took	--	VB
401	to	--	OO
402	the	--	OO
403	street	--	NN
404	replacing	--	VB
405	the	--	OO
406	police	--	NN
407	and	--	OO
408	initially	--	RB
409	not	--	RB
410	attacking	--	VB
411	protesters	--	NN
412	many	--	JJ
413	thought	--	VB
414	the	--	OO
415	revolution	--	NN
416	had	--	VB
417	achieved	--	VB
418	its	--	JJ
419	goal	--	NN
420	but	--	OO
421	Mubarak	--	NN
422	appeared	--	VB
423	on	--	OO
424	state	--	NN
425	television	--	NN
426	in	--	OO
427	the	--	OO
428	early	--	JJ
429	evening	--	NN
430	to	--	OO
431	say	--	VB
432	he	--	NN
433	had	--	VB
434	fired	--	VB
435	the	--	OO
436	rest	--	NN
437	of	--	OO
438	the	--	OO
439	government	--	NN
440	but	--	OO
441	intended	--	VB
442	to	--	OO
443	stay	--	VB
444	in	--	OO
445	power	SPLIT	NN
446	Smaller	--	JJ
447	protests	--	NN
448	continued	--	VB
449	on	--	OO
450	the	--	OO
451	29th	--	JJ
452	30th	--	JJ
453	and	--	OO
454	31st	SPLIT	JJ
455	On	--	OO
456	February	--	NN
457	1st	--	??
458	millions	--	NN
459	took	--	VB
460	to	--	OO
461	the	--	OO
462	streets	--	NN
463	of	--	OO
464	Cairo	--	NN
465	Alexandria	--	NN
466	and	--	OO
467	other	--	JJ
468	Egyptian	--	JJ
469	cities	--	NN
470	to	--	OO
471	demand	--	VB
472	an	--	OO
473	end	--	NN
474	to	--	OO
475	the	--	OO
476	Mubarak	--	NN
477	regime	SPLIT	NN
478	The	--	OO
479	protests	--	NN
480	were	--	VB
481	the	--	OO
482	largest	--	JJ
483	ones	--	NN
484	in	--	OO
485	Egypt	--	NN
486	in	--	OO
487	recorded	--	JJ
488	history	SPLIT	NN
489	Mubarak	--	NN
490	responded	--	VB
491	that	--	OO
492	he	--	NN
493	will	--	VB
494	not	--	RB
495	run	--	VB
496	for	--	OO
497	reelection	--	NN
498	in	--	OO
499	September	--	NN
500	but	--	OO
501	demonstrators	--	NN
502	will	--	VB
503	not	--	RB
504	let	--	VB
505	him	--	NN
506	steal	--	VB
507	another	--	OO
508	rigged	--	??
509	election	--	NN
510	for	--	OO
511	his	--	JJ
512	military	--	JJ
513	junta	--	NN
514	a	--	OO
515	protest	--	NN
516	is	--	VB
517	scheduled	--	VB
518	for	--	OO
519	Friday	--	NN
520	February	--	NN
521	4th	--	JJ
522	to	--	OO
523	march	--	VB
524	on	--	OO
525	the	--	OO
526	Presidential	--	??
527	Palace	--	NN
528	in	--	OO
529	Heliopolis	--	NN
530	and	--	OO
531	force	--	VB
532	a	--	OO
533	change	--	NN
534	in	--	OO
535	regime	--	NN
536	although	--	OO
537	it	--	NN
538	is	--	VB
539	rumored	--	VB
540	that	--	OO
541	Mubarak	--	NN
542	is	--	VB
543	operating	--	VB
544	out	--	OO
545	of	--	OO
546	Sharm	--	??
547	elSheikh	--	??
548	now	SPLIT	RB
549	On	--	OO
550	Wednesday	--	NN
551	January	--	NN
552	the	--	OO
553	26th	--	JJ
554	there	--	OO
555	was	--	VB
556	a	--	OO
557	demonstration	--	NN
558	of	--	OO
559	solidarity	--	NN
560	with	--	OO
561	the	--	OO
562	Egyptian	--	JJ
563	protests	--	NN
564	at	--	OO
565	Market	--	NN
566	and	--	OO
567	Montgomery	--	NN
568	in	--	OO
569	San	--	NN
570	Francisco	--	NN
571	starting	--	VB
572	at	--	OO
573	5pm	SPLIT	??
574	On	--	OO
575	January	--	NN
576	29th	--	JJ
577	hundreds	--	NN
578	again	--	RB
579	took	--	VB
580	to	--	OO
581	the	--	OO
582	streets	--	NN
583	in	--	OO
584	San	--	NN
585	Francisco	--	NN
586	to	--	OO
587	demand	--	VB
588	an	--	OO
589	end	--	NN
590	to	--	OO
591	the	--	OO
592	Mubarak	--	NN
593	regime	--	NN
594	in	--	OO
595	Egypt	SPLIT	NN
596	Protesters	--	NN
597	gathered	--	VB
598	at	--	OO
599	noon	--	NN
600	near	--	OO
601	the	--	OO
602	Montgomery	--	NN
603	St	--	NN
604	BART	--	NN
605	station	--	NN
606	and	--	OO
607	rallied	--	VB
608	for	--	OO
609	an	--	OO
610	hour	--	NN
611	before	--	OO
612	marching	--	??
613	to	--	OO
614	UN	--	NN
615	Plaza	SPLIT	NN
