indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
125	136	3	8	based	VB
126	137	4	8	on	OO
127	138	5	8	a	OO
128	139	6	8	strengthening	NN
129	140	7	8	of	OO
130	141	8	8	risk	NN
131	142	9	8	control	NN
132	143	10	8	and	OO
133	144	11	8	minimization	NN
134	145	12	8	of	OO
135	146	13	8	a	OO
136	147	14	8	ruin	VB
137	148	15	8	probability	NN
138	150	1	9	The	OO
139	151	2	9	determination	NN
140	152	3	9	of	OO
141	153	4	9	the	OO
142	154	5	9	economic	JJ
143	155	6	9	regulatory	JJ
144	156	7	9	capital	NN
145	157	8	9	will	VB
146	158	9	9	be	VB
147	159	10	9	faced	VB
148	160	11	9	under	OO
149	161	12	9	this	OO
150	162	13	9	prudential	JJ
151	163	14	9	mechanism	NN
152	164	15	9	with	OO
153	165	16	9	a	OO
154	166	17	9	kind	NN
155	167	18	9	of	OO
156	168	19	9	methodological	JJ
157	169	20	9	revolution	NN
158	171	1	10	A	OO
159	172	2	10	choices	NN
160	173	3	10	of	OO
161	174	4	10	a	OO
162	175	5	10	dependence	NN
163	176	6	10	model	NN
164	177	7	10	between	OO
165	178	8	10	different	JJ
166	179	9	10	risks	NN
167	180	10	10	and	OO
168	181	11	10	of	OO
169	182	12	10	an	OO
170	183	13	10	aggregation	NN
171	184	14	10	methodology	NN
172	185	15	10	are	VB
173	186	16	10	both	OO
174	187	17	10	required	VB
175	189	1	11	In	OO
176	190	2	11	the	OO
177	191	3	11	prescribed	VB
178	192	4	11	Standard	NN
179	193	5	11	Formula	NN
180	195	7	11	risks	VB
181	196	8	11	aggregation	NN
182	197	9	11	is	VB
183	198	10	11	done	VB
184	199	11	11	using	VB
185	200	12	11	correlation	NN
186	201	13	11	matrices	NN
187	202	14	11	that	OO
188	203	15	11	connect	VB
189	204	16	11	families	NN
190	205	17	11	and	OO
191	206	18	11	subfamilies	NN
192	207	19	11	of	OO
193	208	20	11	risks	NN
194	210	1	12	Once	RB
195	211	2	12	the	OO
196	212	3	12	Solvency	NN
197	213	4	12	Capital	NN
198	214	5	12	Requirement	NN
199	216	7	12	SCR	NN
200	218	9	12	is	VB
201	219	10	12	calculated	VB
202	221	12	12	its	JJ
203	222	13	12	allocation	NN
204	223	14	12	between	OO
205	224	15	12	the	OO
206	225	16	12	different	JJ
207	226	17	12	risky	JJ
208	227	18	12	activity	NN
209	228	19	12	branches	NN
210	229	20	12	becomes	VB
211	230	21	12	the	OO
212	231	22	12	new	JJ
213	232	23	12	operational	JJ
214	233	24	12	challenge	NN
215	235	1	13	Capital	NN
216	236	2	13	allocation	NN
217	237	3	13	is	VB
218	238	4	13	an	OO
219	239	5	13	internal	JJ
220	240	6	13	exercise	NN
221	242	8	13	certainly	RB
222	243	9	13	not	RB
223	244	10	13	controlled	VB
224	245	11	13	by	OO
225	246	12	13	the	OO
226	247	13	13	first	JJ
227	248	14	13	pillar	NN
228	249	15	13	of	OO
229	250	16	13	Solvency	NN
230	251	17	13	2	OO
231	253	19	13	but	OO
232	254	20	13	it	NN
233	255	21	13	plays	VB
234	256	22	13	a	OO
235	257	23	13	crucial	JJ
236	258	24	13	role	NN
237	259	25	13	in	OO
238	260	26	13	determining	VB
239	261	27	13	performance	NN
240	262	28	13	of	OO
241	263	29	13	all	OO
242	264	30	13	the	OO
243	265	31	13	insurer	NN
244	266	32	13	activity	NN
245	268	1	14	The	OO
246	269	2	14	case	NN
247	270	3	14	of	OO
248	271	4	14	insurance	NN
249	272	5	14	groups	NN
250	273	6	14	requires	VB
251	274	7	14	special	JJ
252	275	8	14	treatment	NN
253	276	9	14	in	OO
254	277	10	14	the	OO
255	278	11	14	context	NN
256	279	12	14	of	OO
257	280	13	14	the	OO
258	281	14	14	Own	NN
259	282	15	14	Risk	NN
260	283	16	14	and	OO
261	284	17	14	Solvency	NN
262	285	18	14	Assessment	NN
263	289	22	14	approach	NN
264	291	1	15	In	OO
265	292	2	15	this	OO
266	293	3	15	context	NN
267	295	5	15	a	OO
268	296	6	15	multivariate	JJ
269	297	7	15	analysis	NN
270	298	8	15	of	OO
271	299	9	15	risk	NN
272	300	10	15	seems	VB
273	301	11	15	relevant	JJ
274	303	1	16	The	OO
275	304	2	16	issue	NN
276	305	3	16	of	OO
277	306	4	16	capital	NN
278	307	5	16	allocation	NN
279	308	6	16	in	OO
280	309	7	16	a	OO
281	310	8	16	multivariate	JJ
282	311	9	16	context	NN
283	312	10	16	arises	VB
284	313	11	16	from	OO
285	314	12	16	the	OO
286	315	13	16	presence	NN
287	316	14	16	of	OO
288	317	15	16	dependence	NN
289	318	16	16	between	OO
290	319	17	16	the	OO
291	320	18	16	various	JJ
292	321	19	16	risky	JJ
293	322	20	16	activities	NN
294	323	21	16	which	OO
295	324	22	16	may	VB
296	325	23	16	generate	VB
297	326	24	16	a	OO
298	327	25	16	diversification	NN
299	328	26	16	effect	NN
300	330	1	17	Several	JJ
301	331	2	17	allocation	NN
302	332	3	17	methods	NN
303	333	4	17	in	OO
304	334	5	17	the	OO
305	335	6	17	literature	NN
306	336	7	17	are	VB
307	337	8	17	based	VB
308	338	9	17	on	OO
309	339	10	17	a	OO
310	340	11	17	choice	NN
311	341	12	17	of	OO
312	342	13	17	a	OO
313	343	14	17	univariate	JJ
314	344	15	17	risk	NN
315	345	16	17	measure	NN
316	346	17	17	and	OO
317	347	18	17	an	OO
318	348	19	17	allocation	NN
319	349	20	17	principle	NN
320	351	1	18	Others	NN
321	352	2	18	are	VB
322	353	3	18	based	VB
323	354	4	18	on	OO
324	355	5	18	optimizing	VB
325	356	6	18	a	OO
326	357	7	18	multivariate	JJ
327	358	8	18	ruin	VB
328	359	9	18	probability	NN
329	360	10	18	or	OO
330	361	11	18	some	OO
331	362	12	18	multivariate	JJ
332	363	13	18	risk	NN
333	364	14	18	indicators	NN
334	366	1	19	In	OO
335	367	2	19	this	OO
336	368	3	19	paper	NN
337	370	5	19	we	NN
338	371	6	19	focus	VB
339	372	7	19	on	OO
340	373	8	19	the	OO
341	374	9	19	allocation	NN
342	375	10	19	technique	NN
343	376	11	19	by	OO
344	377	12	19	minimizing	VB
345	378	13	19	some	OO
346	379	14	19	risk	NN
347	380	15	19	indicators	NN
348	382	1	20	The	OO
349	383	2	20	literature	NN
350	384	3	20	on	OO
351	385	4	20	the	OO
352	386	5	20	subject	NN
353	387	6	20	of	OO
354	388	7	20	capital	NN
355	389	8	20	allocation	NN
356	390	9	20	methods	NN
357	391	10	20	is	VB
358	392	11	20	very	RB
359	393	12	20	rich	JJ
360	395	1	21	Several	JJ
361	396	2	21	principles	NN
362	397	3	21	have	VB
363	398	4	21	been	VB
364	399	5	21	proposed	VB
365	400	6	21	over	OO
366	401	7	21	the	OO
367	402	8	21	last	JJ
368	403	9	21	twenty	OO
369	404	10	21	years	NN
370	406	1	22	The	OO
371	407	2	22	most	RB
372	408	3	22	important	JJ
373	409	4	22	and	OO
374	410	5	22	most	RB
375	411	6	22	studied	VB
376	412	7	22	are	VB
377	413	8	22	the	OO
378	414	9	22	Shapley	NN
379	415	10	22	method	NN
380	417	12	22	the	OO
381	418	13	22	AumannShapley	NN
382	419	14	22	method	NN
383	420	15	22	and	OO
384	421	16	22	the	OO
385	422	17	22	Euler	NN
386	424	19	22	method	NN
387	426	1	23	The	OO
388	427	2	23	Shapley	NN
389	428	3	23	method	NN
390	429	4	23	is	VB
391	430	5	23	based	VB
392	431	6	23	on	OO
393	432	7	23	cooperative	JJ
394	433	8	23	game	NN
395	434	9	23	theory	NN
396	436	1	24	It	NN
397	437	2	24	is	VB
398	438	3	24	described	VB
399	439	4	24	in	OO
400	440	5	24	detail	NN
401	441	6	24	in	OO
402	442	7	24	Denault	NN
403	444	9	24	paper	NN
404	446	11	24	2001	OO
405	449	14	24	10	OO
406	452	1	25	Denault	NN
407	453	2	25	proved	VB
408	454	3	25	that	OO
409	455	4	25	this	OO
410	456	5	25	method	NN
411	458	7	25	originally	RB
412	459	8	25	used	VB
413	460	9	25	to	OO
414	461	10	25	allocate	VB
415	462	11	25	the	OO
416	463	12	25	total	JJ
417	464	13	25	cost	NN
418	465	14	25	between	OO
419	466	15	25	players	NN
420	467	16	25	in	OO
421	468	17	25	coalitional	JJ
422	469	18	25	games	NN
423	470	19	25	context	NN
424	472	21	25	can	VB
425	473	22	25	be	VB
426	474	23	25	easily	RB
427	475	24	25	adapted	VB
428	476	25	25	to	OO
429	477	26	25	solve	VB
430	478	27	25	the	OO
431	479	28	25	problem	NN
432	480	29	25	of	OO
433	481	30	25	the	OO
434	482	31	25	overall	JJ
435	483	32	25	risk	NN
436	484	33	25	allocation	NN
437	485	34	25	between	OO
438	486	35	25	segments	NN
439	488	1	26	Tasche	NN
440	489	2	26	devoted	JJ
441	490	3	26	two	OO
442	491	4	26	papers	NN
443	493	6	26	21	OO
444	495	8	26	and	OO
445	497	10	26	22	OO
446	499	12	26	to	OO
447	500	13	26	describe	VB
448	501	14	26	Euler	NN
449	503	16	26	method	NN
450	505	1	27	Euler	NN
451	507	3	27	method	NN
452	508	4	27	is	VB
453	509	5	27	also	RB
454	510	6	27	found	VB
455	511	7	27	Date	NN
456	513	9	27	June	NN
457	514	10	27	15	OO
458	516	12	27	2015	OO
459	518	1	28	2010	OO
460	519	2	28	Mathematics	NN
461	520	3	28	Subject	NN
462	521	4	28	Classification	NN
463	523	1	29	62H00	NN
464	525	3	29	62P05	NN
465	527	5	29	91B30	NN
466	529	1	30	Key	NN
467	530	2	30	words	NN
468	531	3	30	and	OO
469	532	4	30	phrases	NN
470	534	1	31	Multivariate	JJ
471	535	2	31	risk	NN
472	536	3	31	indicators	NN
473	538	5	31	Solvency	NN
474	539	6	31	2	OO
475	541	8	31	Solvency	NN
476	542	9	31	Capital	NN
477	543	10	31	Requirement	NN
478	544	11	31	SCR	NN
479	546	13	31	Own	NN
480	547	14	31	Risk	NN
481	548	15	31	and	OO
482	549	16	31	Solvency	NN
483	550	17	31	Assessment	NN
484	551	18	31	ORSA	NN
485	553	20	31	dependence	NN
486	554	21	31	modeling	NN
487	556	23	31	coherence	NN
488	557	24	31	properties	NN
489	559	26	31	risk	NN
490	560	27	31	theory	NN
491	562	29	31	optimal	JJ
492	563	30	31	capital	NN
493	564	31	31	allocation	NN
494	566	1	32	1	OO
495	567	2	32	in	OO
496	568	3	32	the	OO
497	569	4	32	literature	NN
498	570	5	32	under	OO
499	571	6	32	the	OO
500	572	7	32	name	NN
501	573	8	32	of	OO
502	574	9	32	gradient	NN
503	575	10	32	method	NN
504	577	1	33	It	NN
505	578	2	33	is	VB
506	579	3	33	based	VB
507	580	4	33	on	OO
508	581	5	33	the	OO
509	582	6	33	idea	NN
510	583	7	33	of	OO
511	584	8	33	allocating	VB
512	585	9	33	capital	NN
513	586	10	33	according	VB
514	587	11	33	to	OO
515	588	12	33	the	OO
516	589	13	33	infinitesimal	JJ
517	590	14	33	marginal	JJ
518	591	15	33	impact	NN
519	592	16	33	of	OO
520	593	17	33	each	OO
521	594	18	33	risk	NN
522	596	1	34	This	OO
523	597	2	34	impact	NN
524	598	3	34	corresponds	VB
525	599	4	34	to	OO
526	600	5	34	the	OO
527	601	6	34	increase	NN
528	602	7	34	obtained	VB
529	603	8	34	on	OO
530	604	9	34	the	OO
531	605	10	34	overall	JJ
532	606	11	34	risk	NN
533	608	13	34	yielding	VB
534	609	14	34	an	OO
535	610	15	34	infinitely	RB
536	611	16	34	small	JJ
537	612	17	34	increment	NN
538	613	18	34	in	OO
539	614	19	34	a	OO
540	615	20	34	marginal	JJ
541	616	21	34	risk	NN
542	618	1	35	Euler	NN
543	620	3	35	method	NN
544	621	4	35	is	VB
545	622	5	35	very	RB
546	623	6	35	present	JJ
547	624	7	35	in	OO
548	625	8	35	the	OO
549	626	9	35	literature	NN
550	628	1	36	Several	JJ
551	629	2	36	papers	NN
552	630	3	36	analyze	VB
553	631	4	36	its	JJ
554	632	5	36	properties	NN
555	634	7	36	RORAC	NN
556	635	8	36	compatibility	NN
557	637	10	36	6	OO
558	641	14	36	23	OO
559	644	17	36	Coherence	NN
560	646	19	36	5	OO
561	651	24	36	under	OO
562	652	25	36	different	JJ
563	653	26	36	assumptions	NN
564	655	28	36	Tasche	NN
565	657	30	36	2004	OO
566	660	33	36	20	OO
567	663	36	36	Balog	NN
568	665	38	36	2011	OO
569	668	41	36	2	OO
570	672	1	37	Its	JJ
571	673	2	37	fame	NN
572	674	3	37	is	VB
573	675	4	37	due	JJ
574	676	5	37	to	OO
575	677	6	37	the	OO
576	678	7	37	existence	NN
577	679	8	37	of	OO
578	680	9	37	economic	JJ
579	681	10	37	arguments	NN
580	682	11	37	that	OO
581	683	12	37	can	VB
582	684	13	37	justify	VB
583	685	14	37	its	JJ
584	686	15	37	use	NN
585	687	16	37	to	OO
586	688	17	37	develop	VB
587	689	18	37	allocation	NN
588	690	19	37	rules	NN
589	692	1	38	Finally	RB
590	694	3	38	AumannShapley	NN
591	695	4	38	method	NN
592	696	5	38	is	VB
593	697	6	38	a	OO
594	698	7	38	continuous	JJ
595	699	8	38	generalization	NN
596	700	9	38	of	OO
597	701	10	38	Shapley	NN
598	702	11	38	method	NN
599	704	1	39	Its	JJ
600	705	2	39	principle	NN
601	706	3	39	is	VB
602	707	4	39	based	VB
603	708	5	39	on	OO
604	709	6	39	the	OO
605	710	7	39	value	NN
606	711	8	39	introduced	VB
607	712	9	39	by	OO
608	713	10	39	Aumann	NN
609	714	11	39	and	OO
610	715	12	39	Shaplay	NN
611	716	13	39	in	OO
612	717	14	39	game	NN
613	718	15	39	theory	NN
614	720	1	40	Denault	NN
615	722	3	40	10	OO
616	724	5	40	analyzes	VB
617	725	6	40	this	OO
618	726	7	40	method	NN
619	727	8	40	and	OO
620	728	9	40	its	JJ
621	729	10	40	application	NN
622	730	11	40	to	OO
623	731	12	40	capital	NN
624	732	13	40	allocation	NN
625	734	1	41	These	OO
626	735	2	41	three	OO
627	736	3	41	capital	NN
628	737	4	41	allocation	NN
629	738	5	41	principles	NN
630	739	6	41	rely	VB
631	740	7	41	on	OO
632	741	8	41	different	JJ
633	742	9	41	risk	NN
634	743	10	41	measures	NN
635	745	1	42	The	OO
636	746	2	42	coherence	NN
637	747	3	42	of	OO
638	748	4	42	the	OO
639	749	5	42	allocation	NN
640	750	6	42	method	NN
641	751	7	42	depends	VB
642	752	8	42	on	OO
643	753	9	42	the	OO
644	754	10	42	properties	NN
645	755	11	42	of	OO
646	756	12	42	the	OO
647	757	13	42	selected	VB
648	758	14	42	risk	NN
649	759	15	42	measure	NN
650	761	1	43	Several	JJ
651	762	2	43	papers	NN
652	763	3	43	deal	VB
653	764	4	43	with	OO
654	765	5	43	capital	NN
655	766	6	43	allocation	NN
656	767	7	43	coherence	NN
657	768	8	43	based	VB
658	769	9	43	on	OO
659	770	10	43	the	OO
660	771	11	43	properties	NN
661	772	12	43	of	OO
662	773	13	43	the	OO
663	774	14	43	risk	NN
664	775	15	43	measure	NN
665	776	16	43	used	VB
666	778	1	44	We	NN
667	779	2	44	quote	VB
668	780	3	44	as	OO
669	781	4	44	examples	NN
670	783	6	44	Fischer	NN
671	785	8	44	2003	OO
672	788	11	44	12	OO
673	791	14	44	Bush	NN
674	792	15	44	and	OO
675	793	16	44	Dorfleitner	NN
676	795	18	44	2008	OO
677	798	21	44	5	OO
678	801	24	44	and	OO
679	802	25	44	Kalkbrener	NN
680	804	27	44	2009	OO
681	807	30	44	16	OO
682	810	1	45	Other	JJ
683	811	2	45	techniques	NN
684	812	3	45	have	VB
685	813	4	45	been	VB
686	814	5	45	proposed	VB
687	815	6	45	more	RB
688	816	7	45	recently	RB
689	817	8	45	for	OO
690	818	9	45	building	VB
691	819	10	45	optimal	JJ
692	820	11	45	allocation	NN
693	821	12	45	methods	NN
694	823	14	45	by	OO
695	824	15	45	minimizing	VB
696	825	16	45	some	OO
697	826	17	45	multivariate	JJ
698	827	18	45	ruin	VB
699	828	19	45	probabilities	NN
700	830	21	45	especially	RB
701	831	22	45	those	OO
702	832	23	45	defined	VB
703	833	24	45	by	OO
704	834	25	45	Cai	NN
705	835	26	45	and	OO
706	836	27	45	Li	NN
707	838	29	45	2007	OO
708	841	32	45	7	OO
709	844	35	45	or	OO
710	845	36	45	by	OO
711	846	37	45	minimizing	VB
712	847	38	45	some	OO
713	848	39	45	new	JJ
714	849	40	45	multivariate	JJ
715	850	41	45	risk	NN
716	851	42	45	indicators	NN
