indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
230	269	widow	NN	NN	YES
231	270	to	OO	OO	YES
232	271	let	VB	VB	YES
233	272	me	NN	NN	YES
234	274	But	OO	OO	YES
235	275	she	NN	NN	YES
236	276	would	VB	VB	YES
237	277	nt	RB	RB	YES
238	279	She	NN	NN	YES
239	280	said	VB	VB	YES
240	281	it	NN	NN	YES
241	282	was	VB	VB	YES
242	283	a	OO	OO	YES
243	284	mean	JJ	JJ	YES
244	285	practice	NN	NN	YES
245	286	and	OO	OO	YES
246	287	was	VB	VB	YES
247	288	nt	RB	RB	YES
248	289	clean	JJ	JJ	YES
249	291	and	OO	OO	YES
250	292	I	NN	NN	YES
251	293	must	VB	VB	YES
252	294	try	VB	VB	YES
253	295	to	OO	OO	YES
254	296	not	RB	RB	YES
255	297	do	VB	VB	YES
256	298	it	NN	NN	YES
257	299	any	OO	OO	YES
258	300	more	RB	RB	YES
259	302	That	OO	OO	YES
260	303	is	VB	VB	YES
261	304	just	RB	RB	YES
262	305	the	OO	OO	YES
263	306	way	NN	NN	YES
264	307	with	OO	OO	YES
265	308	some	OO	OO	YES
266	309	people	NN	NN	YES
267	311	They	NN	NN	YES
268	312	get	VB	VB	YES
269	313	down	OO	OO	YES
270	314	on	OO	OO	YES
271	315	a	OO	OO	YES
272	316	thing	NN	NN	YES
273	317	when	RB	RB	YES
274	318	they	NN	NN	YES
275	319	do	VB	VB	YES
276	320	nt	RB	RB	YES
277	321	know	VB	VB	YES
278	322	nothing	NN	NN	YES
279	323	about	OO	OO	YES
280	324	it	NN	NN	YES
281	326	Here	RB	RB	YES
282	327	she	NN	NN	YES
283	328	was	VB	VB	YES
284	329	abothering	VB	VB	YES
285	330	about	OO	OO	YES
286	331	Moses	NN	NN	YES
287	333	which	OO	OO	YES
288	334	was	VB	VB	YES
289	335	no	OO	OO	YES
290	336	kin	NN	NN	YES
291	337	to	OO	OO	YES
292	338	her	JJ	NN	NO
293	340	and	OO	OO	YES
294	341	no	OO	OO	YES
295	342	use	NN	NN	YES
296	343	to	OO	OO	YES
297	344	anybody	NN	NN	YES
298	346	being	VB	VB	YES
299	347	gone	VB	VB	YES
300	349	you	NN	NN	YES
301	350	see	VB	VB	YES
302	352	yet	RB	RB	YES
303	353	finding	VB	VB	YES
304	354	a	OO	OO	YES
305	355	power	NN	NN	YES
306	356	of	OO	OO	YES
307	357	fault	NN	NN	YES
308	358	with	OO	OO	YES
309	359	me	NN	NN	YES
310	360	for	OO	OO	YES
311	361	doing	VB	VB	YES
312	362	a	OO	OO	YES
313	363	thing	NN	NN	YES
314	364	that	OO	OO	YES
315	365	had	VB	VB	YES
316	366	some	OO	OO	YES
317	367	good	JJ	JJ	YES
318	368	in	OO	OO	YES
319	369	it	NN	NN	YES
320	371	And	OO	OO	YES
321	372	she	NN	NN	YES
322	373	took	VB	VB	YES
323	374	snuff	NN	NN	YES
324	376	too	RB	RB	YES
325	378	of	OO	OO	YES
326	379	course	NN	NN	YES
327	380	that	OO	OO	YES
328	381	was	VB	VB	YES
329	382	all	OO	JJ	NO
330	383	right	NN	JJ	NO
331	385	because	OO	OO	YES
332	386	she	NN	NN	YES
333	387	done	VB	VB	YES
334	388	it	NN	NN	YES
335	389	herself	NN	NN	YES
336	391	Her	JJ	JJ	YES
337	392	sister	NN	NN	YES
338	394	Miss	NN	NN	YES
339	395	Watson	NN	NN	YES
340	397	a	OO	OO	YES
341	398	tolerable	JJ	JJ	YES
342	399	slim	JJ	JJ	YES
343	400	old	JJ	JJ	YES
344	401	maid	NN	NN	YES
345	403	with	OO	OO	YES
346	404	goggles	NN	NN	YES
347	405	on	OO	OO	YES
348	407	had	VB	VB	YES
349	408	just	RB	RB	YES
350	409	come	VB	VB	YES
351	410	to	OO	OO	YES
352	411	live	VB	VB	YES
353	412	with	OO	OO	YES
354	413	her	NN	NN	YES
355	415	and	OO	OO	YES
356	416	took	VB	VB	YES
357	417	a	OO	OO	YES
358	418	set	NN	NN	YES
359	419	at	OO	OO	YES
360	420	me	NN	NN	YES
361	421	now	RB	RB	YES
362	422	with	OO	OO	YES
363	423	a	OO	OO	YES
364	426	She	NN	NN	YES
365	427	worked	VB	VB	YES
366	428	me	NN	NN	YES
367	429	middling	VB	VB	YES
368	430	hard	JJ	JJ	YES
369	431	for	OO	OO	YES
370	432	about	OO	OO	YES
371	433	an	OO	OO	YES
372	434	hour	NN	NN	YES
373	436	and	OO	OO	YES
374	437	then	RB	RB	YES
375	438	the	OO	OO	YES
376	439	widow	NN	NN	YES
377	440	made	VB	VB	YES
378	441	her	JJ	JJ	YES
379	442	ease	NN	NN	YES
380	443	up	OO	OO	YES
381	445	I	NN	NN	YES
382	446	could	VB	VB	YES
383	447	nt	RB	RB	YES
384	448	stood	VB	VB	YES
385	449	it	NN	NN	YES
386	450	much	RB	RB	YES
387	451	longer	RB	RB	YES
388	453	Then	RB	RB	YES
389	454	for	OO	OO	YES
390	455	an	OO	OO	YES
391	456	hour	NN	NN	YES
392	457	it	NN	NN	YES
393	458	was	VB	VB	YES
394	459	deadly	RB	JJ	NO
395	460	dull	JJ	JJ	YES
396	462	and	OO	OO	YES
397	463	I	NN	NN	YES
398	464	was	VB	VB	YES
399	465	fidgety	NN	NN	YES
400	467	Miss	NN	NN	YES
401	468	Watson	NN	NN	YES
402	469	would	VB	VB	YES
403	470	say	VB	VB	YES
404	473	Do	VB	VB	YES
405	474	nt	RB	RB	YES
406	475	put	VB	VB	YES
407	476	your	JJ	JJ	YES
408	477	feet	NN	NN	YES
409	478	up	OO	OO	YES
410	479	there	RB	RB	YES
411	481	Huckleberry	NN	NN	YES
412	484	and	OO	OO	YES
413	486	Do	VB	VB	YES
414	487	nt	RB	RB	YES
415	488	scrunch	VB	VB	YES
416	489	up	OO	OO	YES
417	490	like	OO	OO	YES
418	491	that	OO	OO	YES
419	496	up	OO	OO	YES
420	497	straight	NN	RB	NO
421	500	and	OO	OO	YES
422	501	pretty	RB	RB	YES
423	502	soon	RB	RB	YES
424	503	she	NN	NN	YES
425	504	would	VB	VB	YES
426	505	say	VB	VB	YES
427	508	Do	VB	VB	YES
428	509	nt	RB	RB	YES
429	510	gap	VB	VB	YES
430	511	and	OO	OO	YES
431	512	stretch	VB	VB	YES
432	513	like	OO	OO	YES
433	514	that	OO	OO	YES
434	519	do	VB	VB	YES
435	520	nt	RB	RB	YES
436	521	you	NN	NN	YES
437	522	try	VB	VB	YES
438	523	to	OO	OO	YES
439	524	behave	VB	VB	YES
440	527	Brahinsky	NN	NN	YES
441	528	said	VB	VB	YES
442	529	that	OO	OO	YES
443	530	the	OO	OO	YES
444	531	University	NN	NN	YES
445	532	of	OO	OO	YES
446	533	California	NN	NN	YES
447	534	has	VB	VB	YES
448	537	made	VB	VB	YES
449	538	a	OO	OO	YES
450	539	priority	NN	NN	YES
451	540	out	OO	OO	YES
452	541	of	OO	OO	YES
453	542	administrative	JJ	JJ	YES
454	543	spending	NN	NN	YES
455	546	noting	VB	VB	YES
456	547	that	OO	OO	YES
457	548	it	NN	NN	YES
458	549	has	VB	VB	YES
459	550	increased	VB	VB	YES
460	551	by	OO	OO	YES
461	552	over	OO	OO	YES
462	553	250	OO	OO	YES
463	555	in	OO	OO	YES
464	556	the	OO	OO	YES
465	557	last	JJ	JJ	YES
466	558	20	OO	OO	YES
467	559	years	NN	NN	YES
468	561	The	OO	OO	YES
469	562	growth	NN	NN	YES
470	563	of	OO	OO	YES
471	564	faculty	NN	NN	YES
472	565	spending	NN	NN	YES
473	566	over	OO	OO	YES
474	567	the	OO	OO	YES
475	568	same	JJ	JJ	YES
476	569	time	NN	NN	YES
477	570	period	NN	NN	YES
478	571	has	VB	VB	YES
479	572	only	RB	RB	YES
480	573	increased	VB	VB	YES
481	574	by	OO	OO	YES
482	575	50	OO	OO	YES
483	578	he	NN	NN	YES
484	579	said	VB	VB	YES
485	581	adding	VB	VB	YES
486	582	that	OO	OO	YES
487	583	20	OO	OO	YES
488	584	years	NN	NN	YES
489	585	ago	RB	RB	YES
490	586	there	OO	OO	YES
491	587	were	VB	VB	YES
492	588	five	OO	OO	YES
493	589	faculty	NN	NN	YES
494	590	members	NN	NN	YES
495	591	for	OO	OO	YES
496	592	every	OO	OO	YES
497	593	two	OO	OO	YES
498	594	administrators	NN	NN	YES
499	596	but	OO	OO	YES
500	597	the	OO	OO	YES
501	598	figure	NN	NN	YES
502	599	has	VB	VB	YES
503	600	shifted	VB	VB	YES
504	601	dramatically	RB	RB	YES
505	603	and	OO	OO	YES
506	604	presently	RB	RB	YES
507	605	there	OO	OO	YES
508	606	are	VB	VB	YES
509	607	only	RB	RB	YES
510	608	five	OO	OO	YES
511	609	faculty	NN	NN	YES
512	610	members	NN	NN	YES
513	611	for	OO	OO	YES
514	612	every	OO	OO	YES
515	613	six	OO	OO	YES
516	614	administrators	NN	NN	YES
517	616	on	OO	OO	YES
518	617	average	NN	NN	YES
519	620	The	OO	OO	YES
520	621	administration	NN	NN	YES
521	622	is	VB	VB	YES
522	623	growing	VB	VB	YES
523	624	and	OO	OO	YES
524	625	has	VB	VB	YES
525	626	surpassed	VB	VB	YES
526	627	the	OO	OO	YES
527	628	faculty	NN	NN	YES
528	631	he	NN	NN	YES
529	632	said	VB	VB	YES
530	635	The	OO	OO	YES
531	636	priorities	NN	NN	YES
532	637	of	OO	OO	YES
533	638	the	OO	OO	YES
534	639	UC	NN	NN	YES
535	640	are	VB	VB	YES
536	641	something	NN	NN	YES
537	642	that	OO	OO	YES
538	643	ought	VB	VB	YES
539	644	to	OO	OO	YES
540	645	be	VB	VB	YES
541	646	democratic	JJ	JJ	YES
542	649	Brahinsky	NN	NN	YES
543	650	said	VB	VB	YES
544	653	We	NN	NN	YES
545	654	can	VB	VB	YES
546	655	have	VB	VB	YES
547	656	a	OO	OO	YES
548	657	say	NN	NN	YES
549	658	in	OO	OO	YES
550	659	that	OO	OO	YES
551	661	and	OO	OO	YES
552	662	so	RB	RB	YES
553	663	we	NN	NN	YES
554	664	should	VB	VB	YES
555	667	To	OO	OO	YES
556	668	learn	VB	VB	YES
557	669	more	JJ	JJ	YES
558	670	about	OO	OO	YES
559	671	the	OO	OO	YES
560	672	University	NN	NN	YES
561	673	of	OO	OO	YES
562	674	California	NN	NN	YES
563	675	s	OO	OO	YES
564	676	budget	NN	NN	YES
565	678	Brahinsky	NN	NN	YES
566	679	recommended	VB	VB	YES
567	680	attendance	NN	NN	YES
568	681	at	OO	OO	YES
569	682	a	OO	OO	YES
570	683	workshop	NN	NN	YES
571	684	to	OO	OO	YES
572	685	be	VB	VB	YES
573	686	held	VB	VB	YES
574	687	by	OO	OO	YES
575	688	Autonomous	JJ	NN	NO
576	689	Students	NN	NN	YES
577	690	UCSC	NN	NN	YES
578	692	a	OO	OO	YES
579	693	student	NN	NN	YES
580	694	organization	NN	NN	YES
581	695	that	OO	OO	YES
582	696	was	VB	VB	YES
583	697	tabling	VB	VB	YES
584	698	at	OO	OO	YES
585	699	the	OO	OO	YES
586	700	picnic	NN	NN	YES
587	702	AFT	NN	NN	YES
588	703	Local	NN	JJ	NO
589	704	2199	OO	OO	YES
590	705	President	NN	NN	YES
591	706	Roxi	NN	NN	YES
592	707	Power	NN	NN	YES
593	708	also	RB	RB	YES
594	709	spoke	VB	VB	YES
595	710	at	OO	OO	YES
596	711	the	OO	OO	YES
597	713	rally	NN	NN	YES
598	715	as	OO	OO	YES
599	716	did	VB	VB	YES
600	717	Mike	NN	NN	YES
601	718	Rotkin	NN	NN	YES
602	720	AFT	NN	NN	YES
603	721	s	OO	OO	YES
604	722	longest	JJ	JJ	YES
605	723	running	VB	VB	YES
606	724	President	NN	NN	YES
607	725	at	OO	OO	YES
608	726	UC	NN	NN	YES
609	727	Santa	NN	NN	YES
610	728	Cruz	NN	NN	YES
611	730	After	OO	OO	YES
612	731	the	OO	OO	YES
613	732	speakers	NN	NN	YES
614	733	were	VB	VB	YES
615	734	heard	RB	VB	NO
616	736	a	OO	OO	YES
617	737	street	NN	NN	YES
618	738	theater	NN	NN	YES
619	739	segment	NN	NN	YES
620	740	was	VB	VB	YES
621	741	performed	VB	VB	YES
622	742	with	OO	OO	YES
623	743	UC	NN	NN	YES
624	744	administrators	NN	NN	YES
625	745	portrayed	VB	VB	YES
626	746	as	OO	OO	YES
627	748	wearing	VB	VB	YES
628	749	characters	NN	NN	YES
629	750	from	OO	OO	YES
630	751	the	OO	OO	YES
631	752	Monopoly	NN	NN	YES
632	753	board	NN	NN	YES
633	754	game	NN	NN	YES
634	756	Many	JJ	JJ	YES
635	757	participants	NN	NN	YES
636	758	were	VB	VB	YES
637	759	dressed	VB	VB	YES
638	760	in	OO	OO	YES
639	761	graduation	NN	NN	YES
640	762	gowns	NN	NN	YES
641	764	and	OO	OO	YES
642	765	union	NN	NN	YES
643	766	members	NN	NN	YES
644	767	distributed	VB	VB	YES
645	768	the	OO	OO	YES
646	769	lyrics	NN	NN	YES
647	770	to	OO	OO	YES
648	771	a	OO	OO	YES
649	772	variety	NN	NN	YES
650	773	of	OO	OO	YES
651	774	songs	NN	NN	YES
652	775	to	OO	OO	YES
653	776	those	OO	OO	YES
654	777	in	OO	OO	YES
655	778	attendance	NN	NN	YES
656	779	so	RB	OO	NO
657	780	that	OO	OO	YES
658	781	the	OO	OO	YES
659	782	group	NN	NN	YES
660	783	could	VB	VB	YES
661	784	serve	VB	VB	YES
662	785	as	OO	OO	YES
663	786	the	OO	OO	YES
664	787	musical	JJ	JJ	YES
665	788	chorus	NN	NN	YES
666	789	in	OO	OO	YES
667	790	the	OO	OO	YES
668	791	skit	NN	NN	YES
669	793	Another	RB	JJ	NO
670	794	popular	JJ	JJ	YES
671	795	approach	NN	NN	YES
672	796	is	VB	VB	YES
673	797	inspired	VB	VB	YES
674	798	by	OO	OO	YES
675	799	the	OO	OO	YES
676	800	theory	NN	NN	YES
677	801	of	OO	OO	YES
678	802	intervening	VB	VB	YES
679	803	opportunities	NN	NN	YES
680	804	and	OO	OO	YES
681	805	it	NN	NN	YES
682	806	has	VB	VB	YES
683	807	been	VB	VB	YES
684	808	concreted	VB	VB	YES
685	809	into	OO	OO	YES
686	810	the	OO	OO	YES
687	812	radiation	NN	NN	YES
688	813	models	NN	NN	YES
689	815	Individuals	NN	NN	YES
690	816	are	VB	VB	YES
691	817	supposed	VB	VB	YES
692	818	to	OO	OO	YES
693	819	travel	VB	VB	YES
694	820	until	OO	OO	YES
695	821	they	NN	NN	YES
696	822	find	VB	VB	YES
697	823	a	OO	OO	YES
698	824	job	NN	NN	YES
699	825	opportunity	NN	NN	YES
700	827	so	OO	OO	YES
701	828	the	OO	OO	YES
702	829	population	NN	NN	YES
703	830	and	OO	OO	YES
704	831	jobs	NN	NN	YES
705	832	spatial	JJ	JJ	YES
706	833	distributions	NN	NN	YES
707	834	naturally	RB	RB	YES
708	835	lead	VB	VB	YES
709	836	to	OO	OO	YES
710	837	a	OO	OO	YES
711	838	trip	NN	NN	YES
712	839	flow	NN	NN	YES
713	840	network	NN	NN	YES
714	842	In	OO	OO	YES
715	843	this	OO	OO	YES
716	844	paper	NN	NN	YES
717	846	we	NN	NN	YES
718	847	perform	VB	VB	YES
719	848	a	OO	OO	YES
720	849	thorough	JJ	JJ	YES
721	850	comparison	NN	NN	YES
722	851	between	OO	OO	YES
723	852	the	OO	OO	YES
724	853	gravity	NN	NN	YES
725	854	and	OO	OO	YES
726	855	the	OO	OO	YES
727	856	radiation	NN	NN	YES
728	857	approaches	NN	NN	YES
729	858	in	OO	OO	YES
730	859	their	JJ	JJ	YES
731	860	ability	NN	NN	YES
732	861	at	OO	OO	YES
733	862	estimating	VB	VB	YES
734	863	commuting	VB	VB	YES
735	864	flows	NN	NN	YES
736	866	We	NN	NN	YES
737	867	test	VB	VB	YES
738	868	the	OO	OO	YES
739	869	gravity	NN	NN	YES
740	870	and	OO	OO	YES
741	871	the	OO	OO	YES
742	872	radiation	NN	NN	YES
743	873	laws	NN	NN	YES
744	874	against	OO	OO	YES
745	875	empirical	JJ	JJ	YES
746	876	trip	NN	NN	YES
747	877	data	NN	NN	YES
748	878	at	OO	OO	YES
749	879	different	JJ	JJ	YES
750	880	scales	NN	NN	YES
751	881	and	OO	OO	YES
752	882	coming	VB	VB	YES
753	883	from	OO	OO	YES
754	884	different	JJ	JJ	YES
755	885	countries	NN	NN	YES
756	887	Different	JJ	JJ	YES
757	888	versions	NN	NN	YES
758	889	of	OO	OO	YES
759	890	the	OO	OO	YES
760	891	gravity	NN	NN	YES
761	892	and	OO	OO	YES
762	893	the	OO	OO	YES
763	894	radiation	NN	NN	YES
764	895	laws	NN	NN	YES
765	896	are	VB	VB	YES
766	897	used	VB	VB	YES
767	898	to	OO	OO	YES
768	899	estimate	VB	VB	YES
769	900	the	OO	OO	YES
770	901	probability	NN	NN	YES
771	902	that	OO	OO	YES
772	903	an	OO	OO	YES
773	904	individual	NN	NN	YES
774	905	has	VB	VB	YES
775	906	to	OO	OO	YES
776	907	commute	VB	VB	YES
777	908	from	OO	OO	YES
778	909	one	OO	OO	YES
779	910	unit	NN	NN	YES
780	911	to	OO	OO	YES
781	912	another	OO	OO	YES
782	914	called	VB	VB	YES
783	915	trip	NN	NN	YES
784	916	distribution	NN	NN	YES
785	917	law	NN	NN	YES
786	919	Based	VB	VB	YES
787	920	on	OO	OO	YES
788	921	these	OO	OO	YES
789	922	probability	NN	NN	YES
790	923	distribution	NN	NN	YES
791	924	the	OO	OO	YES
792	925	commuting	NN	NN	YES
793	926	networks	NN	NN	YES
794	927	are	VB	VB	YES
795	928	simulated	VB	VB	YES
796	929	with	OO	OO	YES
797	930	different	JJ	JJ	YES
798	931	trip	NN	NN	YES
799	932	distribution	NN	NN	YES
800	933	models	NN	NN	YES
801	935	We	NN	NN	YES
802	936	show	VB	VB	YES
803	937	that	OO	OO	YES
804	938	the	OO	OO	YES
805	939	gravity	NN	NN	YES
806	940	law	NN	NN	YES
807	941	performs	VB	VB	YES
808	942	better	JJ	JJ	YES
809	943	than	OO	OO	YES
810	944	the	OO	OO	YES
811	945	radiation	NN	NN	YES
812	946	law	NN	NN	YES
813	947	to	OO	OO	YES
814	948	estimate	VB	VB	YES
815	949	the	OO	OO	YES
816	950	commuting	NN	NN	YES
817	951	flows	VB	VB	YES
818	953	to	OO	OO	YES
819	954	preserve	VB	VB	YES
820	955	the	OO	OO	YES
821	956	structure	NN	NN	YES
822	957	of	OO	OO	YES
823	958	the	OO	OO	YES
824	959	network	NN	NN	YES
825	960	and	OO	OO	YES
826	961	to	OO	OO	YES
827	962	fit	VB	VB	YES
828	963	the	OO	OO	YES
829	964	commuting	NN	NN	YES
830	965	distance	NN	NN	YES
831	966	distribution	NN	NN	YES
832	967	although	OO	OO	YES
833	968	it	NN	NN	YES
834	969	fails	VB	VB	YES
835	970	at	OO	OO	YES
836	971	predicting	VB	VB	YES
837	972	commuting	VB	VB	YES
838	973	flows	NN	NN	YES
839	974	at	OO	OO	YES
840	975	large	JJ	JJ	YES
841	976	distances	NN	NN	YES
842	978	Finally	RB	RB	YES
843	980	we	NN	NN	YES
844	981	show	VB	VB	YES
845	982	that	OO	OO	YES
846	983	both	OO	OO	YES
847	984	approaches	NN	NN	YES
848	985	can	VB	VB	YES
849	986	be	VB	VB	YES
850	987	used	VB	VB	YES
851	988	in	OO	OO	YES
852	989	absence	NN	NN	YES
853	990	of	OO	OO	YES
854	991	detailed	JJ	JJ	YES
855	992	data	NN	NN	YES
856	993	for	OO	OO	YES
857	994	calibration	NN	NN	YES
858	995	since	OO	OO	YES
859	996	the	OO	OO	YES
860	997	only	JJ	JJ	YES
861	998	parameter	NN	NN	YES
862	999	of	OO	OO	YES
863	1000	both	OO	OO	YES
864	1001	the	OO	OO	YES
865	1002	gravity	NN	NN	YES
866	1003	and	OO	OO	YES
867	1004	the	OO	OO	YES
868	1005	radiation	NN	NN	YES
869	1006	laws	NN	NN	YES
870	1007	depends	VB	VB	YES
871	1008	only	RB	RB	YES
872	1009	on	OO	OO	YES
873	1010	the	OO	OO	YES
874	1011	scale	NN	NN	YES
875	1012	of	OO	OO	YES
876	1013	the	OO	OO	YES
877	1014	geographic	JJ	JJ	YES
878	1015	unit	NN	NN	YES
879	1017	The	OO	OO	YES
880	1018	dominant	JJ	JJ	YES
881	1019	spirit	NN	NN	YES
