indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
230	271	widow	NN	NN	YES
231	272	to	OO	OO	YES
232	273	let	VB	VB	YES
233	274	me	NN	NN	YES
234	276	But	OO	OO	YES
235	277	she	NN	NN	YES
236	278	would	VB	VB	YES
237	279	nt	RB	RB	YES
238	281	She	NN	NN	YES
239	282	said	VB	VB	YES
240	283	it	NN	NN	YES
241	284	was	VB	VB	YES
242	285	a	OO	OO	YES
243	286	mean	NN	JJ	NO
244	287	practice	NN	NN	YES
245	288	and	OO	OO	YES
246	289	was	VB	VB	YES
247	290	nt	RB	RB	YES
248	291	clean	JJ	JJ	YES
249	293	and	OO	OO	YES
250	294	I	NN	NN	YES
251	295	must	VB	VB	YES
252	296	try	VB	VB	YES
253	297	to	OO	OO	YES
254	298	not	RB	RB	YES
255	299	do	VB	VB	YES
256	300	it	NN	NN	YES
257	301	any	OO	OO	YES
258	302	more	RB	RB	YES
259	304	That	OO	OO	YES
260	305	is	VB	VB	YES
261	306	just	RB	RB	YES
262	307	the	OO	OO	YES
263	308	way	NN	NN	YES
264	309	with	OO	OO	YES
265	310	some	OO	OO	YES
266	311	people	NN	NN	YES
267	313	They	NN	NN	YES
268	314	get	VB	VB	YES
269	315	down	OO	OO	YES
270	316	on	OO	OO	YES
271	317	a	OO	OO	YES
272	318	thing	NN	NN	YES
273	319	when	RB	RB	YES
274	320	they	NN	NN	YES
275	321	do	VB	VB	YES
276	322	nt	RB	RB	YES
277	323	know	VB	VB	YES
278	324	nothing	NN	NN	YES
279	325	about	OO	OO	YES
280	326	it	NN	NN	YES
281	328	Here	RB	RB	YES
282	329	she	NN	NN	YES
283	330	was	VB	VB	YES
284	331	abothering	VB	VB	YES
285	332	about	OO	OO	YES
286	333	Moses	NN	NN	YES
287	335	which	OO	OO	YES
288	336	was	VB	VB	YES
289	337	no	OO	OO	YES
290	338	kin	NN	NN	YES
291	339	to	OO	OO	YES
292	340	her	NN	NN	YES
293	342	and	OO	OO	YES
294	343	no	OO	OO	YES
295	344	use	NN	NN	YES
296	345	to	OO	OO	YES
297	346	anybody	NN	NN	YES
298	348	being	VB	VB	YES
299	349	gone	VB	VB	YES
300	351	you	NN	NN	YES
301	352	see	VB	VB	YES
302	354	yet	OO	RB	NO
303	355	finding	VB	VB	YES
304	356	a	OO	OO	YES
305	357	power	NN	NN	YES
306	358	of	OO	OO	YES
307	359	fault	NN	NN	YES
308	360	with	OO	OO	YES
309	361	me	NN	NN	YES
310	362	for	OO	OO	YES
311	363	doing	VB	VB	YES
312	364	a	OO	OO	YES
313	365	thing	NN	NN	YES
314	366	that	OO	OO	YES
315	367	had	VB	VB	YES
316	368	some	OO	OO	YES
317	369	good	JJ	JJ	YES
318	370	in	OO	OO	YES
319	371	it	NN	NN	YES
320	373	And	OO	OO	YES
321	374	she	NN	NN	YES
322	375	took	VB	VB	YES
323	376	snuff	NN	NN	YES
324	378	too	RB	RB	YES
325	380	of	OO	OO	YES
326	381	course	NN	NN	YES
327	382	that	OO	OO	YES
328	383	was	VB	VB	YES
329	384	all	OO	JJ	NO
330	385	right	RB	JJ	NO
331	387	because	OO	OO	YES
332	388	she	NN	NN	YES
333	389	done	VB	VB	YES
334	390	it	NN	NN	YES
335	391	herself	NN	NN	YES
336	393	Her	JJ	JJ	YES
337	394	sister	NN	NN	YES
338	396	Miss	NN	NN	YES
339	397	Watson	NN	NN	YES
340	399	a	OO	OO	YES
341	400	tolerable	JJ	JJ	YES
342	401	slim	JJ	JJ	YES
343	402	old	JJ	JJ	YES
344	403	maid	NN	NN	YES
345	405	with	OO	OO	YES
346	406	goggles	NN	NN	YES
347	407	on	OO	OO	YES
348	409	had	VB	VB	YES
349	410	just	RB	RB	YES
350	411	come	VB	VB	YES
351	412	to	OO	OO	YES
352	413	live	VB	VB	YES
353	414	with	OO	OO	YES
354	415	her	NN	NN	YES
355	417	and	OO	OO	YES
356	418	took	VB	VB	YES
357	419	a	OO	OO	YES
358	420	set	VB	NN	NO
359	421	at	OO	OO	YES
360	422	me	NN	NN	YES
361	423	now	RB	RB	YES
362	424	with	OO	OO	YES
363	425	a	OO	OO	YES
364	428	She	NN	NN	YES
365	429	worked	VB	VB	YES
366	430	me	NN	NN	YES
367	431	middling	JJ	VB	NO
368	432	hard	JJ	JJ	YES
369	433	for	OO	OO	YES
370	434	about	OO	OO	YES
371	435	an	OO	OO	YES
372	436	hour	NN	NN	YES
373	438	and	OO	OO	YES
374	439	then	RB	RB	YES
375	440	the	OO	OO	YES
376	441	widow	NN	NN	YES
377	442	made	VB	VB	YES
378	443	her	JJ	JJ	YES
379	444	ease	NN	NN	YES
380	445	up	OO	OO	YES
381	447	I	NN	NN	YES
382	448	could	VB	VB	YES
383	449	nt	RB	RB	YES
384	450	stood	VB	VB	YES
385	451	it	NN	NN	YES
386	452	much	RB	RB	YES
387	453	longer	RB	RB	YES
388	455	Then	RB	RB	YES
389	456	for	OO	OO	YES
390	457	an	OO	OO	YES
391	458	hour	NN	NN	YES
392	459	it	NN	NN	YES
393	460	was	VB	VB	YES
394	461	deadly	JJ	JJ	YES
395	462	dull	JJ	JJ	YES
396	464	and	OO	OO	YES
397	465	I	NN	NN	YES
398	466	was	VB	VB	YES
399	467	fidgety	JJ	NN	NO
400	469	Miss	NN	NN	YES
401	470	Watson	NN	NN	YES
402	471	would	VB	VB	YES
403	472	say	VB	VB	YES
404	475	Do	VB	VB	YES
405	476	nt	RB	RB	YES
406	477	put	VB	VB	YES
407	478	your	JJ	JJ	YES
408	479	feet	NN	NN	YES
409	480	up	OO	OO	YES
410	481	there	RB	RB	YES
411	483	Huckleberry	NN	NN	YES
412	486	and	OO	OO	YES
413	488	Do	VB	VB	YES
414	489	nt	RB	RB	YES
415	490	scrunch	VB	VB	YES
416	491	up	OO	OO	YES
417	492	like	OO	OO	YES
418	493	that	OO	OO	YES
419	498	up	OO	OO	YES
420	499	straight	RB	RB	YES
421	502	and	OO	OO	YES
422	503	pretty	RB	RB	YES
423	504	soon	RB	RB	YES
424	505	she	NN	NN	YES
425	506	would	VB	VB	YES
426	507	say	VB	VB	YES
427	510	Do	VB	VB	YES
428	511	nt	RB	RB	YES
429	512	gap	NN	VB	NO
430	513	and	OO	OO	YES
431	514	stretch	NN	VB	NO
432	515	like	OO	OO	YES
433	516	that	OO	OO	YES
434	521	do	VB	VB	YES
435	522	nt	RB	RB	YES
436	523	you	NN	NN	YES
437	524	try	VB	VB	YES
438	525	to	OO	OO	YES
439	526	behave	VB	VB	YES
440	529	Brahinsky	NN	NN	YES
441	530	said	VB	VB	YES
442	531	that	OO	OO	YES
443	532	the	OO	OO	YES
444	533	University	NN	NN	YES
445	534	of	OO	OO	YES
446	535	California	NN	NN	YES
447	536	has	VB	VB	YES
448	539	made	VB	VB	YES
449	540	a	OO	OO	YES
450	541	priority	NN	NN	YES
451	542	out	OO	OO	YES
452	543	of	OO	OO	YES
453	544	administrative	JJ	JJ	YES
454	545	spending	NN	NN	YES
455	548	noting	VB	VB	YES
456	549	that	OO	OO	YES
457	550	it	NN	NN	YES
458	551	has	VB	VB	YES
459	552	increased	VB	VB	YES
460	553	by	OO	OO	YES
461	554	over	OO	OO	YES
462	555	250	OO	OO	YES
463	557	in	OO	OO	YES
464	558	the	OO	OO	YES
465	559	last	JJ	JJ	YES
466	560	20	OO	OO	YES
467	561	years	NN	NN	YES
468	563	The	OO	OO	YES
469	564	growth	NN	NN	YES
470	565	of	OO	OO	YES
471	566	faculty	NN	NN	YES
472	567	spending	NN	NN	YES
473	568	over	OO	OO	YES
474	569	the	OO	OO	YES
475	570	same	JJ	JJ	YES
476	571	time	NN	NN	YES
477	572	period	NN	NN	YES
478	573	has	VB	VB	YES
479	574	only	RB	RB	YES
480	575	increased	VB	VB	YES
481	576	by	OO	OO	YES
482	577	50	OO	OO	YES
483	580	he	NN	NN	YES
484	581	said	VB	VB	YES
485	583	adding	VB	VB	YES
486	584	that	OO	OO	YES
487	585	20	OO	OO	YES
488	586	years	NN	NN	YES
489	587	ago	OO	RB	NO
490	588	there	OO	OO	YES
491	589	were	VB	VB	YES
492	590	five	OO	OO	YES
493	591	faculty	NN	NN	YES
494	592	members	NN	NN	YES
495	593	for	OO	OO	YES
496	594	every	OO	OO	YES
497	595	two	OO	OO	YES
498	596	administrators	NN	NN	YES
499	598	but	OO	OO	YES
500	599	the	OO	OO	YES
501	600	figure	NN	NN	YES
502	601	has	VB	VB	YES
503	602	shifted	VB	VB	YES
504	603	dramatically	RB	RB	YES
505	605	and	OO	OO	YES
506	606	presently	RB	RB	YES
507	607	there	OO	OO	YES
508	608	are	VB	VB	YES
509	609	only	RB	RB	YES
510	610	five	OO	OO	YES
511	611	faculty	NN	NN	YES
512	612	members	NN	NN	YES
513	613	for	OO	OO	YES
514	614	every	OO	OO	YES
515	615	six	OO	OO	YES
516	616	administrators	NN	NN	YES
517	618	on	OO	OO	YES
518	619	average	NN	NN	YES
519	622	The	OO	OO	YES
520	623	administration	NN	NN	YES
521	624	is	VB	VB	YES
522	625	growing	VB	VB	YES
523	626	and	OO	OO	YES
524	627	has	VB	VB	YES
525	628	surpassed	VB	VB	YES
526	629	the	OO	OO	YES
527	630	faculty	NN	NN	YES
528	633	he	NN	NN	YES
529	634	said	VB	VB	YES
530	637	The	OO	OO	YES
531	638	priorities	NN	NN	YES
532	639	of	OO	OO	YES
533	640	the	OO	OO	YES
534	641	UC	NN	NN	YES
535	642	are	VB	VB	YES
536	643	something	NN	NN	YES
537	644	that	OO	OO	YES
538	645	ought	VB	VB	YES
539	646	to	OO	OO	YES
540	647	be	VB	VB	YES
541	648	democratic	JJ	JJ	YES
542	651	Brahinsky	NN	NN	YES
543	652	said	VB	VB	YES
544	655	We	NN	NN	YES
545	656	can	VB	VB	YES
546	657	have	VB	VB	YES
547	658	a	OO	OO	YES
548	659	say	NN	NN	YES
549	660	in	OO	OO	YES
550	661	that	OO	OO	YES
551	663	and	OO	OO	YES
552	664	so	OO	RB	NO
553	665	we	NN	NN	YES
554	666	should	VB	VB	YES
555	669	To	OO	OO	YES
556	670	learn	VB	VB	YES
557	671	more	JJ	JJ	YES
558	672	about	OO	OO	YES
559	673	the	OO	OO	YES
560	674	University	NN	NN	YES
561	675	of	OO	OO	YES
562	676	California	NN	NN	YES
563	677	s	OO	OO	YES
564	678	budget	NN	NN	YES
565	680	Brahinsky	NN	NN	YES
566	681	recommended	VB	VB	YES
567	682	attendance	NN	NN	YES
568	683	at	OO	OO	YES
569	684	a	OO	OO	YES
570	685	workshop	NN	NN	YES
571	686	to	OO	OO	YES
572	687	be	VB	VB	YES
573	688	held	VB	VB	YES
574	689	by	OO	OO	YES
575	690	Autonomous	NN	NN	YES
576	691	Students	NN	NN	YES
577	692	UCSC	NN	NN	YES
578	694	a	OO	OO	YES
579	695	student	NN	NN	YES
580	696	organization	NN	NN	YES
581	697	that	OO	OO	YES
582	698	was	VB	VB	YES
583	699	tabling	VB	VB	YES
584	700	at	OO	OO	YES
585	701	the	OO	OO	YES
586	702	picnic	NN	NN	YES
587	704	AFT	NN	NN	YES
588	705	Local	NN	JJ	NO
589	706	2199	OO	OO	YES
590	707	President	NN	NN	YES
591	708	Roxi	NN	NN	YES
592	709	Power	NN	NN	YES
593	710	also	RB	RB	YES
594	711	spoke	VB	VB	YES
595	712	at	OO	OO	YES
596	713	the	OO	OO	YES
597	715	rally	NN	NN	YES
598	717	as	OO	OO	YES
599	718	did	VB	VB	YES
600	719	Mike	NN	NN	YES
601	720	Rotkin	NN	NN	YES
602	722	AFT	NN	NN	YES
603	723	s	OO	OO	YES
604	724	longest	JJ	JJ	YES
605	725	running	VB	VB	YES
606	726	President	NN	NN	YES
607	727	at	OO	OO	YES
608	728	UC	NN	NN	YES
609	729	Santa	NN	NN	YES
610	730	Cruz	NN	NN	YES
611	732	After	OO	OO	YES
612	733	the	OO	OO	YES
613	734	speakers	NN	NN	YES
614	735	were	VB	VB	YES
615	736	heard	VB	VB	YES
616	738	a	OO	OO	YES
617	739	street	NN	NN	YES
618	740	theater	NN	NN	YES
619	741	segment	NN	NN	YES
620	742	was	VB	VB	YES
621	743	performed	VB	VB	YES
622	744	with	OO	OO	YES
623	745	UC	NN	NN	YES
624	746	administrators	NN	NN	YES
625	747	portrayed	VB	VB	YES
626	748	as	OO	OO	YES
627	750	wearing	VB	VB	YES
628	751	characters	NN	NN	YES
629	752	from	OO	OO	YES
630	753	the	OO	OO	YES
631	754	Monopoly	NN	NN	YES
632	755	board	NN	NN	YES
633	756	game	NN	NN	YES
634	758	Many	JJ	JJ	YES
635	759	participants	NN	NN	YES
636	760	were	VB	VB	YES
637	761	dressed	VB	VB	YES
638	762	in	OO	OO	YES
639	763	graduation	NN	NN	YES
640	764	gowns	NN	NN	YES
641	766	and	OO	OO	YES
642	767	union	NN	NN	YES
643	768	members	NN	NN	YES
644	769	distributed	VB	VB	YES
645	770	the	OO	OO	YES
646	771	lyrics	NN	NN	YES
647	772	to	OO	OO	YES
648	773	a	OO	OO	YES
649	774	variety	NN	NN	YES
650	775	of	OO	OO	YES
651	776	songs	NN	NN	YES
652	777	to	OO	OO	YES
653	778	those	OO	OO	YES
654	779	in	OO	OO	YES
655	780	attendance	NN	NN	YES
656	781	so	OO	OO	YES
657	782	that	OO	OO	YES
658	783	the	OO	OO	YES
659	784	group	NN	NN	YES
660	785	could	VB	VB	YES
661	786	serve	VB	VB	YES
662	787	as	OO	OO	YES
663	788	the	OO	OO	YES
664	789	musical	JJ	JJ	YES
665	790	chorus	NN	NN	YES
666	791	in	OO	OO	YES
667	792	the	OO	OO	YES
668	793	skit	NN	NN	YES
669	795	Another	OO	JJ	NO
670	796	popular	JJ	JJ	YES
671	797	approach	NN	NN	YES
672	798	is	VB	VB	YES
673	799	inspired	VB	VB	YES
674	800	by	OO	OO	YES
675	801	the	OO	OO	YES
676	802	theory	NN	NN	YES
677	803	of	OO	OO	YES
678	804	intervening	VB	VB	YES
679	805	opportunities	NN	NN	YES
680	806	and	OO	OO	YES
681	807	it	NN	NN	YES
682	808	has	VB	VB	YES
683	809	been	VB	VB	YES
684	810	concreted	VB	VB	YES
685	811	into	OO	OO	YES
686	812	the	OO	OO	YES
687	814	radiation	NN	NN	YES
688	815	models	NN	NN	YES
689	817	Individuals	NN	NN	YES
690	818	are	VB	VB	YES
691	819	supposed	VB	VB	YES
692	820	to	OO	OO	YES
693	821	travel	VB	VB	YES
694	822	until	OO	OO	YES
695	823	they	NN	NN	YES
696	824	find	VB	VB	YES
697	825	a	OO	OO	YES
698	826	job	NN	NN	YES
699	827	opportunity	NN	NN	YES
700	829	so	OO	OO	YES
701	830	the	OO	OO	YES
702	831	population	NN	NN	YES
703	832	and	OO	OO	YES
704	833	jobs	NN	NN	YES
705	834	spatial	JJ	JJ	YES
706	835	distributions	NN	NN	YES
707	836	naturally	RB	RB	YES
708	837	lead	VB	VB	YES
709	838	to	OO	OO	YES
710	839	a	OO	OO	YES
711	840	trip	NN	NN	YES
712	841	flow	NN	NN	YES
713	842	network	NN	NN	YES
714	844	In	OO	OO	YES
715	845	this	OO	OO	YES
716	846	paper	NN	NN	YES
717	848	we	NN	NN	YES
718	849	perform	VB	VB	YES
719	850	a	OO	OO	YES
720	851	thorough	JJ	JJ	YES
721	852	comparison	NN	NN	YES
722	853	between	OO	OO	YES
723	854	the	OO	OO	YES
724	855	gravity	NN	NN	YES
725	856	and	OO	OO	YES
726	857	the	OO	OO	YES
727	858	radiation	NN	NN	YES
728	859	approaches	VB	NN	NO
729	860	in	OO	OO	YES
730	861	their	JJ	JJ	YES
731	862	ability	NN	NN	YES
732	863	at	OO	OO	YES
733	864	estimating	VB	VB	YES
734	865	commuting	VB	VB	YES
735	866	flows	NN	NN	YES
736	868	We	NN	NN	YES
737	869	test	VB	VB	YES
738	870	the	OO	OO	YES
739	871	gravity	NN	NN	YES
740	872	and	OO	OO	YES
741	873	the	OO	OO	YES
742	874	radiation	NN	NN	YES
743	875	laws	NN	NN	YES
744	876	against	OO	OO	YES
745	877	empirical	JJ	JJ	YES
746	878	trip	NN	NN	YES
747	879	data	NN	NN	YES
748	880	at	OO	OO	YES
749	881	different	JJ	JJ	YES
750	882	scales	NN	NN	YES
751	883	and	OO	OO	YES
752	884	coming	VB	VB	YES
753	885	from	OO	OO	YES
754	886	different	JJ	JJ	YES
755	887	countries	NN	NN	YES
756	889	Different	JJ	JJ	YES
757	890	versions	NN	NN	YES
758	891	of	OO	OO	YES
759	892	the	OO	OO	YES
760	893	gravity	NN	NN	YES
761	894	and	OO	OO	YES
762	895	the	OO	OO	YES
763	896	radiation	NN	NN	YES
764	897	laws	NN	NN	YES
765	898	are	VB	VB	YES
766	899	used	VB	VB	YES
767	900	to	OO	OO	YES
768	901	estimate	VB	VB	YES
769	902	the	OO	OO	YES
770	903	probability	NN	NN	YES
771	904	that	OO	OO	YES
772	905	an	OO	OO	YES
773	906	individual	NN	NN	YES
774	907	has	VB	VB	YES
775	908	to	OO	OO	YES
776	909	commute	NN	VB	NO
777	910	from	OO	OO	YES
778	911	one	OO	OO	YES
779	912	unit	NN	NN	YES
780	913	to	OO	OO	YES
781	914	another	OO	OO	YES
782	916	called	VB	VB	YES
783	917	trip	NN	NN	YES
784	918	distribution	NN	NN	YES
785	919	law	NN	NN	YES
786	921	Based	VB	VB	YES
787	922	on	OO	OO	YES
788	923	these	OO	OO	YES
789	924	probability	NN	NN	YES
790	925	distribution	NN	NN	YES
791	926	the	OO	OO	YES
792	927	commuting	VB	NN	NO
793	928	networks	NN	NN	YES
794	929	are	VB	VB	YES
795	930	simulated	JJ	VB	NO
796	931	with	OO	OO	YES
797	932	different	JJ	JJ	YES
798	933	trip	NN	NN	YES
799	934	distribution	NN	NN	YES
800	935	models	NN	NN	YES
801	937	We	NN	NN	YES
802	938	show	VB	VB	YES
803	939	that	OO	OO	YES
804	940	the	OO	OO	YES
805	941	gravity	NN	NN	YES
806	942	law	NN	NN	YES
807	943	performs	VB	VB	YES
808	944	better	JJ	JJ	YES
809	945	than	OO	OO	YES
810	946	the	OO	OO	YES
811	947	radiation	NN	NN	YES
812	948	law	NN	NN	YES
813	949	to	OO	OO	YES
814	950	estimate	VB	VB	YES
815	951	the	OO	OO	YES
816	952	commuting	VB	NN	NO
817	953	flows	NN	VB	NO
818	955	to	OO	OO	YES
819	956	preserve	VB	VB	YES
820	957	the	OO	OO	YES
821	958	structure	NN	NN	YES
822	959	of	OO	OO	YES
823	960	the	OO	OO	YES
824	961	network	NN	NN	YES
825	962	and	OO	OO	YES
826	963	to	OO	OO	YES
827	964	fit	VB	VB	YES
828	965	the	OO	OO	YES
829	966	commuting	VB	NN	NO
830	967	distance	NN	NN	YES
831	968	distribution	NN	NN	YES
832	969	although	OO	OO	YES
833	970	it	NN	NN	YES
834	971	fails	VB	VB	YES
835	972	at	OO	OO	YES
836	973	predicting	VB	VB	YES
837	974	commuting	VB	VB	YES
838	975	flows	NN	NN	YES
839	976	at	OO	OO	YES
840	977	large	JJ	JJ	YES
841	978	distances	NN	NN	YES
842	980	Finally	RB	RB	YES
843	982	we	NN	NN	YES
844	983	show	VB	VB	YES
845	984	that	OO	OO	YES
846	985	both	OO	OO	YES
847	986	approaches	NN	NN	YES
848	987	can	VB	VB	YES
849	988	be	VB	VB	YES
850	989	used	VB	VB	YES
851	990	in	OO	OO	YES
852	991	absence	NN	NN	YES
853	992	of	OO	OO	YES
854	993	detailed	JJ	JJ	YES
855	994	data	NN	NN	YES
856	995	for	OO	OO	YES
857	996	calibration	NN	NN	YES
858	997	since	OO	OO	YES
859	998	the	OO	OO	YES
860	999	only	JJ	JJ	YES
861	1000	parameter	NN	NN	YES
862	1001	of	OO	OO	YES
863	1002	both	OO	OO	YES
864	1003	the	OO	OO	YES
865	1004	gravity	NN	NN	YES
866	1005	and	OO	OO	YES
867	1006	the	OO	OO	YES
868	1007	radiation	NN	NN	YES
869	1008	laws	NN	NN	YES
870	1009	depends	VB	VB	YES
871	1010	only	RB	RB	YES
872	1011	on	OO	OO	YES
873	1012	the	OO	OO	YES
874	1013	scale	NN	NN	YES
875	1014	of	OO	OO	YES
876	1015	the	OO	OO	YES
877	1016	geographic	JJ	JJ	YES
878	1017	unit	NN	NN	YES
879	1019	The	OO	OO	YES
880	1020	dominant	JJ	JJ	YES
881	1021	spirit	NN	NN	YES
