indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
153	168	kind	NN	NN	YES
154	169	of	OO	OO	YES
155	170	methodological	JJ	JJ	YES
156	171	revolution	NN	NN	YES
157	173	A	OO	OO	YES
158	174	choices	NN	NN	YES
159	175	of	OO	OO	YES
160	176	a	OO	OO	YES
161	177	dependence	NN	NN	YES
162	178	model	NN	NN	YES
163	179	between	OO	OO	YES
164	180	different	JJ	JJ	YES
165	181	risks	NN	NN	YES
166	182	and	OO	OO	YES
167	183	of	OO	OO	YES
168	184	an	OO	OO	YES
169	185	aggregation	NN	NN	YES
170	186	methodology	NN	NN	YES
171	187	are	VB	VB	YES
172	188	both	OO	OO	YES
173	189	required	VB	JJ	NO
174	191	In	OO	OO	YES
175	192	the	OO	OO	YES
176	193	prescribed	JJ	JJ	YES
177	194	Standard	NN	NN	YES
178	195	Formula	NN	NN	YES
179	197	risks	NN	NN	YES
180	198	aggregation	NN	NN	YES
181	199	is	VB	VB	YES
182	200	done	VB	VB	YES
183	201	using	VB	VB	YES
184	202	correlation	NN	NN	YES
185	203	matrices	NN	NN	YES
186	204	that	OO	OO	YES
187	205	connect	VB	VB	YES
188	206	families	NN	NN	YES
189	207	and	OO	OO	YES
190	208	subfamilies	NN	NN	YES
191	209	of	OO	OO	YES
192	210	risks	NN	NN	YES
193	212	Recently	RB	RB	YES
194	213	the	OO	OO	YES
195	214	proof	NN	NN	YES
196	215	of	OO	OO	YES
197	216	factorization	NN	NN	YES
198	217	in	OO	OO	YES
199	218	heavy	JJ	JJ	YES
200	219	quarkonium	NN	NN	YES
201	220	production	NN	NN	YES
202	221	in	OO	OO	YES
203	222	NRQCD	NN	NN	YES
204	223	color	NN	NN	YES
205	224	octet	NN	NN	YES
206	225	mechanism	NN	NN	YES
207	226	is	VB	VB	YES
208	227	given	VB	VB	YES
209	228	at	OO	OO	YES
210	238	order	NN	NN	YES
211	240	NNLO	NN	NN	YES
212	242	in	OO	OO	YES
213	243	coupling	VB	NN	NO
214	244	constant	JJ	JJ	YES
215	245	by	OO	OO	YES
216	246	using	VB	VB	YES
217	247	diagrammatic	JJ	JJ	YES
218	248	method	NN	NN	YES
219	249	of	OO	OO	YES
220	250	QCD	NN	NN	YES
221	252	In	OO	OO	YES
222	253	this	OO	OO	YES
223	254	paper	NN	NN	YES
224	255	we	NN	NN	YES
225	256	prove	VB	VB	YES
226	257	factorization	NN	NN	YES
227	258	in	OO	OO	YES
228	259	heavy	JJ	JJ	YES
229	260	quarkonium	NN	NN	YES
230	261	production	NN	NN	YES
231	262	in	OO	OO	YES
232	263	NRQCD	NN	NN	YES
233	264	color	NN	NN	YES
234	265	octet	NN	NN	YES
235	266	mechanism	NN	NN	YES
236	267	at	OO	OO	YES
237	268	all	OO	OO	YES
238	269	order	NN	NN	YES
239	270	in	OO	OO	YES
240	271	coupling	VB	JJ	NO
241	272	constant	JJ	JJ	YES
242	273	by	OO	OO	YES
243	274	using	VB	VB	YES
244	275	path	NN	JJ	NO
245	276	integral	JJ	JJ	YES
246	277	method	NN	NN	YES
247	278	of	OO	OO	YES
248	279	QCD	NN	NN	YES
249	281	Our	JJ	JJ	YES
250	282	proof	NN	NN	YES
251	283	is	VB	VB	YES
252	284	valid	JJ	JJ	YES
253	285	to	OO	OO	YES
254	286	all	OO	OO	YES
255	287	powers	NN	NN	YES
256	288	in	OO	OO	YES
257	289	the	OO	OO	YES
258	290	heavy	JJ	JJ	YES
259	291	quark	NN	NN	YES
260	292	relative	JJ	JJ	YES
261	293	velocity	NN	NN	YES
262	295	We	NN	NN	YES
263	296	find	VB	VB	YES
264	297	that	OO	OO	YES
265	298	the	OO	OO	YES
266	299	gauge	NN	NN	YES
267	300	invariance	NN	NN	YES
268	301	and	OO	OO	YES
269	302	the	OO	OO	YES
270	303	factorization	NN	NN	YES
271	304	at	OO	OO	YES
272	305	all	OO	OO	YES
273	306	order	NN	NN	YES
274	307	in	OO	OO	YES
275	308	coupling	VB	JJ	NO
276	309	constant	JJ	JJ	YES
277	310	require	VB	VB	YES
278	317	NRQCD	NN	NN	YES
279	318	matrix	NN	NN	YES
280	319	elements	NN	NN	YES
281	320	that	OO	OO	YES
282	321	were	VB	VB	YES
283	322	introduced	VB	VB	YES
284	323	previously	RB	RB	YES
285	324	to	OO	OO	YES
286	325	prove	VB	VB	YES
287	326	factorization	NN	NN	YES
288	327	at	OO	OO	YES
289	328	NNLO	NN	NN	YES
290	330	INTRODUCTION	NN	NN	YES
291	331	In	OO	OO	YES
292	332	the	OO	OO	YES
293	333	last	JJ	JJ	YES
294	334	two	OO	OO	YES
295	335	decades	NN	NN	YES
296	337	the	OO	OO	YES
297	338	NRQCD	NN	NN	YES
298	339	color	NN	NN	YES
299	340	octet	NN	NN	YES
300	341	mechanism	NN	NN	YES
301	343	1	OO	OO	YES
302	345	for	OO	OO	YES
303	346	heavy	JJ	JJ	YES
304	347	quarkonium	NN	NN	YES
305	348	production	NN	NN	YES
306	349	has	VB	VB	YES
307	350	been	VB	VB	YES
308	351	very	RB	RB	YES
309	352	successful	JJ	JJ	YES
310	353	in	OO	OO	YES
311	354	explaining	VB	VB	YES
312	355	experimental	JJ	JJ	YES
313	356	data	NN	NN	YES
314	357	at	OO	OO	YES
315	358	high	JJ	JJ	YES
316	359	energy	NN	NN	YES
317	360	colliders	NN	NN	YES
318	361	such	JJ	JJ	YES
319	362	as	OO	OO	YES
320	363	at	OO	OO	YES
321	364	Tevatron	NN	NN	YES
322	366	2	OO	OO	YES
323	368	and	OO	OO	YES
324	369	at	OO	OO	YES
325	370	LHC	NN	NN	YES
326	372	3	OO	OO	YES
327	375	In	OO	OO	YES
328	376	its	JJ	JJ	YES
329	377	original	JJ	JJ	YES
330	378	formulation	NN	NN	YES
331	380	1	OO	OO	YES
332	382	the	OO	OO	YES
333	383	proof	NN	NN	YES
334	384	of	OO	OO	YES
335	385	factorization	NN	NN	YES
336	386	in	OO	OO	YES
337	387	heavy	JJ	JJ	YES
338	388	quarkonium	NN	NN	YES
339	389	production	NN	NN	YES
340	390	in	OO	OO	YES
341	391	NRQCD	NN	NN	YES
342	392	color	NN	NN	YES
343	393	octet	NN	NN	YES
344	394	mechanism	NN	NN	YES
345	395	was	VB	VB	YES
346	396	lacking	VB	VB	YES
347	398	The	OO	OO	YES
348	399	proof	NN	NN	YES
349	400	of	OO	OO	YES
350	401	factorization	NN	NN	YES
351	402	is	VB	VB	YES
352	403	an	OO	OO	YES
353	404	essential	JJ	JJ	YES
354	405	requirement	NN	NN	YES
355	406	to	OO	OO	YES
356	407	study	VB	VB	YES
357	408	heavy	JJ	JJ	YES
358	409	quarkonium	NN	NN	YES
359	410	production	NN	NN	YES
360	411	at	OO	OO	YES
361	412	high	JJ	JJ	YES
362	413	energy	NN	NN	YES
363	414	colliders	NN	NN	YES
364	416	Factorization	NN	NN	YES
365	417	refers	VB	VB	YES
366	418	to	OO	OO	YES
367	419	separation	NN	NN	YES
368	420	of	OO	OO	YES
369	424	effects	NN	NN	YES
370	425	from	OO	OO	YES
371	429	effects	NN	NN	YES
372	430	in	OO	OO	YES
373	431	quantum	JJ	JJ	YES
374	432	field	NN	NN	YES
375	433	theory	NN	NN	YES
376	435	We	OO	NN	NO
377	436	propose	VB	VB	YES
378	437	algorithms	NN	NN	YES
379	438	to	OO	OO	YES
380	439	approximate	VB	VB	YES
381	440	directed	VB	VB	YES
382	441	information	NN	NN	YES
383	442	graphs	NN	NN	YES
384	444	Directed	JJ	JJ	YES
385	445	information	NN	NN	YES
386	446	graphs	NN	NN	YES
387	447	are	VB	VB	YES
388	448	probabilistic	JJ	JJ	YES
389	449	graphical	JJ	JJ	YES
390	450	models	NN	NN	YES
391	451	that	OO	OO	YES
392	452	depict	VB	VB	YES
393	453	causal	JJ	JJ	YES
394	454	dependencies	NN	NN	YES
395	455	between	OO	OO	YES
396	456	stochastic	NN	JJ	NO
397	457	processes	NN	NN	YES
398	458	in	OO	OO	YES
399	459	a	OO	OO	YES
400	460	network	NN	NN	YES
401	462	The	OO	OO	YES
402	463	proposed	VB	VB	YES
403	464	algorithms	NN	NN	YES
404	465	identify	VB	VB	YES
405	466	optimal	JJ	JJ	YES
406	467	and	OO	OO	YES
407	471	approximations	NN	NN	YES
408	472	in	OO	OO	YES
409	473	terms	NN	NN	YES
410	474	of	OO	OO	YES
411	478	divergence	NN	NN	YES
412	480	The	OO	OO	YES
413	484	sparsity	NN	NN	YES
414	485	trades	NN	NN	YES
415	486	off	OO	OO	YES
416	487	the	OO	OO	YES
417	488	quality	NN	NN	YES
418	489	of	OO	OO	YES
419	490	the	OO	OO	YES
420	491	approximation	NN	NN	YES
421	492	against	OO	OO	YES
422	493	visual	JJ	JJ	YES
423	494	conciseness	NN	NN	YES
424	495	and	OO	OO	YES
425	496	computational	JJ	JJ	YES
426	497	tractability	NN	NN	YES
427	499	One	OO	OO	YES
428	500	class	NN	NN	YES
429	501	of	OO	OO	YES
430	502	approximations	NN	NN	YES
431	503	contains	VB	VB	YES
432	504	graphs	NN	NN	YES
433	505	with	OO	OO	YES
434	506	specified	VB	JJ	NO
435	511	Another	OO	OO	YES
436	512	class	NN	NN	YES
437	513	additionally	RB	RB	YES
438	514	requires	VB	VB	YES
439	515	that	OO	OO	YES
440	516	the	OO	OO	YES
441	517	graph	NN	NN	YES
442	518	is	VB	VB	YES
443	519	connected	VB	VB	YES
444	521	For	OO	OO	YES
445	522	both	OO	OO	YES
446	523	classes	NN	NN	YES
447	525	we	NN	NN	YES
448	526	propose	VB	VB	YES
449	527	algorithms	NN	NN	YES
450	528	to	OO	OO	YES
451	529	identify	VB	VB	YES
452	530	the	OO	OO	YES
453	531	optimal	JJ	JJ	YES
454	532	approximations	NN	NN	YES
455	533	and	OO	OO	YES
456	534	also	RB	RB	YES
457	538	approximations	NN	NN	YES
458	540	using	VB	VB	YES
459	541	a	OO	OO	YES
460	542	novel	JJ	JJ	YES
461	543	relaxation	NN	NN	YES
462	544	of	OO	OO	YES
463	545	submodularity	NN	NN	YES
464	547	We	NN	NN	YES
465	548	also	RB	RB	YES
466	549	propose	VB	VB	YES
467	550	algorithms	NN	NN	YES
468	551	to	OO	OO	YES
469	552	identify	VB	VB	YES
470	553	the	OO	OO	YES
471	557	approximations	NN	NN	YES
472	558	among	OO	OO	YES
473	559	these	OO	OO	YES
474	560	classes	NN	NN	YES
475	562	enabling	VB	VB	YES
476	563	robust	JJ	JJ	YES
477	564	decision	NN	NN	YES
478	565	making	NN	NN	YES
479	567	Keywords	NN	NN	YES
480	569	probabilistic	JJ	JJ	YES
481	570	graphical	JJ	JJ	YES
482	571	models	NN	NN	YES
483	573	network	NN	NN	YES
484	574	inference	NN	NN	YES
485	576	causality	NN	NN	YES
486	578	submodularity	NN	NN	YES
487	580	approximation	NN	NN	YES
488	581	algorithms	NN	NN	YES
489	582	1	OO	OO	YES
490	584	Introduction	NN	NN	YES
491	585	Many	JJ	JJ	YES
492	586	fields	NN	NN	YES
493	587	of	OO	OO	YES
494	588	the	OO	OO	YES
495	589	sciences	NN	NN	YES
496	590	and	OO	OO	YES
497	591	engineering	NN	NN	YES
498	592	require	VB	VB	YES
499	593	analysis	NN	NN	YES
500	595	modeling	NN	NN	YES
501	597	and	OO	OO	YES
502	598	decision	NN	NN	YES
503	599	making	NN	NN	YES
504	600	using	VB	VB	YES
505	601	networks	NN	NN	YES
506	603	typically	RB	RB	YES
507	604	represented	VB	VB	YES
508	605	by	OO	OO	YES
509	606	graphs	NN	NN	YES
510	608	Social	JJ	JJ	YES
511	609	networks	NN	NN	YES
512	611	financial	JJ	JJ	YES
513	612	networks	NN	NN	YES
514	614	and	OO	OO	YES
515	615	biological	JJ	JJ	YES
516	616	networks	NN	NN	YES
517	617	are	VB	VB	YES
518	618	a	OO	OO	YES
519	619	few	JJ	JJ	YES
520	620	categories	NN	NN	YES
521	621	that	OO	OO	YES
522	622	are	VB	VB	YES
523	623	relevant	JJ	JJ	YES
524	624	not	RB	RB	YES
525	625	only	RB	RB	YES
526	626	academically	RB	RB	YES
527	627	but	OO	OO	YES
528	628	also	RB	RB	YES
529	629	in	OO	OO	YES
530	630	daily	JJ	JJ	YES
531	631	life	NN	NN	YES
532	633	A	OO	OO	YES
533	634	major	JJ	JJ	YES
534	635	challenge	NN	NN	YES
535	636	for	OO	OO	YES
536	637	studying	VB	VB	YES
537	638	networks	NN	NN	YES
538	639	is	VB	VB	YES
539	640	identifying	VB	VB	YES
540	641	a	OO	OO	YES
541	642	concise	JJ	JJ	YES
542	643	topology	NN	NN	YES
543	645	such	JJ	JJ	YES
544	646	as	OO	OO	YES
545	647	who	NN	NN	YES
546	648	strongly	RB	RB	YES
547	649	influences	VB	VB	YES
548	650	whom	NN	NN	YES
549	651	in	OO	OO	YES
550	652	a	OO	OO	YES
551	653	social	JJ	JJ	YES
552	654	network	NN	NN	YES
553	656	Real	JJ	JJ	YES
554	657	world	NN	NN	YES
555	658	networks	NN	NN	YES
556	659	are	VB	VB	YES
557	660	often	RB	RB	YES
558	661	large	JJ	JJ	YES
559	662	there	OO	OO	YES
560	663	are	VB	VB	YES
561	664	tens	NN	NN	YES
562	665	of	OO	OO	YES
563	666	thousands	NN	NN	YES
564	667	of	OO	OO	YES
565	668	human	JJ	JJ	YES
566	669	genes	NN	NN	YES
567	670	and	OO	OO	YES
568	671	trillions	NN	NN	YES
569	672	of	OO	OO	YES
570	673	connections	NN	NN	YES
571	674	in	OO	OO	YES
572	675	the	OO	OO	YES
573	676	human	JJ	JJ	YES
574	677	brain	NN	NN	YES
575	679	Based	VB	VB	YES
576	680	on	OO	OO	YES
577	681	the	OO	OO	YES
578	682	concept	NN	NN	YES
579	683	of	OO	OO	YES
580	684	DNA	NN	NN	YES
581	685	strand	NN	NN	YES
582	686	displacement	NN	NN	YES
583	687	and	OO	OO	YES
584	688	DNA	NN	NN	YES
585	689	strand	NN	NN	YES
586	690	algebra	NN	NN	YES
587	691	we	NN	NN	YES
588	692	have	VB	VB	YES
589	693	developed	VB	VB	YES
590	694	a	OO	OO	YES
591	695	method	NN	NN	YES
592	696	for	OO	OO	YES
593	697	logical	JJ	JJ	YES
594	698	inference	NN	NN	YES
595	699	which	OO	OO	YES
596	700	is	VB	VB	YES
597	701	not	RB	RB	YES
598	702	based	VB	VB	YES
599	703	on	OO	OO	YES
600	704	silicon	NN	NN	YES
601	705	based	VB	VB	YES
602	706	computing	NN	NN	YES
603	708	Essentially	RB	RB	YES
604	710	it	NN	NN	YES
605	711	is	VB	VB	YES
606	712	a	OO	OO	YES
607	713	paradigm	NN	NN	YES
608	714	shift	NN	NN	YES
609	715	from	OO	OO	YES
610	716	silicon	NN	NN	YES
611	717	to	OO	OO	YES
612	718	carbon	NN	NN	YES
613	720	In	OO	OO	YES
614	721	this	OO	OO	YES
615	722	paper	NN	NN	YES
616	723	we	NN	NN	YES
617	724	have	VB	VB	YES
618	725	considered	VB	VB	YES
619	726	the	OO	OO	YES
620	727	inference	NN	NN	YES
621	728	mechanism	NN	NN	YES
622	730	viz	NN	NN	YES
623	732	modus	NN	NN	YES
624	733	ponens	NN	NN	YES
625	735	to	OO	OO	YES
626	736	draw	VB	VB	YES
627	737	conclusion	NN	NN	YES
628	738	from	OO	OO	YES
629	739	any	OO	OO	YES
630	740	observed	JJ	JJ	YES
631	741	fact	NN	NN	YES
632	743	Thus	RB	RB	YES
633	745	the	OO	OO	YES
634	746	present	JJ	JJ	YES
635	747	approach	NN	NN	YES
636	748	to	OO	OO	YES
637	749	logical	JJ	JJ	YES
638	750	inference	NN	NN	YES
639	751	based	VB	VB	YES
640	752	on	OO	OO	YES
641	753	DNA	NN	NN	YES
642	754	strand	NN	NN	YES
643	755	algebra	NN	NN	YES
644	756	is	VB	VB	YES
645	757	basically	RB	RB	YES
646	758	an	OO	OO	YES
647	759	attempt	NN	NN	YES
648	760	to	OO	OO	YES
649	761	develop	VB	VB	YES
650	762	expert	NN	JJ	NO
651	763	system	NN	NN	YES
652	764	design	NN	NN	YES
653	765	in	OO	OO	YES
654	766	the	OO	OO	YES
655	767	domain	NN	NN	YES
656	768	of	OO	OO	YES
657	769	DNA	NN	NN	YES
658	770	computing	NN	NN	YES
659	772	We	NN	NN	YES
660	773	have	VB	VB	YES
661	774	illustrated	VB	VB	YES
662	775	our	JJ	JJ	YES
663	776	methodology	NN	NN	YES
664	777	with	OO	OO	YES
665	778	respect	NN	NN	YES
666	779	to	OO	OO	YES
667	780	worked	VB	VB	YES
668	781	out	OO	OO	YES
669	782	example	NN	NN	YES
670	784	Our	JJ	JJ	YES
671	785	methodology	NN	NN	YES
672	786	is	VB	VB	YES
673	787	very	RB	RB	YES
674	788	flexible	JJ	JJ	YES
675	789	for	OO	OO	YES
676	790	implementation	NN	NN	YES
677	791	of	OO	OO	YES
678	792	different	JJ	JJ	YES
679	793	expert	NN	NN	YES
680	794	system	NN	NN	YES
681	795	applications	NN	NN	YES
682	797	Keywords	NN	NN	YES
683	799	logical	JJ	JJ	YES
684	800	inference	NN	NN	YES
685	802	DNA	NN	NN	YES
686	803	strand	NN	NN	YES
687	804	algebra	NN	NN	YES
688	806	DNA	NN	NN	YES
689	807	gate	NN	NN	YES
690	809	DNA	NN	NN	YES
691	810	signal	NN	NN	YES
692	812	process	NN	NN	YES
693	813	algebra	NN	NN	YES
694	815	DNA	NN	NN	YES
695	816	computing	NN	NN	YES
696	818	modus	NN	NN	YES
697	819	ponens	NN	NN	YES
698	821	strand	NN	NN	YES
699	822	displacement	NN	NN	YES
700	824	molecular	JJ	JJ	YES
701	825	computing	NN	NN	YES
702	827	expert	JJ	JJ	YES
703	828	system	NN	NN	YES
704	829	approach	NN	NN	YES
705	831	1	OO	OO	YES
706	833	Introduction	VB	NN	NO
707	834	Conventional	JJ	JJ	YES
708	835	silicon	NN	NN	YES
709	836	based	VB	VB	YES
710	837	computing	NN	NN	YES
711	838	has	VB	VB	YES
712	839	been	VB	VB	YES
713	840	successful	JJ	JJ	YES
714	841	over	OO	OO	YES
715	842	the	OO	OO	YES
716	843	past	JJ	JJ	YES
717	844	several	JJ	JJ	YES
718	845	decades	NN	NN	YES
719	847	It	NN	NN	YES
720	848	is	VB	VB	YES
721	849	fast	JJ	JJ	YES
722	851	flexible	JJ	JJ	YES
723	853	and	OO	OO	YES
724	854	well	RB	RB	YES
725	855	understood	VB	JJ	NO
726	857	But	OO	OO	YES
727	858	it	NN	NN	YES
728	859	has	VB	VB	YES
729	860	reached	VB	VB	YES
730	861	its	JJ	JJ	YES
731	862	limitations	NN	NN	YES
732	863	of	OO	OO	YES
733	864	design	NN	NN	YES
734	865	complexity	NN	NN	YES
735	867	processing	NN	NN	YES
736	868	power	NN	NN	YES
737	870	memory	NN	NN	YES
738	872	energy	NN	NN	YES
739	873	consumption	NN	NN	YES
740	875	density	NN	NN	YES
741	876	and	OO	OO	YES
742	877	heat	NN	NN	YES
743	878	dissipation	NN	NN	YES
744	880	Alternatives	NN	NN	YES
745	881	to	OO	OO	YES
746	882	these	OO	OO	YES
747	883	traditional	JJ	JJ	YES
748	884	methods	NN	NN	YES
749	885	of	OO	OO	YES
750	886	building	VB	NN	NO
751	887	computers	NN	NN	YES
752	888	have	VB	VB	YES
753	889	been	VB	VB	YES
754	890	proposed	VB	VB	YES
755	891	and	OO	OO	YES
756	892	in	OO	OO	YES
757	893	recent	JJ	JJ	YES
758	894	past	OO	NN	NO
759	895	molecular	JJ	JJ	YES
760	896	computing	NN	NN	YES
761	897	has	VB	VB	YES
762	898	gained	VB	VB	YES
763	899	considerable	JJ	JJ	YES
764	900	attention	NN	NN	YES
765	901	for	OO	OO	YES
766	905	based	VB	VB	YES
767	906	computing	NN	NN	YES
768	907	which	OO	OO	YES
769	908	can	VB	VB	YES
770	909	overcome	VB	VB	YES
771	910	conventional	JJ	JJ	YES
772	911	computation	NN	NN	YES
773	912	problems	NN	NN	YES
774	914	The	OO	OO	YES
775	918	base	NN	NN	YES
776	919	pairing	NN	NN	YES
777	920	makes	VB	VB	YES
778	921	DNA	NN	NN	YES
779	922	a	OO	OO	YES
780	923	powerful	JJ	JJ	YES
781	924	tool	NN	NN	YES
782	925	for	OO	OO	YES
783	926	engineering	NN	NN	YES
784	927	at	OO	OO	YES
785	932	Trip	JJ	NN	NO
786	933	distribution	NN	NN	YES
787	934	laws	NN	NN	YES
788	935	are	VB	VB	YES
789	936	basic	JJ	JJ	YES
790	937	for	OO	OO	YES
791	938	the	OO	OO	YES
792	939	travel	NN	NN	YES
793	940	demand	NN	NN	YES
794	941	characterization	NN	NN	YES
795	942	needed	VB	VB	YES
796	943	in	OO	OO	YES
797	944	transport	NN	NN	YES
798	945	and	OO	OO	YES
799	946	urban	JJ	JJ	YES
800	947	planning	NN	NN	YES
801	949	Several	JJ	JJ	YES
802	950	approaches	NN	NN	YES
803	951	have	VB	VB	YES
804	952	been	VB	VB	YES
805	953	considered	VB	VB	YES
806	954	in	OO	OO	YES
807	955	the	OO	OO	YES
808	956	last	JJ	JJ	YES
809	957	years	NN	NN	YES
810	959	One	OO	OO	YES
811	960	of	OO	OO	YES
812	961	them	NN	NN	YES
813	962	is	VB	VB	YES
814	963	the	OO	OO	YES
815	967	gravity	NN	NN	YES
816	968	law	NN	NN	YES
817	970	in	OO	OO	YES
818	971	which	OO	OO	YES
819	972	the	OO	OO	YES
820	973	number	NN	NN	YES
821	974	of	OO	OO	YES
822	975	trips	NN	NN	YES
823	976	is	VB	VB	YES
824	977	assumed	VB	VB	YES
825	978	to	OO	OO	YES
826	979	be	VB	VB	YES
827	980	related	VB	VB	YES
828	981	to	OO	OO	YES
829	982	the	OO	OO	YES
830	983	population	NN	NN	YES
831	984	at	OO	OO	YES
832	985	origin	NN	NN	YES
833	986	and	OO	OO	YES
834	987	destination	NN	NN	YES
835	988	and	OO	OO	YES
836	989	to	OO	OO	YES
837	990	decrease	VB	VB	YES
838	991	with	OO	OO	YES
839	992	the	OO	OO	YES
840	993	distance	NN	NN	YES
841	995	The	OO	OO	YES
842	996	mathematical	JJ	JJ	YES
843	997	expression	NN	NN	YES
844	998	of	OO	OO	YES
845	999	this	OO	OO	YES
846	1000	law	NN	NN	YES
847	1001	resembles	VB	VB	YES
848	1002	Newton	NN	??	NO
849	1004	law	NN	NN	YES
850	1005	of	OO	OO	YES
851	1006	gravity	NN	NN	YES
852	1008	which	OO	OO	YES
853	1009	explains	VB	VB	YES
854	1010	its	JJ	JJ	YES
855	1011	name	NN	NN	YES
856	1013	Another	OO	OO	YES
857	1014	popular	JJ	JJ	YES
858	1015	approach	NN	NN	YES
859	1016	is	VB	VB	YES
860	1017	inspired	VB	VB	YES
861	1018	by	OO	OO	YES
862	1019	the	OO	OO	YES
863	1020	theory	NN	NN	YES
864	1021	of	OO	OO	YES
865	1022	intervening	VB	JJ	NO
866	1023	opportunities	NN	NN	YES
