indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
230	272	widow	NN	NN	YES
231	273	to	OO	OO	YES
232	274	let	VB	VB	YES
233	275	me	NN	NN	YES
234	277	But	OO	OO	YES
235	278	she	NN	NN	YES
236	279	would	VB	VB	YES
237	280	nt	RB	RB	YES
238	282	She	NN	NN	YES
239	283	said	VB	VB	YES
240	284	it	NN	NN	YES
241	285	was	VB	VB	YES
242	286	a	OO	OO	YES
243	287	mean	JJ	JJ	YES
244	288	practice	NN	NN	YES
245	289	and	OO	OO	YES
246	290	was	VB	VB	YES
247	291	nt	RB	RB	YES
248	292	clean	JJ	JJ	YES
249	294	and	OO	OO	YES
250	295	I	NN	NN	YES
251	296	must	VB	VB	YES
252	297	try	VB	VB	YES
253	298	to	OO	OO	YES
254	299	not	RB	RB	YES
255	300	do	VB	VB	YES
256	301	it	NN	NN	YES
257	302	any	OO	OO	YES
258	303	more	RB	RB	YES
259	305	That	OO	OO	YES
260	306	is	VB	VB	YES
261	307	just	RB	RB	YES
262	308	the	OO	OO	YES
263	309	way	NN	NN	YES
264	310	with	OO	OO	YES
265	311	some	OO	OO	YES
266	312	people	NN	NN	YES
267	314	They	NN	NN	YES
268	315	get	VB	VB	YES
269	316	down	RB	OO	NO
270	317	on	OO	OO	YES
271	318	a	OO	OO	YES
272	319	thing	NN	NN	YES
273	320	when	RB	RB	YES
274	321	they	NN	NN	YES
275	322	do	VB	VB	YES
276	323	nt	RB	RB	YES
277	324	know	VB	VB	YES
278	325	nothing	NN	NN	YES
279	326	about	OO	OO	YES
280	327	it	NN	NN	YES
281	329	Here	RB	RB	YES
282	330	she	NN	NN	YES
283	331	was	VB	VB	YES
284	332	abothering	VB	VB	YES
285	333	about	OO	OO	YES
286	334	Moses	NN	NN	YES
287	336	which	OO	OO	YES
288	337	was	VB	VB	YES
289	338	no	OO	OO	YES
290	339	kin	NN	NN	YES
291	340	to	OO	OO	YES
292	341	her	NN	NN	YES
293	343	and	OO	OO	YES
294	344	no	OO	OO	YES
295	345	use	NN	NN	YES
296	346	to	OO	OO	YES
297	347	anybody	NN	NN	YES
298	349	being	VB	VB	YES
299	350	gone	VB	VB	YES
300	352	you	NN	NN	YES
301	353	see	VB	VB	YES
302	355	yet	RB	RB	YES
303	356	finding	VB	VB	YES
304	357	a	OO	OO	YES
305	358	power	NN	NN	YES
306	359	of	OO	OO	YES
307	360	fault	NN	NN	YES
308	361	with	OO	OO	YES
309	362	me	NN	NN	YES
310	363	for	OO	OO	YES
311	364	doing	VB	VB	YES
312	365	a	OO	OO	YES
313	366	thing	NN	NN	YES
314	367	that	OO	OO	YES
315	368	had	VB	VB	YES
316	369	some	OO	OO	YES
317	370	good	JJ	JJ	YES
318	371	in	OO	OO	YES
319	372	it	NN	NN	YES
320	374	And	OO	OO	YES
321	375	she	NN	NN	YES
322	376	took	VB	VB	YES
323	377	snuff	NN	NN	YES
324	379	too	RB	RB	YES
325	381	of	OO	OO	YES
326	382	course	NN	NN	YES
327	383	that	OO	OO	YES
328	384	was	VB	VB	YES
329	385	all	OO	JJ	NO
330	386	right	JJ	JJ	YES
331	388	because	OO	OO	YES
332	389	she	NN	NN	YES
333	390	done	VB	VB	YES
334	391	it	NN	NN	YES
335	392	herself	NN	NN	YES
336	394	Her	JJ	JJ	YES
337	395	sister	NN	NN	YES
338	397	Miss	NN	NN	YES
339	398	Watson	NN	NN	YES
340	400	a	OO	OO	YES
341	401	tolerable	JJ	JJ	YES
342	402	slim	JJ	JJ	YES
343	403	old	JJ	JJ	YES
344	404	maid	NN	NN	YES
345	406	with	OO	OO	YES
346	407	goggles	NN	NN	YES
347	408	on	OO	OO	YES
348	410	had	VB	VB	YES
349	411	just	RB	RB	YES
350	412	come	VB	VB	YES
351	413	to	OO	OO	YES
352	414	live	VB	VB	YES
353	415	with	OO	OO	YES
354	416	her	NN	NN	YES
355	418	and	OO	OO	YES
356	419	took	VB	VB	YES
357	420	a	OO	OO	YES
358	421	set	NN	NN	YES
359	422	at	OO	OO	YES
360	423	me	NN	NN	YES
361	424	now	RB	RB	YES
362	425	with	OO	OO	YES
363	426	a	OO	OO	YES
364	429	She	NN	NN	YES
365	430	worked	VB	VB	YES
366	431	me	NN	NN	YES
367	432	middling	VB	VB	YES
368	433	hard	JJ	JJ	YES
369	434	for	OO	OO	YES
370	435	about	OO	OO	YES
371	436	an	OO	OO	YES
372	437	hour	NN	NN	YES
373	439	and	OO	OO	YES
374	440	then	RB	RB	YES
375	441	the	OO	OO	YES
376	442	widow	NN	NN	YES
377	443	made	VB	VB	YES
378	444	her	JJ	JJ	YES
379	445	ease	NN	NN	YES
380	446	up	RB	OO	NO
381	448	I	NN	NN	YES
382	449	could	VB	VB	YES
383	450	nt	RB	RB	YES
384	451	stood	VB	VB	YES
385	452	it	NN	NN	YES
386	453	much	RB	RB	YES
387	454	longer	RB	RB	YES
388	456	Then	RB	RB	YES
389	457	for	OO	OO	YES
390	458	an	OO	OO	YES
391	459	hour	NN	NN	YES
392	460	it	NN	NN	YES
393	461	was	VB	VB	YES
394	462	deadly	JJ	JJ	YES
395	463	dull	JJ	JJ	YES
396	465	and	OO	OO	YES
397	466	I	NN	NN	YES
398	467	was	VB	VB	YES
399	468	fidgety	NN	NN	YES
400	470	Miss	NN	NN	YES
401	471	Watson	NN	NN	YES
402	472	would	VB	VB	YES
403	473	say	VB	VB	YES
404	476	Do	VB	VB	YES
405	477	nt	RB	RB	YES
406	478	put	VB	VB	YES
407	479	your	JJ	JJ	YES
408	480	feet	NN	NN	YES
409	481	up	OO	OO	YES
410	482	there	RB	RB	YES
411	484	Huckleberry	NN	NN	YES
412	487	and	OO	OO	YES
413	489	Do	VB	VB	YES
414	490	nt	RB	RB	YES
415	491	scrunch	VB	VB	YES
416	492	up	OO	OO	YES
417	493	like	OO	OO	YES
418	494	that	OO	OO	YES
419	497	up	RB	OO	NO
420	498	straight	RB	RB	YES
421	501	and	OO	OO	YES
422	502	pretty	RB	RB	YES
423	503	soon	RB	RB	YES
424	504	she	NN	NN	YES
425	505	would	VB	VB	YES
426	506	say	VB	VB	YES
427	509	Do	VB	VB	YES
428	510	nt	RB	RB	YES
429	511	gap	NN	VB	NO
430	512	and	OO	OO	YES
431	513	stretch	VB	VB	YES
432	514	like	OO	OO	YES
433	515	that	OO	OO	YES
434	518	do	VB	VB	YES
435	519	nt	RB	RB	YES
436	520	you	NN	NN	YES
437	521	try	VB	VB	YES
438	522	to	OO	OO	YES
439	523	behave	VB	VB	YES
440	526	Brahinsky	NN	NN	YES
441	527	said	VB	VB	YES
442	528	that	OO	OO	YES
443	529	the	OO	OO	YES
444	530	University	NN	NN	YES
445	531	of	OO	OO	YES
446	532	California	NN	NN	YES
447	533	has	VB	VB	YES
448	535	made	VB	VB	YES
449	536	a	OO	OO	YES
450	537	priority	NN	NN	YES
451	538	out	OO	OO	YES
452	539	of	OO	OO	YES
453	540	administrative	JJ	JJ	YES
454	541	spending	NN	NN	YES
455	544	noting	VB	VB	YES
456	545	that	OO	OO	YES
457	546	it	NN	NN	YES
458	547	has	VB	VB	YES
459	548	increased	VB	VB	YES
460	549	by	OO	OO	YES
461	550	over	OO	OO	YES
462	551	250	OO	OO	YES
463	553	in	OO	OO	YES
464	554	the	OO	OO	YES
465	555	last	JJ	JJ	YES
466	556	20	OO	OO	YES
467	557	years	NN	NN	YES
468	559	The	OO	OO	YES
469	560	growth	NN	NN	YES
470	561	of	OO	OO	YES
471	562	faculty	NN	NN	YES
472	563	spending	NN	NN	YES
473	564	over	OO	OO	YES
474	565	the	OO	OO	YES
475	566	same	JJ	JJ	YES
476	567	time	NN	NN	YES
477	568	period	NN	NN	YES
478	569	has	VB	VB	YES
479	570	only	RB	RB	YES
480	571	increased	VB	VB	YES
481	572	by	OO	OO	YES
482	573	50	OO	OO	YES
483	576	he	NN	NN	YES
484	577	said	VB	VB	YES
485	579	adding	VB	VB	YES
486	580	that	OO	OO	YES
487	581	20	OO	OO	YES
488	582	years	NN	NN	YES
489	583	ago	OO	RB	NO
490	584	there	OO	OO	YES
491	585	were	VB	VB	YES
492	586	five	OO	OO	YES
493	587	faculty	NN	NN	YES
494	588	members	NN	NN	YES
495	589	for	OO	OO	YES
496	590	every	OO	OO	YES
497	591	two	OO	OO	YES
498	592	administrators	NN	NN	YES
499	594	but	OO	OO	YES
500	595	the	OO	OO	YES
501	596	figure	NN	NN	YES
502	597	has	VB	VB	YES
503	598	shifted	VB	VB	YES
504	599	dramatically	RB	RB	YES
505	601	and	OO	OO	YES
506	602	presently	RB	RB	YES
507	603	there	OO	OO	YES
508	604	are	VB	VB	YES
509	605	only	RB	RB	YES
510	606	five	OO	OO	YES
511	607	faculty	NN	NN	YES
512	608	members	NN	NN	YES
513	609	for	OO	OO	YES
514	610	every	OO	OO	YES
515	611	six	OO	OO	YES
516	612	administrators	NN	NN	YES
517	614	on	OO	OO	YES
518	615	average	NN	NN	YES
519	618	The	OO	OO	YES
520	619	administration	NN	NN	YES
521	620	is	VB	VB	YES
522	621	growing	VB	VB	YES
523	622	and	OO	OO	YES
524	623	has	VB	VB	YES
525	624	surpassed	VB	VB	YES
526	625	the	OO	OO	YES
527	626	faculty	NN	NN	YES
528	629	he	NN	NN	YES
529	630	said	VB	VB	YES
530	633	The	OO	OO	YES
531	634	priorities	NN	NN	YES
532	635	of	OO	OO	YES
533	636	the	OO	OO	YES
534	637	UC	NN	NN	YES
535	638	are	VB	VB	YES
536	639	something	NN	NN	YES
537	640	that	OO	OO	YES
538	641	ought	VB	VB	YES
539	642	to	OO	OO	YES
540	643	be	VB	VB	YES
541	644	democratic	JJ	JJ	YES
542	647	Brahinsky	NN	NN	YES
543	648	said	VB	VB	YES
544	651	We	NN	NN	YES
545	652	can	VB	VB	YES
546	653	have	VB	VB	YES
547	654	a	OO	OO	YES
548	655	say	NN	NN	YES
549	656	in	OO	OO	YES
550	657	that	OO	OO	YES
551	659	and	OO	OO	YES
552	660	so	RB	RB	YES
553	661	we	NN	NN	YES
554	662	should	VB	VB	YES
555	665	To	OO	OO	YES
556	666	learn	VB	VB	YES
557	667	more	JJ	JJ	YES
558	668	about	OO	OO	YES
559	669	the	OO	OO	YES
560	670	University	NN	NN	YES
561	671	of	OO	OO	YES
562	672	California	NN	NN	YES
563	673	s	OO	OO	YES
564	674	budget	NN	NN	YES
565	676	Brahinsky	NN	NN	YES
566	677	recommended	VB	VB	YES
567	678	attendance	NN	NN	YES
568	679	at	OO	OO	YES
569	680	a	OO	OO	YES
570	681	workshop	NN	NN	YES
571	682	to	OO	OO	YES
572	683	be	VB	VB	YES
573	684	held	VB	VB	YES
574	685	by	OO	OO	YES
575	686	Autonomous	NN	NN	YES
576	687	Students	NN	NN	YES
577	688	UCSC	NN	NN	YES
578	690	a	OO	OO	YES
579	691	student	NN	NN	YES
580	692	organization	NN	NN	YES
581	693	that	OO	OO	YES
582	694	was	VB	VB	YES
583	695	tabling	VB	VB	YES
584	696	at	OO	OO	YES
585	697	the	OO	OO	YES
586	698	picnic	NN	NN	YES
587	700	AFT	NN	NN	YES
588	701	Local	JJ	JJ	YES
589	702	2199	OO	OO	YES
590	703	President	NN	NN	YES
591	704	Roxi	NN	NN	YES
592	705	Power	NN	NN	YES
593	706	also	RB	RB	YES
594	707	spoke	VB	VB	YES
595	708	at	OO	OO	YES
596	709	the	OO	OO	YES
597	711	rally	NN	NN	YES
598	713	as	OO	OO	YES
599	714	did	VB	VB	YES
600	715	Mike	NN	NN	YES
601	716	Rotkin	NN	NN	YES
602	718	AFT	NN	NN	YES
603	719	s	OO	OO	YES
604	720	longest	JJ	JJ	YES
605	721	running	VB	VB	YES
606	722	President	NN	NN	YES
607	723	at	OO	OO	YES
608	724	UC	NN	NN	YES
609	725	Santa	NN	NN	YES
610	726	Cruz	NN	NN	YES
611	728	After	OO	OO	YES
612	729	the	OO	OO	YES
613	730	speakers	NN	NN	YES
614	731	were	VB	VB	YES
615	732	heard	VB	VB	YES
616	734	a	OO	OO	YES
617	735	street	NN	NN	YES
618	736	theater	NN	NN	YES
619	737	segment	NN	NN	YES
620	738	was	VB	VB	YES
621	739	performed	VB	VB	YES
622	740	with	OO	OO	YES
623	741	UC	NN	NN	YES
624	742	administrators	NN	NN	YES
625	743	portrayed	VB	VB	YES
626	744	as	OO	OO	YES
627	746	wearing	VB	VB	YES
628	747	characters	NN	NN	YES
629	748	from	OO	OO	YES
630	749	the	OO	OO	YES
631	750	Monopoly	NN	NN	YES
632	751	board	NN	NN	YES
633	752	game	NN	NN	YES
634	754	Many	JJ	JJ	YES
635	755	participants	NN	NN	YES
636	756	were	VB	VB	YES
637	757	dressed	VB	VB	YES
638	758	in	OO	OO	YES
639	759	graduation	NN	NN	YES
640	760	gowns	NN	NN	YES
641	762	and	OO	OO	YES
642	763	union	NN	NN	YES
643	764	members	NN	NN	YES
644	765	distributed	VB	VB	YES
645	766	the	OO	OO	YES
646	767	lyrics	NN	NN	YES
647	768	to	OO	OO	YES
648	769	a	OO	OO	YES
649	770	variety	NN	NN	YES
650	771	of	OO	OO	YES
651	772	songs	NN	NN	YES
652	773	to	OO	OO	YES
653	774	those	OO	OO	YES
654	775	in	OO	OO	YES
655	776	attendance	NN	NN	YES
656	777	so	OO	OO	YES
657	778	that	OO	OO	YES
658	779	the	OO	OO	YES
659	780	group	NN	NN	YES
660	781	could	VB	VB	YES
661	782	serve	VB	VB	YES
662	783	as	OO	OO	YES
663	784	the	OO	OO	YES
664	785	musical	JJ	JJ	YES
665	786	chorus	NN	NN	YES
666	787	in	OO	OO	YES
667	788	the	OO	OO	YES
668	789	skit	NN	NN	YES
669	791	Another	JJ	JJ	YES
670	792	popular	JJ	JJ	YES
671	793	approach	NN	NN	YES
672	794	is	VB	VB	YES
673	795	inspired	VB	VB	YES
674	796	by	OO	OO	YES
675	797	the	OO	OO	YES
676	798	theory	NN	NN	YES
677	799	of	OO	OO	YES
678	800	intervening	JJ	VB	NO
679	801	opportunities	NN	NN	YES
680	802	and	OO	OO	YES
681	803	it	NN	NN	YES
682	804	has	VB	VB	YES
683	805	been	VB	VB	YES
684	806	concreted	VB	VB	YES
685	807	into	OO	OO	YES
686	808	the	OO	OO	YES
687	810	radiation	NN	NN	YES
688	811	models	NN	NN	YES
689	813	Individuals	NN	NN	YES
690	814	are	VB	VB	YES
691	815	supposed	VB	VB	YES
692	816	to	OO	OO	YES
693	817	travel	VB	VB	YES
694	818	until	OO	OO	YES
695	819	they	NN	NN	YES
696	820	find	VB	VB	YES
697	821	a	OO	OO	YES
698	822	job	NN	NN	YES
699	823	opportunity	NN	NN	YES
700	825	so	OO	OO	YES
701	826	the	OO	OO	YES
702	827	population	NN	NN	YES
703	828	and	OO	OO	YES
704	829	jobs	NN	NN	YES
705	830	spatial	JJ	JJ	YES
706	831	distributions	NN	NN	YES
707	832	naturally	RB	RB	YES
708	833	lead	VB	VB	YES
709	834	to	OO	OO	YES
710	835	a	OO	OO	YES
711	836	trip	NN	NN	YES
712	837	flow	NN	NN	YES
713	838	network	NN	NN	YES
714	840	In	OO	OO	YES
715	841	this	OO	OO	YES
716	842	paper	NN	NN	YES
717	844	we	NN	NN	YES
718	845	perform	VB	VB	YES
719	846	a	OO	OO	YES
720	847	thorough	JJ	JJ	YES
721	848	comparison	NN	NN	YES
722	849	between	OO	OO	YES
723	850	the	OO	OO	YES
724	851	gravity	NN	NN	YES
725	852	and	OO	OO	YES
726	853	the	OO	OO	YES
727	854	radiation	NN	NN	YES
728	855	approaches	NN	NN	YES
729	856	in	OO	OO	YES
730	857	their	JJ	JJ	YES
731	858	ability	NN	NN	YES
732	859	at	OO	OO	YES
733	860	estimating	VB	VB	YES
734	861	commuting	JJ	VB	NO
735	862	flows	NN	NN	YES
736	864	We	NN	NN	YES
737	865	test	VB	VB	YES
738	866	the	OO	OO	YES
739	867	gravity	NN	NN	YES
740	868	and	OO	OO	YES
741	869	the	OO	OO	YES
742	870	radiation	NN	NN	YES
743	871	laws	NN	NN	YES
744	872	against	OO	OO	YES
745	873	empirical	JJ	JJ	YES
746	874	trip	NN	NN	YES
747	875	data	NN	NN	YES
748	876	at	OO	OO	YES
749	877	different	JJ	JJ	YES
750	878	scales	NN	NN	YES
751	879	and	OO	OO	YES
752	880	coming	VB	VB	YES
753	881	from	OO	OO	YES
754	882	different	JJ	JJ	YES
755	883	countries	NN	NN	YES
756	885	Different	JJ	JJ	YES
757	886	versions	NN	NN	YES
758	887	of	OO	OO	YES
759	888	the	OO	OO	YES
760	889	gravity	NN	NN	YES
761	890	and	OO	OO	YES
762	891	the	OO	OO	YES
763	892	radiation	NN	NN	YES
764	893	laws	NN	NN	YES
765	894	are	VB	VB	YES
766	895	used	VB	VB	YES
767	896	to	OO	OO	YES
768	897	estimate	VB	VB	YES
769	898	the	OO	OO	YES
770	899	probability	NN	NN	YES
771	900	that	OO	OO	YES
772	901	an	OO	OO	YES
773	902	individual	NN	NN	YES
774	903	has	VB	VB	YES
775	904	to	OO	OO	YES
776	905	commute	NN	VB	NO
777	906	from	OO	OO	YES
778	907	one	NN	OO	NO
779	908	unit	NN	NN	YES
780	909	to	OO	OO	YES
781	910	another	OO	OO	YES
782	912	called	VB	VB	YES
783	913	trip	NN	NN	YES
784	914	distribution	NN	NN	YES
785	915	law	NN	NN	YES
786	917	Based	VB	VB	YES
787	918	on	OO	OO	YES
788	919	these	OO	OO	YES
789	920	probability	NN	NN	YES
790	921	distribution	NN	NN	YES
791	922	the	OO	OO	YES
792	923	commuting	NN	NN	YES
793	924	networks	NN	NN	YES
794	925	are	VB	VB	YES
795	926	simulated	VB	VB	YES
796	927	with	OO	OO	YES
797	928	different	JJ	JJ	YES
798	929	trip	NN	NN	YES
799	930	distribution	NN	NN	YES
800	931	models	NN	NN	YES
801	933	We	NN	NN	YES
802	934	show	VB	VB	YES
803	935	that	OO	OO	YES
804	936	the	OO	OO	YES
805	937	gravity	NN	NN	YES
806	938	law	NN	NN	YES
807	939	performs	VB	VB	YES
808	940	better	JJ	JJ	YES
809	941	than	OO	OO	YES
810	942	the	OO	OO	YES
811	943	radiation	NN	NN	YES
812	944	law	NN	NN	YES
813	945	to	OO	OO	YES
814	946	estimate	VB	VB	YES
815	947	the	OO	OO	YES
816	948	commuting	NN	NN	YES
817	949	flows	VB	VB	YES
818	951	to	OO	OO	YES
819	952	preserve	VB	VB	YES
820	953	the	OO	OO	YES
821	954	structure	NN	NN	YES
822	955	of	OO	OO	YES
823	956	the	OO	OO	YES
824	957	network	NN	NN	YES
825	958	and	OO	OO	YES
826	959	to	OO	OO	YES
827	960	fit	VB	VB	YES
828	961	the	OO	OO	YES
829	962	commuting	NN	NN	YES
830	963	distance	NN	NN	YES
831	964	distribution	NN	NN	YES
832	965	although	OO	OO	YES
833	966	it	NN	NN	YES
834	967	fails	VB	VB	YES
835	968	at	OO	OO	YES
836	969	predicting	VB	VB	YES
837	970	commuting	JJ	VB	NO
838	971	flows	NN	NN	YES
839	972	at	OO	OO	YES
840	973	large	JJ	JJ	YES
841	974	distances	NN	NN	YES
842	976	Finally	RB	RB	YES
843	978	we	NN	NN	YES
844	979	show	VB	VB	YES
845	980	that	OO	OO	YES
846	981	both	OO	OO	YES
847	982	approaches	NN	NN	YES
848	983	can	VB	VB	YES
849	984	be	VB	VB	YES
850	985	used	VB	VB	YES
851	986	in	OO	OO	YES
852	987	absence	NN	NN	YES
853	988	of	OO	OO	YES
854	989	detailed	JJ	JJ	YES
855	990	data	NN	NN	YES
856	991	for	OO	OO	YES
857	992	calibration	NN	NN	YES
858	993	since	OO	OO	YES
859	994	the	OO	OO	YES
860	995	only	JJ	JJ	YES
861	996	parameter	NN	NN	YES
862	997	of	OO	OO	YES
863	998	both	OO	OO	YES
864	999	the	OO	OO	YES
865	1000	gravity	NN	NN	YES
866	1001	and	OO	OO	YES
867	1002	the	OO	OO	YES
868	1003	radiation	NN	NN	YES
869	1004	laws	NN	NN	YES
870	1005	depends	VB	VB	YES
871	1006	only	RB	RB	YES
872	1007	on	OO	OO	YES
873	1008	the	OO	OO	YES
874	1009	scale	NN	NN	YES
875	1010	of	OO	OO	YES
876	1011	the	OO	OO	YES
877	1012	geographic	JJ	JJ	YES
878	1013	unit	NN	NN	YES
879	1015	The	OO	OO	YES
880	1016	dominant	JJ	JJ	YES
881	1017	spirit	NN	NN	YES
