indexInDoc	token	ssplit	posTag
133	expiration	--	NN
134	of	--	OO
135	parts	--	NN
136	of	--	OO
137	the	--	OO
138	USA	--	NN
139	Patriot	--	NN
140	Act	--	NN
141	used	--	VB
142	by	--	OO
143	the	--	OO
144	National	--	NN
145	Security	--	NN
146	Agency	--	NN
147	to	--	OO
148	collect	--	VB
149	phone	--	NN
150	records	--	NN
151	but	--	OO
152	he	--	NN
153	was	--	VB
154	helped	--	VB
155	by	--	OO
156	the	--	OO
157	miscalculation	--	NN
158	of	--	OO
159	Senator	--	NN
160	Mitch	--	NN
161	McConnell	--	NN
162	the	--	OO
163	majority	--	NN
164	leader	--	NN
165	who	--	NN
166	sent	--	VB
167	the	--	OO
168	Senate	--	NN
169	on	--	OO
170	a	--	OO
171	weeklong	--	??
172	vacation	--	NN
173	after	--	OO
174	blocking	--	VB
175	the	--	OO
176	House	--	NN
177	bill	--	NN
178	before	--	OO
179	Memorial	--	NN
180	Day	SPLIT	NN
181	Mr	--	NN
182	McConnell	--	NN
183	also	--	RB
184	of	--	OO
185	Kentucky	--	NN
186	relented	--	VB
187	on	--	OO
188	Sunday	--	NN
189	setting	--	VB
190	up	--	OO
191	a	--	OO
192	final	--	JJ
193	round	--	NN
194	of	--	OO
195	votes	--	NN
196	on	--	OO
197	Tuesday	--	NN
198	or	--	OO
199	Wednesday	--	NN
200	that	--	OO
201	will	--	VB
202	most	--	RB
203	likely	--	JJ
204	send	--	VB
205	a	--	OO
206	compromised	--	??
207	version	--	NN
208	of	--	OO
209	the	--	OO
210	House	--	NN
211	bill	--	NN
212	to	--	OO
213	President	--	NN
214	Obama	--	NN
215	for	--	OO
216	his	--	JJ
217	signature	SPLIT	NN
218	Even	--	RB
219	Mr	--	NN
220	Paul	--	NN
221	using	--	VB
222	the	--	OO
223	procedural	--	JJ
224	weapon	--	NN
225	of	--	OO
226	an	--	OO
227	objection	--	NN
228	conceded	--	VB
229	he	--	NN
230	could	--	VB
231	not	--	RB
232	stop	--	VB
233	that	SPLIT	OO
234	Little	--	??
235	by	--	OO
236	little	--	JJ
237	allowed	--	VB
238	our	--	JJ
239	freedom	--	NN
240	to	--	OO
241	slip	--	VB
242	away	--	RB
243	Mr	--	NN
244	Paul	--	NN
245	said	--	VB
246	during	--	OO
247	a	--	OO
248	lengthy	--	JJ
249	floor	--	NN
250	soliloquy	SPLIT	NN
251	The	--	OO
252	expiration	--	NN
253	of	--	OO
254	surveillance	--	NN
255	authority	--	NN
256	demonstrates	--	VB
257	a	--	OO
258	profound	--	JJ
259	shift	--	NN
260	in	--	OO
261	American	--	JJ
262	attitudes	--	NN
263	since	--	OO
264	the	--	OO
265	days	--	NN
266	after	--	OO
267	the	--	OO
268	Sept	--	NN
269	11	--	OO
270	2001	--	OO
271	terrorist	--	JJ
272	attacks	--	NN
273	when	--	RB
274	national	--	JJ
275	security	--	NN
276	was	--	VB
277	preeminent	--	JJ
278	in	--	OO
279	both	--	OO
280	parties	SPLIT	NN
281	Fourteen	--	OO
282	years	--	NN
283	after	--	OO
284	that	--	OO
285	attack	--	NN
286	even	--	RB
287	as	--	OO
288	American	--	JJ
289	conflicts	--	NN
290	continue	--	VB
291	abroad	--	RB
292	a	--	OO
293	swell	--	NN
294	of	--	OO
295	privacy	--	NN
296	concerns	--	NN
297	stemming	--	VB
298	from	--	OO
299	both	--	OO
300	the	--	OO
301	vast	--	JJ
302	expansion	--	NN
303	of	--	OO
304	communication	--	NN
305	systems	--	NN
306	and	--	OO
307	an	--	OO
308	increasing	--	VB
309	distrust	--	??
310	of	--	OO
311	??	--	NN
312	use	--	NN
313	of	--	OO
314	data	--	NN
315	has	--	VB
316	turned	--	VB
317	those	--	OO
318	concerns	--	NN
319	on	--	OO
320	their	--	JJ
321	head	SPLIT	NN
322	While	--	OO
323	it	--	NN
324	would	--	VB
325	represent	--	VB
326	a	--	OO
327	retrenchment	--	NN
328	on	--	OO
329	the	--	OO
330	part	--	NN
331	of	--	OO
332	the	--	OO
333	government	--	NN
334	it	--	NN
335	does	--	VB
336	not	--	RB
337	end	--	VB
338	the	--	OO
339	argument	--	NN
340	over	--	OO
341	the	--	OO
342	dual	--	JJ
343	imperatives	--	NN
344	of	--	OO
345	security	--	NN
346	and	--	OO
347	individual	--	JJ
348	liberty	--	NN
349	brought	--	VB
350	to	--	OO
351	light	--	NN
352	by	--	OO
353	Edward	--	NN
354	J	--	NN
355	Snowden	--	NN
356	a	--	OO
357	former	--	JJ
358	contractor	--	NN
359	for	--	OO
360	the	--	OO
361	National	--	NN
362	Security	--	NN
363	Agency	SPLIT	NN
364	The	--	OO
365	expiration	--	NN
366	of	--	OO
367	three	--	OO
368	key	--	JJ
369	provisions	--	NN
370	of	--	OO
371	the	--	OO
372	Patriot	--	NN
373	Act	--	NN
374	means	--	VB
375	that	--	OO
376	for	--	OO
377	now	--	RB
378	the	--	OO
379	NSA	--	NN
380	will	--	VB
381	no	--	RB
382	longer	--	RB
383	collect	--	VB
384	newly	--	RB
385	created	--	VB
386	logs	--	NN
387	of	--	OO
388	Americans	--	NN
389	phone	--	NN
390	calls	--	NN
391	in	--	OO
392	bulk	SPLIT	NN
393	It	--	NN
394	also	--	RB
395	means	--	VB
396	that	--	OO
397	the	--	OO
398	FBI	--	NN
399	invoke	--	VB
400	the	--	OO
401	Patriot	--	NN
402	Act	--	NN
403	to	--	OO
404	obtain	--	VB
405	for	--	OO
406	new	--	JJ
407	investigations	--	NN
408	wiretap	--	NN
409	orders	--	NN
410	that	--	OO
411	follow	--	VB
412	a	--	OO
413	suspect	--	NN
414	who	--	NN
415	changes	--	VB
416	phones	--	NN
417	wiretap	--	NN
418	orders	--	NN
419	for	--	OO
420	a	--	OO
421	lone	--	??
422	wolf	--	NN
423	terrorism	--	NN
424	suspect	--	??
425	not	--	RB
426	linked	--	VB
427	to	--	OO
428	a	--	OO
429	group	--	NN
430	or	--	OO
431	court	--	NN
432	orders	--	NN
433	to	--	OO
434	obtain	--	VB
435	business	--	NN
436	records	--	NN
437	relevant	--	JJ
438	to	--	OO
439	an	--	OO
440	investigation	SPLIT	NN
441	However	--	RB
442	the	--	OO
443	Justice	--	NN
444	Department	--	NN
445	may	--	VB
446	invoke	--	VB
447	a	--	OO
448	socalled	--	JJ
449	grandfather	--	NN
450	clause	--	NN
451	to	--	OO
452	keep	--	VB
453	using	--	VB
454	those	--	OO
455	powers	--	NN
456	for	--	OO
457	investigations	--	NN
458	that	--	OO
459	had	--	VB
460	started	--	VB
461	before	--	OO
462	June	--	NN
463	1	--	OO
464	and	--	OO
465	there	--	OO
466	are	--	VB
467	additional	--	JJ
468	workarounds	--	NN
469	investigators	--	NN
470	may	--	VB
471	use	--	VB
472	to	--	OO
473	overcome	--	VB
474	the	--	OO
475	lapse	--	NN
476	in	--	OO
477	the	--	OO
478	authorizations	SPLIT	NN
479	Mr	--	NN
480	McConnell	--	NN
481	and	--	OO
482	other	--	JJ
483	national	--	JJ
484	security	--	NN
485	hawks	--	NN
486	who	--	NN
487	did	--	VB
488	not	--	RB
489	continue	--	VB
490	the	--	OO
491	program	--	NN
492	may	--	VB
493	have	--	VB
494	badly	--	RB
495	underestimated	--	VB
496	the	--	OO
497	shift	--	NN
498	in	--	OO
499	the	--	OO
500	national	--	JJ
501	mood	--	NN
502	which	--	OO
503	has	--	VB
504	found	--	VB
505	its	--	JJ
506	voice	--	NN
507	with	--	OO
508	Democrats	--	NN
509	and	--	OO
510	the	--	OO
511	libertarian	--	JJ
512	wing	--	NN
513	of	--	OO
514	the	--	OO
515	Republican	--	NN
516	Party	SPLIT	NN
517	The	--	OO
518	moment	--	NN
519	also	--	RB
520	put	--	VB
521	Mr	--	NN
522	McConnell	--	NN
523	at	--	OO
524	odds	--	NN
525	with	--	OO
526	Mr	--	NN
527	Paul	--	NN
528	whom	--	NN
529	he	--	NN
530	has	--	VB
531	endorsed	--	VB
532	for	--	OO
533	president	SPLIT	NN
534	I	--	NN
535	remain	--	VB
536	determined	--	VB
537	to	--	OO
538	work	--	VB
539	toward	--	OO
540	the	--	OO
541	best	--	JJ
542	outcome	--	NN
543	for	--	OO
544	the	--	OO
545	American	--	JJ
546	people	--	NN
547	possible	--	JJ
548	under	--	OO
549	the	--	OO
550	circumstances	--	NN
551	Mr	--	NN
552	McConnell	--	NN
553	said	SPLIT	VB
554	This	--	OO
555	is	--	VB
556	where	--	RB
557	we	--	NN
558	are	--	VB
559	colleagues	--	NN
560	a	--	OO
561	Housepassed	--	JJ
562	bill	--	NN
563	with	--	OO
564	some	--	OO
565	serious	--	JJ
566	flaws	--	NN
567	and	--	OO
568	an	--	OO
569	inability	--	NN
570	to	--	OO
571	get	--	VB
572	a	--	OO
573	shortterm	--	JJ
574	extension	--	NN
575	to	--	OO
576	improve	--	VB
577	the	--	OO
578	House	--	NN
579	bill	SPLIT	NN
580	Mr	--	NN
581	effort	--	NN
582	clearly	--	RB
583	angered	--	VB
584	many	--	JJ
585	of	--	OO
586	his	--	JJ
587	Republican	--	JJ
588	colleagues	--	NN
589	who	--	NN
590	met	--	VB
591	without	--	OO
592	him	--	NN
593	an	--	OO
594	hour	--	NN
595	before	--	OO
596	the	--	OO
597	Senate	--	NN
598	began	--	VB
599	to	--	OO
600	vote	--	VB
601	Sunday	--	NN
602	night	SPLIT	NN
603	Senator	--	NN
604	John	--	NN
605	McCain	--	NN
606	Republican	--	NN
607	of	--	OO
608	Arizona	--	NN
609	who	--	NN
610	sparred	--	VB
611	with	--	OO
612	Mr	--	NN
613	Paul	--	NN
614	on	--	OO
615	the	--	OO
616	floor	--	NN
617	over	--	OO
618	procedure	--	NN
619	said	--	VB
620	later	--	RB
621	that	--	OO
622	Mr	--	NN
623	Paul	--	NN
624	was	--	VB
625	not	--	RB
626	fit	--	VB
627	for	--	OO
628	the	--	OO
629	White	--	NN
630	House	--	NN
631	job	--	NN
632	he	--	NN
633	seeks	SPLIT	VB
634	said	--	VB
635	on	--	OO
636	many	--	JJ
637	occasions	--	NN
638	that	--	OO
639	I	--	NN
640	believe	--	VB
641	he	--	NN
642	would	--	VB
643	be	--	VB
644	the	--	OO
645	worst	--	JJ
646	candidate	--	NN
647	we	--	NN
648	could	--	VB
649	put	--	VB
650	forward	--	RB
651	he	--	NN
652	said	SPLIT	VB
653	Even	--	RB
654	as	--	OO
655	senators	--	NN
656	were	--	VB
657	trickling	--	VB
658	into	--	OO
659	the	--	OO
660	Capitol	--	NN
661	from	--	OO
662	the	--	OO
663	airport	--	NN
664	Mr	--	NN
665	McConnell	--	NN
666	attempted	--	VB
667	to	--	OO
668	extend	--	VB
669	some	--	OO
670	aspects	--	NN
671	of	--	OO
672	the	--	OO
673	law	SPLIT	NN
674	He	--	NN
675	asked	--	VB
676	senators	--	NN
677	to	--	OO
678	consider	--	VB
679	a	--	OO
680	twoweek	--	JJ
681	continuation	--	NN
682	of	--	OO
683	the	--	OO
684	federal	--	JJ
685	authority	--	NN
686	to	--	OO
687	track	--	VB
688	a	--	OO
689	lone	--	??
690	wolf	--	NN
691	terrorism	--	NN
692	suspect	--	??
693	not	--	RB
694	connected	--	VB
695	to	--	OO
696	a	--	OO
697	state	--	NN
698	sponsor	--	NN
699	and	--	OO
700	to	--	OO
701	conduct	--	VB
702	roving	--	VB
703	surveillance	--	NN
704	of	--	OO
705	a	--	OO
706	suspect	--	NN
707	rather	--	RB
708	than	--	OO
709	of	--	OO
710	a	--	OO
711	phone	--	NN
712	number	--	NN
713	alone	--	RB
714	to	--	OO
715	combat	--	VB
716	terrorists	--	NN
717	who	--	NN
718	frequently	--	RB
719	discard	--	??
720	cellphones	SPLIT	NN
721	But	--	OO
722	Mr	--	NN
723	Paul	--	NN
724	objected	--	VB
725	and	--	OO
726	Mr	--	NN
727	McConnell	--	NN
728	denounced	--	VB
729	from	--	OO
730	the	--	OO
731	Senate	--	NN
732	floor	--	NN
733	what	--	NN
734	he	--	NN
735	called	--	VB
736	a	--	OO
737	campaign	--	NN
738	of	--	OO
739	demagoguery	--	NN
740	and	--	OO
741	disinformation	--	NN
742	about	--	OO
743	the	--	OO
744	program	SPLIT	NN
745	Mr	--	NN
746	McConnell	--	NN
747	then	--	RB
748	moved	--	VB
749	to	--	OO
750	a	--	OO
751	second	--	JJ
752	option	--	NN
753	a	--	OO
754	procedural	--	JJ
755	move	--	NN
756	to	--	OO
757	take	--	VB
758	up	--	OO
759	the	--	OO
760	bill	--	NN
761	passed	--	VB
762	by	--	OO
763	the	--	OO
764	House	--	NN
765	which	--	OO
766	he	--	NN
767	said	--	VB
768	the	--	OO
769	Senate	--	NN
770	would	--	VB
771	amend	--	VB
772	this	--	OO
773	week	SPLIT	NN
774	It	--	NN
775	was	--	VB
776	unclear	--	JJ
777	on	--	OO
778	Sunday	--	NN
779	how	--	RB
780	many	--	JJ
781	amendments	--	NN
782	including	--	VB
783	any	--	OO
784	from	--	OO
785	Mr	--	NN
786	Paul	--	NN
787	would	--	VB
788	be	--	VB
789	considered	--	VB
790	and	--	OO
791	whether	--	OO
792	any	--	OO
793	could	--	VB
794	pass	--	VB
795	the	--	OO
796	Senate	--	NN
797	or	--	OO
798	be	--	VB
799	adopted	--	VB
800	by	--	OO
801	the	--	OO
802	House	SPLIT	NN
803	The	--	OO
804	House	--	NN
805	bill	--	NN
806	would	--	VB
807	overhaul	--	VB
808	the	--	OO
809	Patriot	--	NN
810	Act	--	NN
811	and	--	OO
812	scale	--	NN
813	back	--	RB
814	the	--	OO
815	bulk	--	NN
816	collection	--	NN
817	of	--	OO
818	phone	--	NN
819	records	--	NN
820	revealed	--	VB
821	by	--	OO
822	Mr	--	NN
823	Snowden	SPLIT	NN
824	Under	--	OO
825	the	--	OO
826	provisions	--	NN
827	of	--	OO
828	the	--	OO
829	House	--	NN
830	bill	--	NN
831	sweeps	--	??
832	that	--	OO
833	had	--	VB
834	operated	--	VB
835	under	--	OO
836	the	--	OO
837	guise	--	NN
838	of	--	OO
839	socalled	--	JJ
840	national	--	JJ
841	security	--	NN
842	letters	--	NN
843	issued	--	VB
844	by	--	OO
845	the	--	OO
846	FBI	--	NN
847	would	--	VB
848	end	SPLIT	VB
849	The	--	OO
850	data	--	NN
851	would	--	VB
852	instead	--	RB
853	be	--	VB
854	stored	--	VB
855	by	--	OO
856	the	--	OO
857	phone	--	NN
858	companies	--	NN
859	and	--	OO
860	could	--	VB
861	be	--	VB
862	retrieved	--	VB
863	by	--	OO
864	intelligence	--	NN
865	agencies	--	NN
866	only	--	RB
867	after	--	OO
868	approval	--	NN
869	of	--	OO
870	the	--	OO
871	Foreign	--	NN
872	Intelligence	--	NN
873	Surveillance	--	NN
874	Act	--	NN
875	court	SPLIT	NN
876	President	--	NN
877	Obama	--	NN
878	and	--	OO
879	his	--	JJ
880	director	--	NN
881	of	--	OO
882	national	--	JJ
883	intelligence	--	NN
884	James	--	NN
885	R	--	NN
886	Clapper	--	NN
887	Jr	--	NN
888	have	--	VB
889	made	--	VB
890	dire	--	JJ
891	warnings	--	NN
892	in	--	OO
893	recent	--	JJ
894	days	--	NN
895	about	--	OO
896	the	--	OO
897	perils	--	NN
898	of	--	OO
899	letting	--	VB
900	the	--	OO
901	law	--	NN
902	expire	--	VB
903	and	--	OO
904	called	--	VB
905	for	--	OO
906	immediate	--	JJ
907	approval	--	NN
908	of	--	OO
909	a	--	OO
910	surveillance	--	NN
911	bill	--	NN
912	passed	--	VB
913	by	--	OO
914	the	--	OO
915	House	SPLIT	NN
916	The	--	OO
917	CIA	--	NN
918	director	--	NN
919	John	--	NN
920	O	--	NN
921	Brennan	--	NN
922	echoed	--	VB
923	the	--	OO
924	president	--	NN
925	on	--	OO
926	Sunday	--	NN
927	during	--	OO
928	an	--	OO
929	interview	--	NN
930	on	--	OO
931	the	--	OO
932	CBS	--	NN
933	show	--	NN
934	Face	--	NN
935	the	--	OO
936	Nation	--	NN
937	saying	--	VB
938	there	--	??
939	had	--	VB
940	been	--	VB
941	a	--	OO
942	little	--	??
943	too	--	RB
944	much	--	JJ
945	political	--	JJ
946	grandstanding	SPLIT	NN
947	In	--	OO
948	a	--	OO
949	statement	--	NN
950	issued	--	VB
951	Sunday	--	NN
952	night	--	NN
953	the	--	OO
954	White	--	NN
955	House	--	NN
956	said	--	VB
957	We	--	NN
958	call	--	??
959	on	--	OO
960	the	--	OO
961	Senate	--	NN
962	to	--	OO
963	ensure	--	VB
964	this	--	OO
965	irresponsible	--	JJ
966	lapse	--	NN
967	in	--	OO
968	authorities	--	NN
969	is	--	VB
970	as	--	??
971	shortlived	--	JJ
972	as	--	OO
973	possible	SPLIT	JJ
974	On	--	OO
975	a	--	OO
976	matter	--	NN
977	as	--	??
978	critical	--	JJ
979	as	--	OO
980	our	--	JJ
981	national	--	JJ
982	security	--	NN
983	individual	--	JJ
984	senators	--	NN
985	must	--	VB
986	put	--	VB
987	aside	--	OO
988	their	--	JJ
989	partisan	--	JJ
990	motivations	--	NN
991	and	--	OO
992	act	--	VB
993	swiftly	SPLIT	RB
994	The	--	OO
995	American	--	JJ
996	people	--	NN
997	deserve	--	VB
998	nothing	--	NN
999	less	SPLIT	JJ
1000	Speaker	--	NN
1001	John	--	NN
1002	A	--	NN
1003	Boehner	--	NN
1004	Republican	--	NN
1005	of	--	OO
1006	Ohio	--	NN
1007	also	--	RB
1008	urged	--	VB
1009	the	--	OO
1010	Senate	--	NN
1011	to	--	OO
1012	act	--	VB
1013	citing	--	VB
1014	the	--	OO
1015	threat	--	NN
1016	of	--	OO
1017	groups	--	NN
1018	like	--	OO
1019	the	--	OO
1020	Islamic	--	??
1021	State	SPLIT	NN
1022	Al	--	NN
1023	Qaeda	--	NN
1024	ISIL	--	NN
1025	and	--	OO
1026	other	--	JJ
1027	terrorists	--	NN
1028	around	--	OO
1029	the	--	OO
1030	globe	--	NN
1031	continue	--	VB
1032	to	--	OO
1033	plot	--	VB
1034	attacks	--	NN
1035	on	--	OO
1036	America	--	NN
1037	and	--	OO
1038	our	--	JJ
1039	allies	--	NN
1040	Mr	--	NN
1041	Boehner	--	NN
1042	said	--	VB
1043	in	--	OO
1044	a	--	OO
1045	statement	SPLIT	NN
1046	Anyone	--	NN
1047	who	--	NN
1048	is	--	VB
1049	satisfied	--	VB
1050	with	--	OO
1051	letting	--	VB
1052	this	--	OO
1053	critical	--	JJ
1054	intelligence	--	NN
1055	capability	--	NN
1056	go	--	??
1057	dark	--	??
1058	is	--	VB
1059	nt	--	??
1060	taking	--	VB
1061	the	--	OO
1062	terrorist	--	JJ
1063	threat	--	NN
1064	seriously	SPLIT	RB
1065	Mr	--	NN
1066	McConnell	--	NN
1067	had	--	VB
1068	sought	--	VB
1069	to	--	OO
1070	get	--	VB
1071	a	--	OO
1072	series	--	NN
1073	of	--	OO
1074	shortterm	--	JJ
1075	extensions	--	NN
1076	passed	--	VB
1077	so	--	RB
1078	that	--	OO
1079	Congress	--	NN
1080	could	--	VB
1081	continue	--	VB
1082	to	--	OO
1083	work	--	VB
1084	on	--	OO
1085	a	--	OO
1086	compromise	--	NN
1087	like	--	OO
1088	giving	--	VB
1089	the	--	OO
1090	phone	--	NN
1091	companies	--	NN
1092	more	--	RB
1093	time	--	NN
1094	to	--	OO
1095	adapt	--	VB
1096	to	--	OO
1097	the	--	OO
1098	new	--	JJ
1099	law	--	NN
1100	but	--	OO
1101	that	--	OO
1102	effort	--	NN
1103	collapsed	--	VB
1104	under	--	OO
1105	the	--	OO
1106	objections	--	NN
1107	of	--	OO
1108	Mr	--	NN
1109	Paul	--	NN
1110	and	--	OO
1111	two	--	OO
1112	Democrats	--	NN
1113	Ron	--	NN
1114	Wyden	--	NN
1115	of	--	OO
1116	Oregon	--	NN
1117	and	--	OO
1118	Martin	--	NN
1119	Heinrich	--	NN
1120	of	--	OO
1121	New	--	NN
1122	Mexico	SPLIT	NN
1123	Further	--	RB
1124	members	--	NN
1125	of	--	OO
1126	the	--	OO
1127	House	--	NN
1128	rejected	--	VB
1129	extending	--	VB
1130	the	--	OO
1131	current	--	JJ
1132	law	--	NN
1133	given	--	VB
1134	the	--	OO
1135	support	--	NN
1136	for	--	OO
1137	their	--	JJ
1138	bill	SPLIT	NN
1139	After	--	OO
1140	a	--	OO
1141	middleofthenight	--	JJ
1142	vote	--	NN
1143	for	--	OO
1144	a	--	OO
1145	shortterm	--	JJ
1146	extension	--	NN
1147	failed	--	VB
1148	on	--	OO
1149	the	--	OO
1150	Saturday	--	NN
1151	before	--	OO
1152	Memorial	--	NN
1153	Day	--	NN
1154	senators	--	NN
1155	left	--	VB
1156	for	--	OO
1157	a	--	OO
1158	weeklong	--	??
1159	recess	--	NN
1160	as	--	OO
1161	the	--	OO
1162	clock	--	NN
1163	ticked	SPLIT	VB
1164	Senate	--	NN
1165	Republican	--	NN
1166	leaders	--	NN
1167	sought	--	VB
1168	a	--	OO
1169	compromise	--	NN
1170	that	--	OO
1171	would	--	VB
1172	make	--	VB
1173	a	--	OO
1174	new	--	JJ
1175	bill	--	NN
1176	acceptable	--	JJ
1177	to	--	OO
1178	both	--	OO
1179	hawkish	--	JJ
1180	lawmakers	--	NN
1181	and	--	OO
1182	Mr	--	NN
1183	Paul	SPLIT	NN
1184	I	--	NN
1185	still	--	RB
1186	have	--	VB
1187	deep	--	JJ
1188	concerns	--	NN
1189	said	--	VB
1190	Senator	--	NN
1191	Susan	--	NN
1192	Collins	--	NN
1193	Republican	--	NN
1194	of	--	OO
1195	Maine	SPLIT	NN
1196	Over	--	OO
1197	the	--	OO
1198	week	--	NN
1199	negotiators	--	NN
1200	on	--	OO
1201	the	--	OO
1202	House	--	NN
1203	and	--	OO
1204	Senate	--	NN
1205	Intelligence	--	NN
1206	Committees	--	NN
1207	had	--	VB
1208	laid	--	VB
1209	out	--	OO
1210	a	--	OO
1211	series	--	NN
1212	of	--	OO
1213	options	--	NN
1214	to	--	OO
1215	revise	--	VB
1216	the	--	OO
1217	bipartisan	--	JJ
1218	USA	--	NN
1219	Freedom	--	NN
1220	Act	--	NN
1221	including	--	VB
1222	the	--	OO
1223	addition	--	NN
1224	of	--	OO
1225	a	--	OO
1226	certification	--	NN
1227	process	--	NN
1228	to	--	OO
1229	ensure	--	VB
1230	that	--	OO
1231	the	--	OO
1232	technology	--	NN
1233	is	--	VB
1234	ready	--	JJ
1235	to	--	OO
1236	move	--	VB
1237	metadata	--	??
1238	storage	--	NN
1239	to	--	OO
1240	the	--	OO
1241	phone	--	NN
1242	companies	--	NN
1243	and	--	OO
1244	allowing	--	VB
1245	for	--	OO
1246	a	--	OO
1247	longer	--	??
1248	transition	--	NN
1249	to	--	OO
1250	phone	--	NN
1251	company	--	NN
1252	storage	--	NN
1253	of	--	OO
1254	the	--	OO
1255	data	SPLIT	NN
1256	The	--	OO
1257	House	--	NN
1258	negotiators	--	NN
1259	were	--	VB
1260	skeptical	--	JJ
1261	of	--	OO
1262	all	--	OO
1263	efforts	SPLIT	NN
1264	Democrats	--	NN
1265	were	--	VB
1266	critical	--	JJ
1267	of	--	OO
1268	Mr	--	NN
1269	McConnell	--	NN
1270	on	--	OO
1271	Sunday	SPLIT	NN
1272	The	--	OO
1273	job	--	NN
1274	of	--	OO
1275	the	--	OO
1276	leader	--	NN
1277	is	--	VB
1278	to	--	OO
1279	have	--	VB
1280	a	--	OO
1281	plan	--	NN
1282	Senator	--	NN
1283	Harry	--	NN
1284	Reid	--	NN
1285	of	--	OO
1286	Nevada	--	NN
1287	said	--	VB
1288	on	--	OO
1289	the	--	OO
1290	Senate	--	NN
1291	floor	SPLIT	NN
1292	In	--	OO
1293	this	--	OO
1294	case	--	NN
1295	it	--	NN
1296	is	--	VB
1297	clear	--	JJ
1298	the	--	OO
1299	majority	--	NN
1300	leader	--	NN
1301	simply	--	RB
1302	did	--	VB
1303	nt	--	RB
1304	have	--	VB
1305	a	--	OO
1306	plan	SPLIT	NN
