indexInDoc	token	ssplit	posTag
111	inference	--	NN
112	DNA	--	NN
113	strand	--	NN
114	algebra	--	NN
115	DNA	--	NN
116	gate	--	NN
117	DNA	--	NN
118	signal	--	NN
119	process	--	NN
120	algebra	--	NN
121	DNA	--	NN
122	computing	--	NN
123	modus	--	NN
124	ponens	--	NN
125	strand	--	??
126	displacement	--	NN
127	molecular	--	JJ
128	computing	--	NN
129	expert	--	??
130	system	--	NN
131	approach	SPLIT	NN
132	1	??	OO
133	Introduction	--	NN
134	Conventional	--	??
135	silicon	--	NN
136	based	--	VB
137	computing	--	NN
138	has	--	VB
139	been	--	VB
140	successful	--	JJ
141	over	--	OO
142	the	--	OO
143	past	--	JJ
144	several	--	JJ
145	decades	SPLIT	NN
146	It	--	NN
147	is	--	VB
148	fast	--	RB
149	flexible	--	JJ
150	and	--	OO
151	well	--	RB
152	understood	SPLIT	VB
153	But	--	OO
154	it	--	NN
155	has	--	VB
156	reached	--	VB
157	its	--	JJ
158	limitations	--	NN
159	of	--	OO
160	design	--	NN
161	complexity	--	NN
162	processing	--	VB
163	power	--	NN
164	memory	--	NN
165	energy	--	NN
166	consumption	--	NN
167	density	--	NN
168	and	--	OO
169	heat	--	NN
170	dissipation	SPLIT	NN
171	Alternatives	--	NN
172	to	--	OO
173	these	--	OO
174	traditional	--	JJ
175	methods	--	NN
176	of	--	OO
177	building	--	??
178	computers	--	NN
179	have	--	VB
180	been	--	VB
181	proposed	--	VB
182	and	--	OO
183	in	--	OO
184	recent	--	JJ
185	past	--	JJ
186	molecular	--	JJ
187	computing	--	NN
188	has	--	VB
189	gained	--	VB
190	considerable	--	JJ
191	attention	--	NN
192	for	--	OO
193	nonsilicon	--	JJ
194	based	--	VB
195	computing	--	NN
196	which	--	OO
197	can	--	VB
198	overcome	--	VB
199	conventional	--	JJ
200	computation	--	NN
201	problems	SPLIT	NN
202	The	--	OO
203	WatsonCrick	--	NN
204	base	--	NN
205	pairing	--	NN
206	makes	--	VB
207	DNA	--	NN
208	a	--	OO
209	powerful	--	JJ
210	tool	--	NN
211	for	--	OO
212	engineering	--	NN
213	at	--	OO
214	nanoscale	--	JJ
215	Adleman	--	NN
216	1994	--	OO
217	Benenson	--	NN
218	et	--	??
219	al	--	??
220	2001	--	OO
221	Green	--	NN
222	et	--	??
223	al	--	??
224	2006	--	OO
225	Winfree	--	NN
226	et	--	??
227	al	--	??
228	1998	SPLIT	OO
229	The	--	OO
230	behaviour	--	NN
231	of	--	OO
232	DNA	--	NN
233	molecules	--	NN
234	can	--	VB
235	be	--	VB
236	predicted	--	VB
237	and	--	OO
238	by	--	OO
239	setting	--	VB
240	2	--	OO
241	up	--	OO
242	strands	--	NN
243	of	--	OO
244	DNA	--	NN
245	in	--	OO
246	the	--	OO
247	right	--	JJ
248	way	--	NN
249	they	--	NN
250	can	--	VB
251	draw	--	VB
252	conclusion	--	NN
253	from	--	OO
254	a	--	OO
255	set	--	NN
256	of	--	OO
257	logical	--	JJ
258	inference	--	NN
259	rules	--	NN
260	Ray	--	NN
261	and	--	OO
262	Mondal	--	NN
263	2011a	--	??
264	Ray	--	NN
265	and	--	OO
266	Mondal	--	NN
267	2011b	SPLIT	??
268	In	--	OO
269	this	--	OO
270	paper	--	NN
271	we	--	NN
272	have	--	VB
273	performed	--	VB
274	logical	--	JJ
275	reasoning	--	NN
276	by	--	OO
277	modus	--	??
278	ponens	--	NN
279	using	--	VB
280	DNA	--	NN
281	strand	--	NN
282	algebra	--	NN
283	which	--	OO
284	can	--	VB
285	be	--	VB
286	defined	--	VB
287	as	--	OO
288	a	--	OO
289	branch	--	NN
290	of	--	OO
291	process	--	NN
292	algebra	SPLIT	NN
293	The	--	OO
294	operations	--	NN
295	of	--	OO
296	DNA	--	NN
297	strands	--	NN
298	in	--	OO
299	present	--	JJ
300	model	--	NN
301	are	--	VB
302	based	--	VB
303	on	--	OO
304	the	--	OO
305	mechanism	--	NN
306	of	--	OO
307	DNA	--	NN
308	strand	--	NN
309	displacement	SPLIT	NN
310	Process	--	??
311	algebras	--	NN
312	are	--	VB
313	widely	--	RB
314	used	--	VB
315	for	--	OO
316	defining	--	VB
317	the	--	OO
318	formal	--	JJ
319	semantics	--	NN
320	of	--	OO
321	concurrent	--	JJ
322	communicating	--	??
323	processes	SPLIT	NN
324	Process	--	??
325	calculi	--	NN
326	provide	--	VB
327	a	--	OO
328	tool	--	NN
329	for	--	OO
330	the	--	OO
331	highlevel	--	JJ
332	description	--	NN
333	of	--	OO
334	interactions	--	NN
335	communications	--	NN
336	and	--	OO
337	synchronizations	--	NN
338	between	--	OO
339	a	--	OO
340	collection	--	NN
341	of	--	OO
342	independent	--	JJ
343	agents	--	NN
344	or	--	OO
345	processes	SPLIT	NN
346	They	--	NN
347	also	--	RB
348	provide	--	VB
349	algebraic	--	JJ
350	laws	--	NN
351	that	--	OO
352	allow	--	VB
353	process	--	NN
354	descriptions	--	NN
355	to	--	OO
356	be	--	VB
357	manipulated	--	VB
358	and	--	OO
359	analyzed	--	VB
360	and	--	OO
361	permit	--	VB
362	formal	--	JJ
363	reasoning	--	NN
364	about	--	OO
365	equivalences	--	NN
366	between	--	OO
367	processes	SPLIT	NN
368	The	--	OO
369	main	--	JJ
370	components	--	NN
371	of	--	OO
372	DNA	--	NN
373	strand	--	NN
374	algebra	--	NN
375	are	--	VB
376	DNA	--	NN
377	strands	--	NN
378	DNA	--	NN
379	gates	--	NN
380	and	--	OO
381	their	--	JJ
382	interactions	SPLIT	NN
383	2	??	OO
384	DNA	--	NN
385	strand	--	NN
386	algebra	--	NN
387	syntax	--	NN
388	and	--	OO
389	semantics	--	NN
390	Before	--	OO
391	going	--	VB
392	in	--	OO
393	detail	--	NN
394	description	--	NN
395	of	--	OO
396	DNA	--	NN
397	strand	--	NN
398	algebra	--	NN
399	we	--	NN
400	first	--	RB
401	have	--	VB
402	to	--	OO
403	know	--	VB
404	what	--	NN
405	is	--	VB
406	syntax	--	NN
407	and	--	OO
408	semantics	SPLIT	NN
409	How	--	RB
410	are	--	VB
411	they	--	NN
412	different	SPLIT	JJ
413	Cardelli	--	NN
414	2009	--	OO
415	Cardelli	--	NN
416	2013	--	OO
417	A	--	OO
418	language	--	NN
419	is	--	VB
420	a	--	OO
421	set	--	NN
422	of	--	OO
423	valid	--	JJ
424	sentences	SPLIT	NN
425	The	--	OO
426	validity	--	NN
427	of	--	OO
428	language	--	NN
429	can	--	VB
430	be	--	VB
431	broken	--	VB
432	down	--	OO
433	into	--	OO
434	two	--	OO
435	things	--	NN
436	syntax	--	NN
437	and	--	OO
438	semantics	SPLIT	NN
439	The	--	OO
440	term	--	NN
441	syntax	--	NN
442	refers	--	VB
443	to	--	OO
444	grammatical	--	JJ
445	structure	--	NN
446	of	--	OO
447	a	--	OO
448	language	--	NN
449	rather	--	RB
450	than	--	OO
451	what	--	NN
452	they	--	NN
453	refer	--	VB
454	to	--	OO
455	or	--	OO
456	mean	SPLIT	VB
457	Whereas	--	OO
458	the	--	OO
459	term	--	NN
460	semantics	--	NN
461	is	--	VB
462	concerned	--	VB
463	to	--	OO
464	the	--	OO
465	meaning	--	NN
466	of	--	OO
467	the	--	OO
468	vocabulary	--	NN
469	symbols	--	NN
470	arranged	--	VB
471	with	--	OO
472	that	--	OO
473	structure	--	NN
474	often	--	RB
475	in	--	OO
476	relation	--	NN
477	to	--	OO
478	their	--	JJ
479	truth	--	NN
480	and	--	OO
481	falsehood	SPLIT	NN
482	Grammatical	--	??
483	syntactically	--	??
484	valid	--	JJ
485	does	--	VB
486	not	--	RB
487	imply	--	VB
488	sensible	--	JJ
489	semantically	--	RB
490	valid	SPLIT	JJ
491	In	--	OO
492	mathematics	--	NN
493	computer	--	NN
494	science	--	NN
495	and	--	OO
496	linguistics	--	NN
497	a	--	OO
498	formal	--	JJ
499	language	--	NN
500	is	--	VB
501	a	--	OO
502	set	--	NN
503	of	--	OO
504	strings	--	NN
505	of	--	OO
506	symbols	--	NN
507	that	--	OO
508	may	--	VB
509	be	--	VB
510	constrained	--	VB
511	by	--	OO
512	rules	--	NN
513	that	--	OO
514	are	--	VB
515	specific	--	JJ
516	to	--	OO
517	it	SPLIT	NN
518	In	--	OO
519	computer	--	NN
520	science	--	NN
521	the	--	OO
522	process	--	NN
523	algebras	--	OO
524	Baeten	--	NN
525	2004	--	OO
526	are	--	VB
527	mathematically	--	RB
528	rigorous	--	JJ
529	languages	--	NN
530	with	--	OO
531	well	--	RB
532	defined	--	VB
533	semantics	--	NN
534	that	--	OO
535	permit	--	VB
536	describing	--	VB
537	and	--	OO
538	verifying	--	VB
539	properties	--	NN
540	of	--	OO
541	concurrent	--	JJ
542	communicating	--	??
543	systems	SPLIT	NN
544	Process	--	??
545	calculi	--	NN
546	provide	--	VB
547	a	--	OO
548	tool	--	NN
549	for	--	OO
550	the	--	OO
551	highlevel	--	JJ
552	description	--	NN
553	of	--	OO
554	interactions	--	NN
555	communications	--	NN
556	and	--	OO
557	synchronizations	--	NN
558	between	--	OO
559	a	--	OO
560	collection	--	NN
561	of	--	OO
562	independent	--	JJ
563	agents	--	NN
564	or	--	OO
565	processes	SPLIT	NN
566	They	--	NN
567	also	--	RB
568	provide	--	VB
569	algebraic	--	JJ
570	laws	--	NN
571	that	--	OO
572	allow	--	VB
573	process	--	NN
574	descriptions	--	NN
575	to	--	OO
576	be	--	VB
577	manipulated	--	VB
578	and	--	OO
579	analyzed	--	VB
580	and	--	OO
581	permit	--	VB
582	formal	--	JJ
583	reasoning	--	NN
584	about	--	OO
585	equivalences	--	NN
586	between	--	OO
587	processes	SPLIT	NN
588	The	--	OO
589	chemistry	--	NN
590	of	--	OO
591	diluted	--	JJ
592	wellmixed	--	JJ
593	solutions	--	NN
594	where	--	RB
595	floating	--	??
596	molecules	--	NN
597	can	--	VB
598	interact	--	VB
599	according	--	VB
600	to	--	OO
601	the	--	OO
602	reaction	--	NN
603	rules	--	NN
604	can	--	VB
605	be	--	VB
606	presented	--	VB
607	as	--	OO
608	process	--	NN
609	algebra	--	NN
610	Berry	--	NN
611	et	--	??
612	al	--	??
613	1989	SPLIT	OO
614	Thus	--	RB
615	two	--	OO
616	binary	--	JJ
617	relations	--	NN
618	can	--	VB
619	be	--	VB
620	defined	--	VB
621	on	--	OO
622	a	--	OO
623	set	--	NN
624	of	--	OO
625	chemical	--	NN
626	process	--	NN
627	algebra	--	NN
628	viz	SPLIT	NN
629	mixing	--	??
630	and	--	OO
631	reaction	SPLIT	NN
632	Let	--	VB
633	P	--	NN
634	Q	--	NN
635	and	--	OO
636	R	--	NN
637	are	--	VB
638	three	--	OO
639	chemical	--	JJ
640	solutions	--	NN
641	in	--	OO
642	a	--	OO
643	set	--	??
644	A	--	NN
645	Mixing	--	NN
646	P	--	NN
647	Q	--	NN
648	is	--	VB
649	an	--	OO
650	equivalence	--	??
651	relation	--	NN
652	which	--	OO
653	syntactically	--	RB
654	brings	--	VB
655	the	--	OO
656	floating	--	VB
657	molecules	--	NN
658	close	--	RB
659	to	--	OO
660	each	--	OO
661	other	--	JJ
662	so	--	OO
663	that	--	OO
664	they	--	NN
665	can	--	VB
666	interact	SPLIT	VB
667	Reaction	--	NN
668	P	--	NN
669	Q	--	NN
670	describes	--	VB
671	how	--	RB
672	a	--	OO
673	solution	--	NN
674	becomes	--	VB
675	a	--	OO
676	different	--	JJ
677	solution	SPLIT	NN
678	The	--	OO
679	symmetric	--	JJ
680	and	--	OO
681	transitive	--	JJ
682	closure	--	NN
683	represents	--	VB
684	sequences	--	NN
685	of	--	OO
686	reactions	SPLIT	NN
687	The	--	OO
688	chemical	--	NN
689	process	--	NN
690	algebra	--	NN
691	obeys	--	VB
692	the	--	OO
693	following	--	VB
694	general	--	JJ
695	laws	--	NN
696	Untitled	--	??
697	document	SPLIT	NN
