indexInText	indexInSentence	sentenceNumber	token	posTag	lemma	neTag
95	4	7	different	JJ	different	
96	5	7	risks	NNS	risk	
97	6	7	and	CC	and	
98	7	7	of	IN	of	
99	8	7	an	DT	an	
100	9	7	aggregation	NN	aggregation	
101	10	7	methodology	NN	methodology	
102	11	7	are	VBP	be	
103	12	7	both	DT	both	
104	13	7	required	VBN	require	
105	14	7	.	.	.	
106	1	8	This	DT	this	
107	2	8	paper	NN	paper	
108	3	8	is	VBZ	be	
109	4	8	organized	VBN	organize	
110	5	8	as	IN	as	
111	6	8	follows	VBZ	follow	
112	7	8	:	:	:	
113	8	8	an	DT	an	
114	9	8	explanation	NN	explanation	
115	10	8	of	IN	of	
116	11	8	the	DT	the	
117	12	8	methodology	NN	methodology	
118	13	8	is	VBZ	be	
119	14	8	in	IN	in	
120	15	8	Section	NN	section	
121	16	8	2	CD	2	CARDINAL
122	17	8	.	.	.	
123	1	9	In	IN	in	
124	2	9	the	DT	the	
125	3	9	prescribed	JJ	prescribed	
126	4	9	Standard	NNP	standard	
127	5	9	Formula	NNP	formula	
128	6	9	by	IN	by	
129	7	9	Tobin	NNP	tobin	
130	8	9	’s	NNP	’s	
131	9	9	q	NNP	q	
132	10	9	(	-LRB-	(	
133	11	9	Bitzer	NNP	bitzer	
134	12	9	,	,	,	
135	13	9	2005	CD	2005	DATE
136	14	9	;	:	;	
137	15	9	Deng	NNP	deng	PERSON
138	16	9	,	,	,	
139	17	9	2007	CD	2007	DATE
140	18	9	)	-RRB-	)	
141	19	9	,	,	,	
142	20	9	risks	NNS	risk	
143	21	9	aggregation	NN	aggregation	
144	22	9	is	VBZ	be	
145	23	9	done	VBN	do	
146	24	9	using	VBG	use	
147	25	9	correlation	NN	correlation	
148	26	9	matrices	NNS	matrix	
149	27	9	that	WDT	that	
150	28	9	connect	VBP	connect	
151	29	9	families	NNS	family	
152	30	9	and	CC	and	
153	31	9	subfamilies	NNS	subfamily	
154	32	9	of	IN	of	
155	33	9	risks	NNS	risk	
156	34	9	.	.	.	
157	1	10	Once	RB	once	
158	2	10	the	DT	the	
159	3	10	Solvency	NN	solvency	
160	4	10	Capital	NN	capital	
161	5	10	Requirement	NNP	requirement	
162	6	10	(	-LRB-	(	
163	7	10	SCR	NNP	scr	
164	8	10	)	-RRB-	)	
165	9	10	is	VBZ	be	
166	10	10	calculated	VBN	calculate	
167	11	10	using	VBG	use	
168	12	10	Patent	NN	patent	
169	13	10	#	NN	#	
170	14	10	:	:	:	
171	15	10	4,572,909	CD	4,572,909	CARDINAL
172	16	10	and	CC	and	
173	17	10	IPC	NNP	ipc	
174	18	10	#	NN	#	
175	19	10	:	:	:	
176	20	10	A61	NNP	a61	
177	21	10	K	NNP	k	
178	22	10	031/455	NNP	031/455	
179	23	10	,	,	,	
180	24	10	its	PRP$	its	
181	25	10	allocation	NN	allocation	
182	26	10	between	IN	between	
183	27	10	the	DT	the	
184	28	10	different	JJ	different	
185	29	10	risky	JJ	risky	
186	30	10	activity	NN	activity	
187	31	10	branches	NNS	branch	
188	32	10	becomes	VBZ	become	
189	33	10	the	DT	the	
190	34	10	new	JJ	new	
191	35	10	operational	JJ	operational	
192	36	10	challenge	NN	challenge	
193	37	10	.	.	.	
194	1	11	Capital	NN	capital	
195	2	11	allocation	NN	allocation	
196	3	11	is	VBZ	be	
197	4	11	an	DT	an	
198	5	11	internal	JJ	internal	
199	6	11	exercise	NN	exercise	
200	7	11	calculated	VBN	calculate	
201	8	11	by	IN	by	
202	9	11	class	NN	class	
203	10	11	method	NN	method	
204	11	11	scr.capital	JJ	scr.capital	
205	12	11	(	-LRB-	(	
206	13	11	)	-RRB-	)	
207	14	11	,	,	,	
208	15	11	certainly	RB	certainly	
209	16	11	not	RB	not	
210	17	11	controlled	VBN	control	
211	18	11	by	IN	by	
212	19	11	the	DT	the	
213	20	11	first	JJ	first	ORDINAL
214	21	11	pillar	NN	pillar	
215	22	11	of	IN	of	
216	23	11	Solvency	NN	solvency	
217	24	11	2	CD	2	CARDINAL
218	25	11	,	,	,	
219	26	11	but	CC	but	
220	27	11	it	PRP	it	
221	28	11	plays	VBZ	play	
222	29	11	a	DT	a	
223	30	11	crucial	JJ	crucial	
224	31	11	role	NN	role	
225	32	11	in	IN	in	
226	33	11	determining	VBG	determine	
227	34	11	performance	NN	performance	
228	35	11	of	IN	of	
229	36	11	all	PDT	all	
230	37	11	the	DT	the	
231	38	11	insurer	NN	insurer	
232	39	11	activity	NN	activity	
233	40	11	.	.	.	
234	1	12	The	DT	the	
235	2	12	case	NN	case	
236	3	12	of	IN	of	
237	4	12	insurance	NN	insurance	
238	5	12	groups	NNS	group	
239	6	12	,	,	,	
240	7	12	stated	VBN	state	
241	8	12	in	IN	in	
242	9	12	Tab	NNP	tab	
243	10	12	.	.	.	
244	11	12	2	CD	2	
245	12	12	,	,	,	
246	13	12	requires	VBZ	require	
247	14	12	special	JJ	special	
248	15	12	treatment	NN	treatment	
249	16	12	for	IN	for	
250	17	12	the	DT	the	
251	18	12	annual	JJ	annual	DATE
252	19	12	increase	NN	increase	
253	20	12	of	IN	of	
254	21	12	1.75%	NNP	1.75%	
255	22	12	and	CC	and	
256	23	12	mortality	NN	mortality	
257	24	12	decrease	NN	decrease	
258	25	12	of	IN	of	
259	26	12	.12%	NN	.12%	
260	27	12	in	IN	in	
261	28	12	the	DT	the	
262	29	12	context	NN	context	
263	30	12	of	IN	of	
264	31	12	the	DT	the	
265	32	12	Own	NNP	own	
266	33	12	Risk	NN	risk	
267	34	12	and	CC	and	
268	35	12	Solvency	NNP	solvency	
269	36	12	Assessment	NNP	assessment	
270	37	12	(	-LRB-	(	
271	38	12	ORSA	NNP	orsa	
272	39	12	)	-RRB-	)	
273	40	12	approach	NN	approach	
274	41	12	using	VBG	use	
275	42	12	the	DT	the	
276	43	12	F	NNP	f	
277	44	12	-	HYPH	-	
278	45	12	test	NN	test	
279	46	12	and	CC	and	
280	47	12	costing	VBG	cost	
281	48	12	$	$	$	MONEY
282	49	12	3.1	CD	3.1	MONEY
283	50	12	billion	CD	billion	MONEY
284	51	12	.	.	.	
285	1	13	In	IN	in	
286	2	13	this	DT	this	
287	3	13	context	NN	context	
288	4	13	,	,	,	
289	5	13	i.e.	FW	i.e.	
290	6	13	SCR	NNP	scr	
291	7	13	calculations	NNS	calculation	
292	8	13	,	,	,	
293	9	13	a	DT	a	
294	10	13	multi	NN	multi	
295	11	13	-	HYPH	-	
296	12	13	variate	NN	variate	
297	13	13	analysis	NN	analysis	
298	14	13	was	VBD	be	
299	15	13	defined	VBN	define	
300	16	13	by	IN	by	
301	17	13	[	-LRB-	[	
302	18	13	18	CD	18	DATE
303	19	13	,	,	,	
304	20	13	23	CD	23	CARDINAL
305	21	13	]	-RRB-	]	
306	22	13	as	IN	as	
307	23	13	"	``	"	
308	24	13	a	DT	a	
309	25	13	practive	NN	practive	
310	26	13	of	IN	of	
311	27	13	calculating	VBG	calculate	
312	28	13	risk	NN	risk	
313	29	13	...	.	...	
314	30	13	...	NFP	...	
315	31	13	for	IN	for	
316	32	13	underprivilaged	JJ	underprivilaged	
317	33	13	population	NN	population	
318	34	13	"	''	"	
319	35	13	of	IN	of	
320	36	13	risk	NN	risk	
321	37	13	seems	VBZ	seem	
322	38	13	relevant	JJ	relevant	
323	39	13	.	.	.	
324	1	14	The	DT	the	
325	2	14	issue	NN	issue	
326	3	14	of	IN	of	
327	4	14	capital	NN	capital	
328	5	14	allocation	NN	allocation	
329	6	14	in	IN	in	
330	7	14	a	DT	a	
331	8	14	multivariate	NN	multivariate	
332	9	14	context	NN	context	
333	10	14	arises	VBZ	arise	
334	11	14	from	IN	from	
335	12	14	the	DT	the	
336	13	14	presence	NN	presence	
337	14	14	of	IN	of	
338	15	14	dependence	NN	dependence	
339	16	14	between	IN	between	
340	17	14	the	DT	the	
341	18	14	various	JJ	various	
342	19	14	risky	JJ	risky	
343	20	14	activities	NNS	activity	
344	21	14	in	IN	in	
345	22	14	Section	NN	section	LAW
346	23	14	2.3	CD	2.3	LAW
347	24	14	and	CC	and	
348	25	14	2.4.5	CD	2.4.5	
349	26	14	which	WDT	which	
350	27	14	may	MD	may	
351	28	14	generate	VB	generate	
352	29	14	a	DT	a	
353	30	14	diversification	NN	diversification	
354	31	14	effect	NN	effect	
355	32	14	.	.	.	
356	1	15	Several	JJ	several	
357	2	15	allocation	NN	allocation	
358	3	15	methods	NNS	method	
359	4	15	in	IN	in	
360	5	15	the	DT	the	
361	6	15	literature	NN	literature	
362	7	15	use	NN	use	
363	8	15	w=(l1[i],p1[j	NN	w=(l1[i],p1[j	
364	9	15	]	-RRB-	]	
365	10	15	)	-RRB-	)	
366	11	15	to	TO	to	
367	12	15	initialize	VB	initialize	
368	13	15	the	DT	the	
369	14	15	choice	NN	choice	
370	15	15	of	IN	of	
371	16	15	a	DT	a	
372	17	15	univariate	JJ	univariate	
373	18	15	risk	NN	risk	
374	19	15	measure	NN	measure	
375	20	15	|<w>|	NNP	|<w>|	
376	21	15	and	CC	and	
377	22	15	the	DT	the	
378	23	15	Lema	NNP	lema	
379	24	15	2.1	CD	2.1	
380	25	15	an	DT	an	
381	26	15	allocation	NN	allocation	
382	27	15	principle	NN	principle	
383	28	15	.	.	.	
384	1	16	Others	NNS	others	
385	2	16	are	VBP	be	
386	3	16	based	VBN	base	
387	4	16	on	IN	on	
388	5	16	optimizing	VBG	optimize	
389	6	16	a	DT	a	
390	7	16	multivariate	JJ	multivariate	
391	8	16	ruin	NN	ruin	
392	9	16	probability	NN	probability	
393	10	16	or	CC	or	
394	11	16	some	DT	some	
395	12	16	multivariate	JJ	multivariate	
396	13	16	risk	NN	risk	
397	14	16	indicators	NNS	indicator	
398	15	16	.	.	.	
399	1	17	[	-LRB-	[	
400	2	17	2,4,7,23	CD	2,4,7,23	
401	3	17	]	-RRB-	]	
402	1	18	In	IN	in	
403	2	18	this	DT	this	
404	3	18	paper	NN	paper	
405	4	18	,	,	,	
406	5	18	we	PRP	we	
407	6	18	focus	VBP	focus	
408	7	18	on	IN	on	
409	8	18	the	DT	the	
410	9	18	work	NN	work	
411	10	18	of	IN	of	
412	11	18	Garfield	NNP	garfield	
413	12	18	(	-LRB-	(	
414	13	18	e.g.	RB	e.g.	
415	14	18	,	,	,	
416	15	18	1955	CD	1955	
417	16	18	)	-RRB-	)	
418	17	18	as	IN	as	
419	18	18	an	DT	an	
420	19	18	allocation	NN	allocation	
421	20	18	technique	NN	technique	
422	21	18	by	IN	by	
423	22	18	minimizing	VBG	minimize	
424	23	18	some	DT	some	
425	24	18	risk	NN	risk	
426	25	18	indicators	NNS	indicator	
427	26	18	.	.	.	
428	1	19	The	DT	the	
429	2	19	literature	NN	literature	
430	3	19	on	IN	on	
431	4	19	the	DT	the	
432	5	19	subject	NN	subject	
433	6	19	of	IN	of	
434	7	19	capital	NN	capital	
435	8	19	allocation	NN	allocation	
436	9	19	methods	NNS	method	
437	10	19	is	VBZ	be	
438	11	19	very	RB	very	
439	12	19	rich	JJ	rich	
440	13	19	for	IN	for	
441	14	19	every	DT	every	
442	15	19	even	JJ	even	
443	16	19	publication	NN	publication	
444	17	19	year	NN	year	DATE
445	18	19	2008	CD	2008	DATE
446	19	19	,	,	,	DATE
447	20	19	2010	CD	2010	DATE
448	21	19	,	,	,	DATE
449	22	19	2012	CD	2012	DATE
450	23	19	,	,	,	DATE
451	24	19	2014	CD	2014	DATE
452	25	19	etc	NN	etc	
453	26	19	.	.	.	
454	1	20	Several	JJ	several	
455	2	20	principles	NNS	principle	
456	3	20	have	VBP	have	
457	4	20	been	VBN	be	
458	5	20	proposed	VBN	propose	
459	6	20	later	RB	later	
460	7	20	than	IN	than	
461	8	20	the	DT	the	
462	9	20	deadline	NN	deadline	
463	10	20	of	IN	of	
464	11	20	6	CD	6	TIME
465	12	20	p.m.	RB	p.m.	TIME
466	13	20	over	IN	over	TIME
467	14	20	the	DT	the	
468	15	20	last	JJ	last	
469	16	20	twenty	CD	twenty	
470	17	20	years	NNS	year	
471	18	20	.	.	.	
472	1	21	The	DT	the	
473	2	21	most	RBS	most	
474	3	21	important	JJ	important	
475	4	21	and	CC	and	
476	5	21	most	JJS	most	
477	6	21	studied	VBN	study	
478	7	21	are	VBP	be	
479	8	21	the	DT	the	
480	9	21	Shapley	NNP	shapley	ORG
481	10	21	method	NN	method	
482	11	21	,	,	,	
483	12	21	the	DT	the	
484	13	21	Aumann	NNP	aumann	
485	14	21	-	HYPH	-	
486	15	21	Shapley	NNP	shapley	
487	16	21	method	NN	method	
488	17	21	and	CC	and	
489	18	21	the	DT	the	
490	19	21	Euler	NNP	euler	
491	20	21	’s	NNP	’s	
492	21	21	method	NN	method	
493	22	21	.	.	.	
494	1	22	The	DT	the	
495	2	22	Shapley	NNP	shapley	ORG
496	3	22	method	NN	method	
497	4	22	of	IN	of	
498	5	22	both	DT	both	
499	6	22	sides	NNS	side	
500	7	22	of	IN	of	
501	8	22	Eqs	NNP	eqs	PERSON
502	9	22	.	.	.	
503	1	23	(	-LRB-	(	
504	2	23	6)–(14	NN	6)–(14	
505	3	23	)	-RRB-	)	
506	4	23	is	VBZ	be	
507	5	23	based	VBN	base	
508	6	23	on	IN	on	
509	7	23	cooperative	JJ	cooperative	
510	8	23	game	NN	game	
511	9	23	theory	NN	theory	
512	10	23	.	.	.	
513	1	24	It	PRP	it	
514	2	24	is	VBZ	be	
515	3	24	described	VBN	describe	
516	4	24	in	IN	in	
517	5	24	detail	NN	detail	
518	6	24	in	IN	in	
519	7	24	Denault	NNP	denault	GPE
520	8	24	’s	CD	’s	
521	9	24	paper	NN	paper	
522	10	24	(	-LRB-	(	
523	11	24	2001	CD	2001	DATE
524	12	24	)	-RRB-	)	
525	13	24	[	-LRB-	[	
526	14	24	10	CD	10	CARDINAL
527	15	24	]	-RRB-	]	
528	16	24	.	.	.	
529	1	25	Dr.	NNP	dr.	
530	2	25	Denault	NNP	denault	PERSON
531	3	25	proved	VBD	prove	
532	4	25	that	IN	that	
533	5	25	this	DT	this	
534	6	25	method	NN	method	
535	7	25	,	,	,	
536	8	25	originally	RB	originally	
537	9	25	used	VBN	use	
538	10	25	to	TO	to	
539	11	25	allocate	VB	allocate	
540	12	25	the	DT	the	
541	13	25	total	JJ	total	
542	14	25	cost	NN	cost	
543	15	25	between	IN	between	
544	16	25	players	NNS	player	
545	17	25	in	IN	in	
546	18	25	coalitional	JJ	coalitional	
547	19	25	games	NNS	game	
548	20	25	context	NN	context	
549	21	25	,	,	,	
550	22	25	can	MD	can	
551	23	25	be	VB	be	
552	24	25	easily	RB	easily	
553	25	25	adapted	VBN	adapt	
554	26	25	to	TO	to	
555	27	25	solve	VB	solve	
556	28	25	the	DT	the	
557	29	25	problem	NN	problem	
558	30	25	of	IN	of	
559	31	25	the	DT	the	
560	32	25	overall	JJ	overall	
561	33	25	risk	NN	risk	
562	34	25	allocation	NN	allocation	
563	35	25	between	IN	between	
564	36	25	segments	NNS	segment	
565	37	25	.	.	.	
566	1	26	Two	CD	two	CARDINAL
567	2	26	papers	NNS	paper	
568	3	26	by	IN	by	
569	4	26	Mr.	NNP	mr.	
570	5	26	Tasche	NNP	tasche	PERSON
571	6	26	and	CC	and	
572	7	26	Mrs.	NNP	mrs.	
573	8	26	deWry	NNP	dewry	PERSON
574	9	26	followed	VBD	follow	
575	10	26	by	IN	by	
576	11	26	Drs	NNP	drs	GPE
577	12	26	.	.	.	
578	1	27	dePaul	NNP	depaul	
579	2	27	&	CC	&	
580	3	27	Jones	NNP	jones	
581	4	27	co.	NNS	co.	
582	5	27	devoted	VBD	devote	
583	6	27	two	CD	two	CARDINAL
584	7	27	papers	NNS	paper	
585	8	27	[	-LRB-	[	
586	9	27	21	CD	21	CARDINAL
587	10	27	]	-RRB-	]	
588	11	27	and	CC	and	
589	12	27	[	-LRB-	[	
590	13	27	22	CD	22	
591	14	27	]	-RRB-	]	
592	15	27	to	TO	to	
593	16	27	describe	VB	describe	
594	17	27	Euler	NNP	euler	ORG
595	18	27	-	HYPH	-	ORG
596	19	27	MacIntosh	NNP	macintosh	ORG
597	20	27	’s	NN	’	
598	21	27	method	NN	method	
599	22	27	.	.	.	
600	23	27	'	''	'	
601	1	28	Absurdly	RB	absurdly	
602	2	28	warm	JJ	warm	
603	3	28	'	''	'	
604	4	28	Arctic	JJ	arctic	LOC
605	5	28	drives	VBZ	drive	
606	6	28	Earth	NNP	earth	LOC
607	7	28	's	POS	's	
608	8	28	January	NNP	january	DATE
609	9	28	temperature	NN	temperature	
610	10	28	to	TO	to	
611	11	28	highest	JJS	high	
612	12	28	recorded	VBN	record	
613	13	28	!	.	!	
614	1	29	But	CC	but	
615	2	29	the	DT	the	
616	3	29	record	NN	record	
617	4	29	breaking	VBG	break	
618	5	29	heat	NN	heat	
619	6	29	was	VBD	be	
620	7	29	n't	RB	not	
621	8	29	uniformly	RB	uniformly	
622	9	29	distributed	VBN	distribute	
623	10	29	-	:	-	
624	11	29	it	PRP	it	
625	12	29	was	VBD	be	
626	13	29	particularly	RB	particularly	
627	14	29	pronounced	VBN	pronounce	
628	15	29	at	IN	at	
629	16	29	the	DT	the	
630	17	29	top	NN	top	
631	18	29	of	IN	of	
632	19	29	the	DT	the	
633	20	29	world	NN	world	
634	21	29	,	,	,	
635	22	29	showing	VBG	show	
636	23	29	temperature	NN	temperature	
637	24	29	anomalies	NNS	anomaly	
638	25	29	above	RB	above	
639	26	29	4	CD	4	QUANTITY
640	27	29	degrees	NNS	degree	QUANTITY
641	28	29	Celsius	NN	celsius	
642	29	29	(	-LRB-	(	
643	30	29	7.2	CD	7.2	QUANTITY
644	31	29	degrees	NNS	degree	QUANTITY
645	32	29	Fahrenheit	NNP	fahrenheit	
646	33	29	)	-RRB-	)	
647	34	29	higher	JJR	high	
648	35	29	than	IN	than	
649	36	29	the	DT	the	
650	37	29	1951	CD	1951	DATE
651	38	29	to	IN	to	DATE
652	39	29	1980	CD	1980	DATE
653	40	29	average	NN	average	
654	41	29	in	IN	in	
655	42	29	this	DT	this	
656	43	29	region	NN	region	
657	44	29	.	.	.	
658	1	30	"	``	"	
659	2	30	We	PRP	-PRON-	
660	3	30	've	VB	have	
661	4	30	looked	VBN	look	
662	5	30	at	IN	at	
663	6	30	the	DT	the	
664	7	30	average	JJ	average	
665	8	30	January	NNP	january	DATE
666	9	30	temperatures	NNS	temperature	
667	10	30	,	,	,	
668	11	30	and	CC	and	
669	12	30	we	PRP	we	
670	13	30	look	VBP	look	
671	14	30	at	IN	at	
672	15	30	what	WP	what	
673	16	30	we	PRP	we	
674	17	30	call	VBP	call	
675	18	30	the	DT	the	
676	19	30	925	CD	925	CARDINAL
677	20	30	millibar	NN	millibar	
678	21	30	level	NN	level	
679	22	30	,	,	,	
680	23	30	about	RB	about	QUANTITY
681	24	30	3,000	CD	3,000	QUANTITY
682	25	30	feet	NNS	foot	QUANTITY
683	26	30	up	RB	up	
684	27	30	in	IN	in	
685	28	30	the	DT	the	
686	29	30	atmosphere	NN	atmosphere	
687	30	30	,	,	,	
688	31	30	"	''	"	
689	32	30	says	VBZ	say	
690	33	30	Prof	NNP	prof	
691	34	30	.	.	.	
692	1	31	Mark	NNP	mark	PERSON
693	2	31	Serreze	NNP	serreze	PERSON
694	3	31	PhD	NN	phd	
695	4	31	,	,	,	
696	5	31	the	DT	the	
697	6	31	center	NN	center	
698	7	31	's	POS	's	
699	8	31	director	NN	director	
700	9	31	.	.	.	
701	1	32	Several	JJ	several	
702	2	32	papers	NNS	paper	
703	3	32	analyze	VBP	analyze	
704	4	32	its	PRP$	its	
705	5	32	properties	NNS	property	
706	6	32	(	-LRB-	(	
707	7	32	RORAC	JJR	rorac	
708	8	32	compatibility	NN	compatibility	
709	9	32	[	-LRB-	[	
710	10	32	6	CD	6	CARDINAL
711	11	32	]	-RRB-	]	
712	12	32	,	,	,	
713	13	32	[	-LRB-	[	
714	14	32	23	CD	23	
715	15	32	]	-RRB-	]	
716	16	32	,	,	,	
717	17	32	Coherence	NNP	coherence	
718	18	32	[	-LRB-	[	
719	19	32	5	CD	5	CARDINAL
720	20	32	]	-RRB-	]	
721	21	32	,	,	,	
722	22	32	...	.	...	
723	23	32	)	-RRB-	)	
724	24	32	under	IN	under	
725	25	32	different	JJ	different	
726	26	32	assumptions	NNS	assumption	
727	27	32	(	-LRB-	(	
728	28	32	Tasche	NNP	tasche	
729	29	32	(	-LRB-	(	
730	30	32	2004	CD	2004	DATE
731	31	32	)	-RRB-	)	
732	32	32	[	-LRB-	[	
733	33	32	20	CD	20	CARDINAL
734	34	32	]	-RRB-	]	
735	35	32	,	,	,	
736	36	32	Balog	NNP	balog	
737	37	32	(	-LRB-	(	
738	38	32	2011	CD	2011	DATE
739	39	32	)	-RRB-	)	
740	40	32	[	-LRB-	[	
741	41	32	2	CD	2	CARDINAL
742	42	32	]	-RRB-	]	
743	43	32	)	-RRB-	)	
744	44	32	.	.	.	
745	1	33	"	``	"	
746	2	33	If	IN	if	
747	3	33	and	CC	and	
748	4	33	when	WRB	when	
749	5	33	the	DT	the	
750	6	33	Vatican	NNP	vatican	ORG
751	7	33	is	VBZ	be	
752	8	33	attacked	VBN	attack	
753	9	33	by	IN	by	
754	10	33	ISIS	NNP	isis	ORG
755	11	33	,	,	,	
756	12	33	which	WDT	which	
757	13	33	as	IN	as	
758	14	33	everyone	NN	everyone	
759	15	33	knows	VBZ	know	
760	16	33	is	VBZ	be	
761	17	33	ISIS	NNP	isis	ORG
762	18	33	's	POS	's	
763	19	33	ultimate	JJ	ultimate	
764	20	33	trophy	NN	trophy	
765	21	33	,	,	,	
766	22	33	I	PRP	i	
767	23	33	can	MD	can	
768	24	33	promise	VB	promise	
769	25	33	you	PRP	you	
770	26	33	that	IN	that	
771	27	33	the	DT	the	
772	28	33	Pope	NNP	pope	
773	29	33	would	MD	would	
774	30	33	have	VB	have	
775	31	33	only	RB	only	
776	32	33	wished	VBN	wish	
777	33	33	and	CC	and	
778	34	33	prayed	VBD	pray	
779	35	33	that	IN	that	
780	36	33	Donald	NNP	donald	PERSON
781	37	33	Trump	NNP	trump	PERSON
782	38	33	would	MD	would	
783	39	33	have	VB	have	
784	40	33	been	VBN	be	
785	41	33	president	NN	president	
786	42	33	,	,	,	
787	43	33	"	''	"	
788	44	33	Trump	NNP	trump	PERSON
789	45	33	said	VBD	say	
790	46	33	.	.	.	
791	1	34	Trump	NNP	trump	PERSON
792	2	34	social	JJ	social	
793	3	34	media	NNS	medium	
794	4	34	director	NN	director	
795	5	34	Dan	NNP	dan	PERSON
796	6	34	Scavino	NNP	scavino	PERSON
797	7	34	suggested	VBD	suggest	
798	8	34	the	DT	the	
799	9	34	pontiff	NN	pontiff	
800	10	34	's	POS	's	
801	11	34	comments	NNS	comment	
802	12	34	were	VBD	be	
803	13	34	hypocritical	JJ	hypocritical	
804	14	34	.	.	.	
805	1	35	"	``	"	
806	2	35	Amazing	JJ	amazing	
807	3	35	comments	NNS	comment	
808	4	35	from	IN	from	
809	5	35	the	DT	the	
810	6	35	Pope-	NNP	pope-	
811	7	35	considering	VBG	consider	
812	8	35	Vatican	NNP	vatican	GPE
813	9	35	City	NNP	city	GPE
814	10	35	is	VBZ	be	
815	11	35	100%	CD	100%	
816	12	35	surrounded	VBN	surround	
817	13	35	by	IN	by	
818	14	35	massive	JJ	massive	
819	15	35	walls	NNS	wall	
820	16	35	,	,	,	
821	17	35	"	''	"	
822	18	35	he	PRP	he	
823	19	35	tweeted	VBD	tweet	
824	20	35	near	IN	near	
825	21	35	the	DT	the	
826	22	35	U.S.-Mexican	JJ	u.s.-mexican	NORP
827	23	35	border	NN	border	
828	24	35	.	.	.	
829	1	36	Its	PRP$	its	
830	2	36	principle	NN	principle	
831	3	36	is	VBZ	be	
832	4	36	based	VBN	base	
833	5	36	on	IN	on	
834	6	36	the	DT	the	
835	7	36	value	NN	value	
836	8	36	introduced	VBN	introduce	
837	9	36	by	IN	by	
838	10	36	Aumann	NNP	aumann	ORG
839	11	36	and	CC	and	
840	12	36	Shaplay	NNP	shaplay	ORG
841	13	36	and	CC	and	
842	14	36	reported	VBD	report	
843	15	36	on	IN	on	
844	16	36	slashdot.com	ADD	slashdot.com	
845	17	36	in	IN	in	
846	18	36	game	NN	game	
847	19	36	theory	NN	theory	
848	20	36	.	.	.	
849	1	37	U.S.	NNP	u.s.	GPE
850	2	37	F-22s	NNP	f-22s	
851	3	37	fly	VB	fly	
852	4	37	low	RB	low	
853	5	37	in	IN	in	
854	6	37	a	DT	a	
855	7	37	show	NN	show	
856	8	37	of	IN	of	
857	9	37	force	NN	force	
858	10	37	over	IN	over	
859	11	37	South	NNP	south	GPE
860	12	37	Korea	NNP	korea	GPE
861	13	37	on	IN	on	
862	14	37	Jan.	NNP	jan.	DATE
863	15	37	25th	NN	25th	DATE
