indexInText	indexInSentence	sentenceNumber	startingChar	endingChar	token	posTag
296	7	11	51	53	in	OO
297	8	11	54	59	heavy	JJ
298	9	11	60	70	quarkonium	NN
299	10	11	71	81	production	NN
300	11	11	82	84	is	VB
301	12	11	85	90	given	VB
302	13	11	91	93	by	OO
303	14	11	94	96	[1	OO
304	15	11	96	97	]	NN
305	16	11	98	99	<	NN
306	17	11	100	102	On	OO
307	18	11	103	105	>=	NN
308	19	11	105	106	<	NN
309	20	11	107	108	χ	NN
310	21	11	108	109	†	NN
311	22	11	110	111	(	OO
312	23	11	111	117	0)Knξ(	JJ
313	24	11	117	118	0	OO
314	25	11	118	120	)(	NN
315	26	11	120	121	a	OO
316	27	11	122	123	†	NN
317	28	11	124	127	HaH	NN
318	29	11	128	130	)ξ	OO
319	30	11	131	132	†	NN
320	31	11	133	134	(	OO
321	32	11	134	138	0)K′	JJ
322	33	11	139	142	nχ(	NN
323	34	11	142	143	0	OO
324	35	11	143	144	)	OO
325	36	11	145	146	>	OO
326	37	11	147	148	(	OO
327	38	11	148	149	1	OO
328	39	11	149	150	)	OO
329	40	11	151	156	where	RB
330	41	11	157	158	ξ	NN
331	42	11	159	161	is	VB
332	43	11	162	165	the	OO
333	44	11	166	169	two	OO
334	45	11	170	179	component	NN
335	46	11	180	185	Dirac	NN
336	47	11	186	192	spinor	JJ
337	48	11	193	198	field	NN
338	49	11	199	203	that	OO
339	50	11	204	215	annihilates	NN
340	51	11	216	217	a	OO
341	52	11	218	223	heavy	JJ
342	53	11	224	229	quark	NN
343	54	11	229	230	,	OO
344	55	11	231	232	χ	NN
345	56	11	233	235	is	VB
346	57	11	236	239	the	OO
347	58	11	240	243	two	OO
348	59	11	244	253	component	NN
349	60	11	254	259	Dirac	NN
350	61	11	260	266	spinor	JJ
351	62	11	267	272	field	NN
352	63	11	273	277	that	OO
353	64	11	278	285	creates	VB
354	65	11	286	287	a	OO
355	66	11	288	293	heavy	JJ
356	67	11	294	299	quark	NN
357	68	11	299	300	,	OO
358	69	11	301	302	a	OO
359	70	11	303	304	†	NN
360	71	11	305	306	H	NN
361	72	11	307	309	is	VB
362	73	11	310	313	the	OO
363	74	11	314	322	operator	NN
364	75	11	323	327	that	OO
365	76	11	328	335	creates	VB
366	77	11	336	339	the	OO
367	78	11	340	345	heavy	JJ
368	79	11	346	356	quarkonium	NN
369	80	11	357	358	H	NN
370	81	11	359	361	in	OO
371	82	11	362	365	the	OO
372	83	11	366	369	out	JJ
373	84	11	370	375	state	NN
374	85	11	375	376	.	OO
375	1	12	1	4	The	OO
376	2	12	5	12	factors	NN
377	3	12	13	15	Kn	VB
378	4	12	16	19	and	OO
379	5	12	20	22	K′	VB
380	6	12	23	24	n	RB
381	7	12	25	28	are	VB
382	8	12	29	37	products	NN
383	9	12	38	40	of	OO
384	10	12	41	42	a	OO
385	11	12	43	48	color	NN
386	12	12	49	55	matrix	NN
387	13	12	56	63	(either	OO
388	14	12	64	65	a	OO
389	15	12	66	70	unit	NN
390	16	12	71	77	matrix	NN
391	17	12	78	80	or	OO
392	18	12	81	82	T	NN
393	19	12	83	84	a	OO
394	20	12	85	86	)	OO
395	21	12	86	87	,	OO
396	22	12	88	89	a	OO
397	23	12	90	94	spin	NN
398	24	12	95	101	matrix	NN
399	25	12	102	109	(either	OO
400	26	12	110	111	a	OO
401	27	12	112	116	unit	NN
402	28	12	117	123	matrix	NN
403	29	12	124	126	or	OO
404	30	12	127	128	σ	JJ
405	31	12	129	130	i	NN
406	32	12	131	132	)	OO
407	33	12	133	136	and	OO
408	34	12	137	138	a	OO
409	35	12	139	149	polynomial	NN
410	36	12	150	152	of	OO
411	37	12	153	162	covariant	JJ
412	38	12	163	173	derivative	JJ
413	39	12	174	176	D.	NN
414	40	12	177	180	The	OO
415	41	12	181	186	color	NN
416	42	12	187	190	and	OO
417	43	12	191	195	spin	NN
418	44	12	196	203	indices	NN
419	45	12	204	206	on	OO
420	46	12	207	210	the	OO
421	47	12	211	217	fields	NN
422	48	12	218	219	χ	OO
423	49	12	220	223	and	OO
424	50	12	224	225	ξ	NN
425	51	12	226	230	have	VB
426	52	12	231	235	been	VB
427	53	12	236	246	suppressed	VB
428	54	12	246	247	.	OO
429	1	13	1	4	The	OO
430	2	13	5	15	production	NN
431	3	13	16	21	cross	NN
432	4	13	22	29	section	NN
433	5	13	30	33	for	OO
434	6	13	34	39	heavy	JJ
435	7	13	40	50	quarkonium	NN
436	8	13	51	52	H	NN
437	9	13	53	55	at	OO
438	10	13	56	66	transverse	JJ
439	11	13	67	75	momentum	NN
440	12	13	76	78	PT	NN
441	13	13	79	81	in	OO
442	14	13	82	87	NRQCD	NN
443	15	13	88	98	factorizes	VB
444	16	13	99	103	into	OO
445	17	13	104	105	a	OO
446	18	13	106	109	sum	NN
447	19	13	110	112	of	OO
448	20	13	113	125	perturbative	JJ
449	21	13	126	135	functions	NN
450	22	13	136	141	times	NN
451	23	13	142	151	universal	JJ
452	24	13	152	158	matrix	NN
453	25	13	159	167	elements	NN
454	26	13	167	168	,	OO
455	27	13	169	181	dσA+B→H+X(PT	NN
456	28	13	182	183	)	OO
457	29	13	184	185	=	OO
458	30	13	186	187	X	NN
459	31	13	188	189	n	RB
460	32	13	190	202	dσˆA+B→QQ¯[n	JJ
461	33	13	202	208	]+X(PT	NN
462	34	13	209	210	)	OO
463	35	13	211	212	<	NN
464	36	13	213	215	On	OO
465	37	13	216	217	>	NN
466	38	13	218	219	(	OO
467	39	13	219	220	2	OO
468	40	13	220	221	)	OO
469	41	13	222	227	where	RB
470	42	13	228	232	each	OO
471	43	13	233	238	NRQCD	NN
472	44	13	239	255	non-perturbative	JJ
473	45	13	256	262	matrix	NN
474	46	13	263	270	element	NN
475	47	13	271	272	<	NN
476	48	13	273	275	On	OO
477	49	13	276	277	>	NN
478	50	13	278	288	represents	VB
479	51	13	289	292	the	OO
480	52	13	293	304	probability	NN
481	53	13	305	307	of	OO
482	54	13	308	309	a	OO
483	55	13	310	315	heavy	JJ
484	56	13	316	331	quark-antiquark	NN
485	57	13	332	336	pair	NN
486	58	13	337	339	in	OO
487	59	13	340	345	state	NN
488	60	13	346	349	[n]	NN
489	61	13	349	350	,	OO
490	62	13	351	355	such	JJ
491	63	13	356	358	as	OO
492	64	13	359	364	color	NN
493	65	13	365	372	singlet	VB
494	66	13	373	375	or	OO
495	67	13	376	381	color	NN
496	68	13	382	387	octet	NN
497	69	13	388	392	etc.	NN
498	70	13	392	393	,	OO
499	71	13	394	396	to	OO
500	72	13	397	404	produce	VB
501	73	13	405	410	heavy	JJ
502	74	13	411	421	quarkonium	NN
503	75	13	422	427	state	NN
504	76	13	428	430	H.	NN
505	77	13	431	432	2	OO
506	78	13	433	436	The	OO
507	79	13	437	450	fragmentation	NN
508	80	13	451	459	function	NN
509	81	13	460	463	for	OO
510	82	13	464	470	parton	NN
511	83	13	471	472	i	NN
512	84	13	473	475	to	OO
513	85	13	476	482	evolve	VB
514	86	13	483	487	into	OO
515	87	13	488	489	a	OO
516	88	13	490	495	heavy	JJ
517	89	13	496	506	quarkonium	NN
518	90	13	507	509	at	OO
519	91	13	510	515	large	JJ
520	92	13	516	518	PT	NN
521	93	13	519	521	is	VB
522	94	13	522	532	factorized	VB
523	95	13	533	542	according	VB
524	96	13	543	545	to	OO
525	97	13	546	548	[5	VB
526	98	13	548	549	]	JJ
527	99	13	550	556	DH/i(z	NN
528	100	13	556	557	,	OO
529	101	13	558	560	mc	NN
530	102	13	560	561	,	OO
531	103	13	562	563	µ	NN
532	104	13	563	564	)	OO
533	105	13	565	566	=	OO
534	106	13	567	568	X	NN
535	107	13	569	570	n	RB
536	108	13	571	579	di→QQ¯[n	VB
537	109	13	579	580	]	OO
538	110	13	581	583	(z	NN
539	111	13	583	584	,	OO
540	112	13	585	587	mc	NN
541	113	13	587	588	,	OO
542	114	13	589	590	µ	NN
543	115	13	590	591	)	OO
544	116	13	592	593	<	OO
545	117	13	594	596	On	OO
546	118	13	597	598	>	NN
547	119	13	599	600	(	OO
548	120	13	600	601	3	OO
549	121	13	601	602	)	OO
550	122	13	603	605	in	OO
551	123	13	606	611	terms	NN
552	124	13	612	614	of	OO
553	125	13	615	619	same	JJ
554	126	13	620	625	NRQCD	NN
555	127	13	626	642	non-perturbative	JJ
556	128	13	643	649	matrix	NN
557	129	13	650	658	elements	NN
558	130	13	658	659	,	OO
559	131	13	660	665	along	OO
560	132	13	666	670	with	OO
561	133	13	671	683	perturbative	JJ
562	134	13	684	693	functions	NN
563	135	13	694	702	di→QQ¯[n	OO
564	136	13	702	703	]	NN
565	137	13	704	706	(z	NN
566	138	13	706	707	,	OO
567	139	13	708	710	mc	NN
568	140	13	710	711	,	OO
569	141	13	712	713	µ	NN
570	142	13	713	714	)	OO
571	143	13	715	719	that	OO
572	144	13	720	728	describe	VB
573	145	13	729	732	the	OO
574	146	13	733	742	evolution	NN
575	147	13	743	745	of	OO
576	148	13	746	748	an	OO
577	149	13	749	758	off-shell	JJ
578	150	13	759	765	parton	NN
579	151	13	766	770	into	OO
580	152	13	771	772	a	OO
581	153	13	773	778	heavy	JJ
582	154	13	779	793	quarkantiquark	NN
583	155	13	794	798	pair	NN
584	156	13	799	801	in	OO
585	157	13	802	807	state	NN
586	158	13	808	811	[n]	NN
587	159	13	811	812	,	OO
588	160	13	813	817	such	JJ
589	161	13	818	820	as	OO
590	162	13	821	826	color	NN
591	163	13	827	834	singlet	VB
592	164	13	835	837	or	OO
593	165	13	838	843	color	NN
594	166	13	844	849	octet	NN
595	167	13	850	854	etc.	NN
596	168	13	854	855	.	OO
597	1	14	1	3	At	OO
598	2	14	4	5	a	OO
599	3	14	6	11	first	JJ
600	4	14	12	18	glance	NN
601	5	14	19	21	it	NN
602	6	14	22	25	can	VB
603	7	14	26	28	be	VB
604	8	14	29	35	easily	RB
605	9	14	36	40	seen	VB
606	10	14	41	45	that	OO
607	11	14	46	49	the	OO
608	12	14	50	66	non-perturbative	JJ
609	13	14	67	72	NRQCD	NN
610	14	14	73	79	matrix	NN
611	15	14	80	87	element	NN
612	16	14	88	90	in	OO
613	17	14	91	93	eq	NN
614	18	14	93	94	.	OO
615	1	15	1	2	(	OO
616	2	15	2	3	1	OO
617	3	15	3	4	)	OO
618	4	15	5	7	is	VB
619	5	15	8	11	not	RB
620	6	15	12	17	gauge	VB
621	7	15	18	27	invariant	NN
622	8	15	28	34	unless	OO
623	9	15	35	37	it	NN
624	10	15	38	40	is	VB
625	11	15	41	42	a	OO
626	12	15	43	48	color	NN
627	13	15	49	56	singlet	NN
628	14	15	57	63	S-wave	NN
629	15	15	64	80	non-perturbative	JJ
630	16	15	81	87	matrix	NN
631	17	15	88	95	element	NN
632	18	15	95	96	.	OO
633	1	16	1	6	Hence	RB
634	2	16	7	10	one	OO
635	3	16	11	18	expects	VB
636	4	16	19	23	that	OO
637	5	16	24	27	any	OO
638	6	16	28	41	non-canceling	JJ
639	7	16	42	50	infrared	JJ
640	8	16	51	62	divergences	NN
641	9	16	63	65	in	OO
642	10	16	66	69	the	OO
643	11	16	70	82	perturbative	JJ
644	12	16	83	90	Feynman	NN
645	13	16	91	99	diagrams	NN
646	14	16	100	102	of	OO
647	15	16	103	108	heavy	JJ
648	16	16	109	124	quark-antiquark	NN
649	17	16	125	135	production	NN
650	18	16	136	150	short-distance	NN
651	19	16	151	162	coefficient	NN
652	20	16	163	166	can	VB
653	21	16	167	170	not	RB
654	22	16	171	173	be	VB
655	23	16	174	184	factorized	VB
656	24	16	185	187	in	OO
657	25	16	188	190	to	OO
658	26	16	191	194	the	OO
659	27	16	195	205	definition	NN
660	28	16	206	208	of	OO
661	29	16	209	212	the	OO
662	30	16	213	229	non-perturbative	JJ
663	31	16	230	235	NRQCD	NN
664	32	16	236	242	matrix	NN
665	33	16	243	250	element	NN
666	34	16	251	253	in	OO
667	35	16	254	256	eq	NN
668	36	16	256	257	.	OO
669	1	17	1	2	(	OO
670	2	17	2	3	1	OO
671	3	17	3	4	)	OO
672	4	17	5	7	to	OO
673	5	17	8	13	study	VB
674	6	17	14	19	heavy	JJ
675	7	17	20	30	quarkonium	NN
676	8	17	31	41	production	NN
677	9	17	42	44	at	OO
678	10	17	45	49	high	JJ
679	11	17	50	56	energy	NN
680	12	17	57	66	colliders	NN
681	13	17	67	69	in	OO
682	14	17	70	73	the	OO
683	15	17	74	79	NRQCD	NN
684	16	17	80	85	color	NN
685	17	17	86	91	octet	NN
686	18	17	92	101	mechanism	NN
687	19	17	101	102	.	OO
688	1	18	1	5	This	OO
689	2	18	6	8	is	VB
690	3	18	9	19	explicitly	RB
691	4	18	20	25	shown	VB
692	5	18	26	28	in	OO
693	6	18	29	31	[4	OO
694	7	18	31	32	]	NN
695	8	18	33	38	where	RB
696	9	18	39	42	the	OO
697	10	18	43	47	NNLO	NN
698	11	18	48	56	coupling	NN
699	12	18	57	65	constant	JJ
700	13	18	66	77	calculation	NN
701	14	18	78	83	shows	VB
702	15	18	84	88	that	OO
703	16	18	89	92	the	OO
704	17	18	93	98	above	JJ
705	18	18	99	115	non-perturbative	JJ
706	19	18	116	121	NRQCD	NN
707	20	18	122	128	matrix	NN
708	21	18	129	136	element	NN
709	22	18	137	139	in	OO
710	23	18	140	142	eq	NN
711	24	18	142	143	.	OO
712	1	19	1	2	(	OO
713	2	19	2	3	1	OO
714	3	19	3	4	)	OO
715	4	19	5	7	is	VB
716	5	19	8	11	not	RB
717	6	19	12	22	consistent	JJ
718	7	19	23	27	with	OO
719	8	19	28	41	factorization	NN
720	9	19	42	44	of	OO
721	10	19	45	53	infrared	JJ
722	11	19	54	65	divergences	NN
723	12	19	66	72	unless	OO
724	13	19	73	75	it	NN
725	14	19	76	78	is	VB
726	15	19	79	80	a	OO
727	16	19	81	86	color	NN
728	17	19	87	94	singlet	NN
729	18	19	95	101	S-wave	NN
730	19	19	102	118	non-perturbative	JJ
731	20	19	119	125	matrix	NN
732	21	19	126	133	element	NN
733	22	19	133	134	.	OO
734	1	20	1	3	By	OO
735	2	20	4	9	using	VB
736	3	20	10	13	the	OO
737	4	20	14	25	calculation	NN
738	5	20	26	28	at	OO
739	6	20	29	33	NNLO	NN
740	7	20	34	36	in	OO
741	8	20	37	45	coupling	VB
742	9	20	46	54	constant	JJ
743	10	20	55	58	and	OO
744	11	20	59	61	to	OO
745	12	20	62	65	all	OO
746	13	20	66	72	powers	NN
747	14	20	73	75	in	OO
748	15	20	76	79	the	OO
749	16	20	80	85	heavy	JJ
750	17	20	86	91	quark	NN
751	18	20	92	100	relative	JJ
752	19	20	101	109	velocity	NN
753	20	20	110	112	it	NN
754	21	20	113	116	was	VB
755	22	20	117	122	shown	VB
756	23	20	123	125	in	OO
757	24	20	126	128	[4	OO
758	25	20	128	129	]	NN
759	26	20	130	134	that	OO
760	27	20	135	138	the	OO
761	28	20	139	144	octet	NN
762	29	20	145	151	S-wave	NN
763	30	20	152	168	non-perturbative	JJ
764	31	20	169	174	NRQCD	NN
765	32	20	175	181	matrix	NN
766	33	20	182	189	element	NN
767	34	20	190	195	which	OO
768	35	20	196	198	is	VB
769	36	20	199	204	gauge	NN
770	37	20	205	214	invariant	NN
771	38	20	215	218	and	OO
772	39	20	219	221	is	VB
773	40	20	222	232	consistent	JJ
774	41	20	233	237	with	OO
775	42	20	238	241	the	OO
776	43	20	242	255	factorization	NN
777	44	20	256	258	of	OO
778	45	20	259	267	infrared	JJ
779	46	20	268	279	divergences	NN
780	47	20	280	282	is	VB
781	48	20	283	288	given	VB
782	49	20	289	291	by	OO
