indexInText	indexInSentence	sentenceNumber	startingChar	endingChar	token	posTag
134	11	5	60	66	police	NN
135	12	5	67	69	in	OO
136	13	5	70	74	some	OO
137	14	5	75	81	cities	NN
138	15	5	82	86	used	VB
139	16	5	87	91	live	JJ
140	17	5	92	102	ammunition	NN
141	18	5	103	105	on	OO
142	19	5	106	112	crowds	NN
143	20	5	112	113	.	OO
144	1	6	1	5	Over	OO
145	2	6	6	10	1000	OO
146	3	6	11	21	protesters	NN
147	4	6	22	26	have	VB
148	5	6	27	31	been	VB
149	6	6	32	40	arrested	VB
150	7	6	41	44	and	OO
151	8	6	45	53	Egyptian	JJ
152	9	6	54	62	telecoms	NN
153	10	6	63	66	are	VB
154	11	6	67	77	attempting	VB
155	12	6	78	80	to	OO
156	13	6	81	86	block	VB
157	14	6	87	93	access	NN
158	15	6	94	96	to	OO
159	16	6	97	102	sites	NN
160	17	6	103	108	where	RB
161	18	6	109	119	protesters	NN
162	19	6	120	123	can	VB
163	20	6	124	128	post	VB
164	21	6	129	137	coverage	NN
165	22	6	137	138	.	OO
166	1	7	1	6	While	OO
167	2	7	7	10	few	JJ
168	3	7	11	17	people	NN
169	4	7	18	22	will	VB
170	5	7	23	29	openly	RB
171	6	7	30	35	admit	VB
172	7	7	36	38	to	OO
173	8	7	39	45	liking	VB
174	9	7	46	49	the	OO
175	10	7	50	62	dictatorship	NN
176	11	7	63	65	of	OO
177	12	7	66	73	Mubarak	NN
178	13	7	73	74	,	OO
179	14	7	75	77	he	NN
180	15	7	78	80	is	VB
181	16	7	81	84	one	OO
182	17	7	85	87	of	OO
183	18	7	88	91	the	OO
184	19	7	92	99	largest	JJ
185	20	7	100	110	recipients	NN
186	21	7	111	113	of	OO
187	22	7	114	116	US	NN
188	23	7	117	120	aid	NN
189	24	7	121	124	and	OO
190	25	7	125	134	maintains	VB
191	26	7	135	138	his	JJ
192	27	7	139	144	power	NN
193	28	7	145	152	largely	RB
194	29	7	153	160	because	OO
195	30	7	161	163	of	OO
196	31	7	164	167	the	OO
197	32	7	168	170	US	NN
198	33	7	171	178	backing	NN
199	34	7	178	179	.	OO
200	35	7	180	181	.	OO
201	1	8	1	3	In	OO
202	2	8	4	5	a	OO
203	3	8	6	13	January	NN
204	4	8	14	18	27th	JJ
205	5	8	19	22	PBS	NN
206	6	8	23	32	interview	NN
207	7	8	32	33	,	OO
208	8	8	34	38	Vice	NN
209	9	8	39	48	President	NN
210	10	8	49	54	Biden	NN
211	11	8	55	59	said	VB
212	12	8	60	62	he	NN
213	13	8	63	68	would	VB
214	14	8	69	72	not	RB
215	15	8	73	78	refer	VB
216	16	8	79	81	to	OO
217	17	8	82	90	Egyptian	JJ
218	18	8	91	100	President	NN
219	19	8	101	108	Mubarak	NN
220	20	8	109	111	as	OO
221	21	8	112	113	a	OO
222	22	8	114	122	dictator	NN
223	23	8	123	126	and	OO
224	24	8	127	134	instead	RB
225	25	8	135	141	called	VB
226	26	8	142	145	him	NN
227	27	8	146	148	an	OO
228	28	8	149	154	“ally	RB
229	29	8	154	155	”	VB
230	30	8	156	158	on	OO
231	31	8	159	160	a	OO
232	32	8	161	167	number	NN
233	33	8	168	170	of	OO
234	34	8	171	174	key	JJ
235	35	8	175	182	foreign	JJ
236	36	8	183	189	policy	NN
237	37	8	190	196	issues	NN
238	38	8	196	197	.	OO
239	1	9	1	9	Comments	NN
240	2	9	10	12	by	OO
241	3	9	13	20	Hillary	NN
242	4	9	21	28	Clinton	NN
243	5	9	29	31	on	OO
244	6	9	32	39	January	NN
245	7	9	40	44	25th	JJ
246	8	9	45	49	made	VB
247	9	9	50	55	clear	JJ
248	10	9	56	60	that	OO
249	11	9	61	64	the	OO
250	12	9	65	70	Obama	NN
251	13	9	71	85	administration	NN
252	14	9	86	89	was	VB
253	15	9	90	99	reluctant	JJ
254	16	9	100	102	to	OO
255	17	9	103	109	change	VB
256	18	9	110	113	its	JJ
257	19	9	114	121	foreign	JJ
258	20	9	122	128	policy	NN
259	21	9	129	135	stance	NN
260	22	9	135	136	.	OO
261	1	10	1	2	A	OO
262	2	10	3	9	writer	NN
263	3	10	10	12	on	OO
264	4	10	13	22	Bikyamasr	NN
265	5	10	23	28	notes	NN
266	6	10	28	29	:	OO
267	7	10	31	34	For	OO
268	8	10	35	41	almost	RB
269	9	10	42	45	all	OO
270	10	10	46	55	observers	NN
271	11	10	55	56	,	OO
272	12	10	57	66	activists	NN
273	13	10	67	70	and	OO
274	14	10	71	84	on-the-ground	JJ
275	15	10	85	98	demonstrators	NN
276	16	10	99	101	on	OO
277	17	10	102	109	Egypt’s	NN
278	18	10	110	117	streets	NN
279	19	10	118	120	on	OO
280	20	10	121	128	Tuesday	NN
281	21	10	128	129	,	OO
282	22	10	130	138	American	NN
283	23	10	139	148	Secretary	NN
284	24	10	149	151	of	OO
285	25	10	152	157	State	NN
286	26	10	158	165	Hillary	NN
287	27	10	166	175	Clinton’s	NN
288	28	10	176	184	comments	NN
289	29	10	185	191	showed	VB
290	30	10	192	197	where	RB
291	31	10	198	208	Washington	NN
292	32	10	209	215	stands	VB
293	33	10	215	216	.	OO
294	1	11	1	5	With	OO
295	2	11	6	9	the	OO
296	3	11	10	20	government	NN
297	4	11	20	21	,	OO
298	5	11	22	25	not	RB
299	6	11	26	31	those	OO
300	7	11	32	41	demanding	VB
301	8	11	42	44	an	OO
302	9	11	45	48	end	NN
303	10	11	49	51	to	OO
304	11	11	52	59	decades	NN
305	12	11	60	62	of	OO
306	13	11	63	73	oppression	NN
307	14	11	74	77	and	OO
308	15	11	78	87	injustice	NN
309	16	11	87	88	.	OO
310	1	12	1	4	She	NN
311	2	12	5	9	said	VB
312	3	12	10	12	in	OO
313	4	12	13	14	a	OO
314	5	12	15	24	statement	NN
315	6	12	25	31	issued	VB
316	7	12	32	34	by	OO
317	8	12	35	38	the	OO
318	9	12	39	44	State	NN
319	10	12	45	55	Department	NN
320	11	12	56	61	early	RB
321	12	12	62	69	Tuesday	NN
322	13	12	70	79	afternoon	NN
323	14	12	80	90	Washington	NN
324	15	12	91	95	time	NN
325	16	12	96	97	–	OO
326	17	12	98	100	as	OO
327	18	12	101	107	police	NN
328	19	12	108	110	in	OO
329	20	12	111	116	Egypt	NN
330	21	12	117	121	were	VB
331	22	12	122	131	beginning	VB
332	23	12	132	133	a	OO
333	24	12	134	139	final	JJ
334	25	12	140	144	push	NN
335	26	12	145	147	of	OO
336	27	12	148	152	tear	VB
337	28	12	153	158	bombs	NN
338	29	12	158	159	,	OO
339	30	12	160	165	water	NN
340	31	12	166	173	cannons	NN
341	32	12	174	177	and	OO
342	33	12	178	184	rubber	NN
343	34	12	185	192	bullets	NN
344	35	12	193	195	to	OO
345	36	12	196	204	disperse	VB
346	37	12	205	214	thousands	NN
347	38	12	215	217	of	OO
348	39	12	218	228	protesters	NN
349	40	12	229	230	–	VB
350	41	12	231	235	that	OO
351	42	12	236	240	“our	JJ
352	43	12	241	251	assessment	NN
353	44	12	252	254	is	VB
354	45	12	255	259	that	OO
355	46	12	260	263	the	OO
356	47	12	264	272	Egyptian	JJ
357	48	12	273	283	government	NN
358	49	12	284	286	is	VB
359	50	12	287	293	stable	JJ
360	51	12	294	297	and	OO
361	52	12	298	300	is	VB
362	53	12	301	308	looking	VB
363	54	12	309	312	for	OO
364	55	12	313	317	ways	NN
365	56	12	318	320	to	OO
366	57	12	321	328	respond	VB
367	58	12	329	331	to	OO
368	59	12	332	335	the	OO
369	60	12	336	346	legitimate	JJ
370	61	12	347	352	needs	NN
371	62	12	353	356	and	OO
372	63	12	357	366	interests	NN
373	64	12	367	369	of	OO
374	65	12	370	373	the	OO
375	66	12	374	382	Egyptian	JJ
376	67	12	383	389	people	NN
377	68	12	389	390	.	OO
378	69	12	390	391	”	NN
379	1	13	1	3	On	OO
380	2	13	4	11	January	NN
381	3	13	12	16	28th	JJ
382	4	13	17	25	hundreds	NN
383	5	13	26	28	of	OO
384	6	13	29	38	thousands	NN
385	7	13	39	41	of	OO
386	8	13	42	52	protesters	NN
387	9	13	53	57	took	VB
388	10	13	58	60	to	OO
389	11	13	61	64	the	OO
390	12	13	65	72	streets	NN
391	13	13	73	78	again	RB
392	14	13	79	81	as	OO
393	15	13	82	85	the	OO
394	16	13	86	96	government	NN
395	17	13	97	100	cut	VB
396	18	13	101	107	access	NN
397	19	13	108	110	to	OO
398	20	13	111	119	internet	NN
399	21	13	120	123	and	OO
400	22	13	124	129	phone	NN
401	23	13	130	137	service	NN
402	24	13	138	141	for	OO
403	25	13	142	146	much	JJ
404	26	13	147	149	of	OO
405	27	13	150	153	the	OO
406	28	13	154	161	country	NN
407	29	13	161	162	.	OO
408	1	14	1	3	By	OO
409	2	14	4	7	the	OO
410	3	14	8	15	evening	NN
411	4	14	16	20	many	JJ
412	5	14	21	31	government	NN
413	6	14	32	41	buildings	NN
414	7	14	42	46	were	VB
415	8	14	47	49	on	OO
416	9	14	50	54	fire	NN
417	10	14	55	59	with	OO
418	11	14	60	64	many	JJ
419	12	14	65	75	protesters	NN
420	13	14	76	80	dead	JJ
421	14	14	81	84	and	OO
422	15	14	85	92	wounded	VB
423	16	14	93	97	from	OO
424	17	14	98	102	tear	VB
425	18	14	103	106	gas	NN
426	19	14	107	116	canisters	NN
427	20	14	117	120	and	OO
428	21	14	121	125	live	JJ
429	22	14	126	136	ammunition	NN
430	23	14	136	137	.	OO
431	1	15	1	3	As	OO
432	2	15	4	7	the	OO
433	3	15	8	12	army	NN
434	4	15	13	17	took	VB
435	5	15	18	20	to	OO
436	6	15	21	24	the	OO
437	7	15	25	31	street	NN
438	8	15	31	32	,	OO
439	9	15	33	42	replacing	VB
440	10	15	43	46	the	OO
441	11	15	47	53	police	NN
442	12	15	53	54	,	OO
443	13	15	55	58	and	OO
444	14	15	59	68	initially	RB
445	15	15	69	72	not	RB
446	16	15	73	82	attacking	VB
447	17	15	83	93	protesters	NN
448	18	15	93	94	,	OO
449	19	15	95	99	many	JJ
450	20	15	100	107	thought	VB
451	21	15	108	111	the	OO
452	22	15	112	122	revolution	NN
453	23	15	123	126	had	VB
454	24	15	127	135	achieved	VB
455	25	15	136	139	its	JJ
456	26	15	140	144	goal	NN
457	27	15	145	148	but	OO
458	28	15	149	156	Mubarak	NN
459	29	15	157	165	appeared	VB
460	30	15	166	168	on	OO
461	31	15	169	174	state	NN
462	32	15	175	185	television	NN
463	33	15	186	188	in	OO
464	34	15	189	192	the	OO
465	35	15	193	198	early	JJ
466	36	15	199	206	evening	NN
467	37	15	207	209	to	OO
468	38	15	210	213	say	VB
469	39	15	214	216	he	NN
470	40	15	217	220	had	VB
471	41	15	221	226	fired	VB
472	42	15	227	230	the	OO
473	43	15	231	235	rest	NN
474	44	15	236	238	of	OO
475	45	15	239	242	the	OO
476	46	15	243	253	government	NN
477	47	15	254	257	but	OO
478	48	15	258	266	intended	VB
479	49	15	267	269	to	OO
480	50	15	270	274	stay	VB
481	51	15	275	277	in	OO
482	52	15	278	283	power	NN
483	53	15	283	284	.	OO
484	1	16	1	8	Smaller	JJ
485	2	16	9	17	protests	NN
486	3	16	18	27	continued	VB
487	4	16	28	30	on	OO
488	5	16	31	34	the	OO
489	6	16	35	39	29th	JJ
490	7	16	39	40	,	OO
491	8	16	41	45	30th	JJ
492	9	16	46	49	and	OO
493	10	16	50	54	31st	JJ
494	11	16	54	55	.	OO
495	1	17	1	3	On	OO
496	2	17	4	12	February	NN
497	3	17	13	16	1st	JJ
498	4	17	16	17	,	OO
499	5	17	18	26	millions	NN
500	6	17	27	31	took	VB
501	7	17	32	34	to	OO
502	8	17	35	38	the	OO
503	9	17	39	46	streets	NN
504	10	17	47	49	of	OO
505	11	17	50	55	Cairo	NN
506	12	17	55	56	,	OO
507	13	17	57	67	Alexandria	NN
508	14	17	68	71	and	OO
509	15	17	72	77	other	JJ
510	16	17	78	86	Egyptian	JJ
511	17	17	87	93	cities	NN
512	18	17	94	96	to	OO
513	19	17	97	103	demand	VB
514	20	17	104	106	an	OO
515	21	17	107	110	end	NN
516	22	17	111	113	to	OO
517	23	17	114	117	the	OO
518	24	17	118	125	Mubarak	NN
519	25	17	126	132	regime	NN
520	26	17	132	133	.	OO
521	1	18	1	4	The	OO
522	2	18	5	13	protests	NN
523	3	18	14	18	were	VB
524	4	18	19	22	the	OO
525	5	18	23	30	largest	JJ
526	6	18	31	35	ones	NN
527	7	18	36	38	in	OO
528	8	18	39	44	Egypt	NN
529	9	18	45	47	in	OO
530	10	18	48	56	recorded	JJ
531	11	18	57	64	history	NN
532	12	18	64	65	.	OO
533	1	19	1	8	Mubarak	NN
534	2	19	9	18	responded	VB
535	3	19	19	23	that	OO
536	4	19	24	26	he	NN
537	5	19	27	31	will	VB
538	6	19	32	35	not	RB
539	7	19	36	39	run	VB
540	8	19	40	43	for	OO
541	9	19	44	55	re-election	NN
542	10	19	56	58	in	OO
543	11	19	59	68	September	NN
544	12	19	69	72	but	OO
545	13	19	73	86	demonstrators	NN
546	14	19	87	91	will	VB
547	15	19	92	95	not	RB
548	16	19	96	99	let	VB
549	17	19	100	103	him	NN
550	18	19	104	109	steal	VB
551	19	19	110	117	another	OO
552	20	19	118	124	rigged	JJ
553	21	19	125	133	election	NN
554	22	19	134	137	for	OO
555	23	19	138	141	his	JJ
556	24	19	142	150	military	JJ
557	25	19	151	156	junta	NN
558	26	19	156	157	;	OO
559	27	19	158	159	a	OO
560	28	19	160	167	protest	NN
561	29	19	168	170	is	VB
562	30	19	171	180	scheduled	VB
563	31	19	181	184	for	OO
564	32	19	185	191	Friday	NN
565	33	19	192	200	February	NN
566	34	19	201	204	4th	JJ
567	35	19	205	207	to	OO
568	36	19	208	213	march	VB
569	37	19	214	216	on	OO
570	38	19	217	220	the	OO
571	39	19	221	233	Presidential	JJ
572	40	19	234	240	Palace	NN
573	41	19	241	243	in	OO
574	42	19	244	254	Heliopolis	NN
575	43	19	255	258	and	OO
576	44	19	259	264	force	VB
577	45	19	265	266	a	OO
578	46	19	267	273	change	NN
579	47	19	274	276	in	OO
580	48	19	277	283	regime	NN
581	49	19	284	285	(	OO
582	50	19	285	293	although	OO
583	51	19	294	296	it	NN
584	52	19	297	299	is	VB
585	53	19	300	307	rumored	VB
586	54	19	308	312	that	OO
587	55	19	313	320	Mubarak	NN
588	56	19	321	323	is	VB
589	57	19	324	333	operating	VB
590	58	19	334	337	out	OO
591	59	19	338	340	of	OO
592	60	19	341	346	Sharm	NN
593	61	19	347	356	el-Sheikh	JJ
594	62	19	357	360	now	RB
595	63	19	360	361	)	OO
596	64	19	361	362	.	OO
597	1	20	1	3	On	OO
598	2	20	4	13	Wednesday	NN
599	3	20	13	14	,	OO
600	4	20	15	22	January	NN
601	5	20	23	26	the	OO
602	6	20	27	31	26th	JJ
603	7	20	31	32	,	OO
604	8	20	33	38	there	OO
605	9	20	39	42	was	VB
606	10	20	43	44	a	OO
607	11	20	45	58	demonstration	NN
608	12	20	59	61	of	OO
609	13	20	62	72	solidarity	NN
610	14	20	73	77	with	OO
611	15	20	78	81	the	OO
612	16	20	82	90	Egyptian	JJ
613	17	20	91	99	protests	NN
614	18	20	100	102	at	OO
615	19	20	103	109	Market	NN
616	20	20	110	113	and	OO
617	21	20	114	124	Montgomery	NN
618	22	20	125	127	in	OO
619	23	20	128	131	San	NN
620	24	20	132	141	Francisco	NN
621	25	20	141	142	,	OO
622	26	20	143	151	starting	VB
623	27	20	152	154	at	OO
624	28	20	155	158	5pm	JJ
625	29	20	158	159	.	OO
626	1	21	1	3	On	OO
627	2	21	4	11	January	NN
628	3	21	12	16	29th	JJ
629	4	21	16	17	,	OO
630	5	21	18	26	hundreds	NN
631	6	21	27	32	again	RB
632	7	21	33	37	took	VB
633	8	21	38	40	to	OO
634	9	21	41	44	the	OO
635	10	21	45	52	streets	NN
636	11	21	53	55	in	OO
637	12	21	56	59	San	NN
638	13	21	60	69	Francisco	NN
639	14	21	70	72	to	OO
640	15	21	73	79	demand	VB
641	16	21	80	82	an	OO
642	17	21	83	86	end	NN
643	18	21	87	89	to	OO
644	19	21	90	93	the	OO
645	20	21	94	101	Mubarak	NN
646	21	21	102	108	regime	NN
647	22	21	109	111	in	OO
648	23	21	112	117	Egypt	NN
649	24	21	117	118	.	OO
650	1	22	1	11	Protesters	NN
651	2	22	12	20	gathered	VB
652	3	22	21	23	at	OO
653	4	22	24	28	noon	NN
654	5	22	29	33	near	OO
655	6	22	34	37	the	OO
656	7	22	38	48	Montgomery	NN
657	8	22	49	51	St	NN
658	9	22	52	56	BART	NN
659	10	22	57	64	station	NN
660	11	22	65	68	and	OO
661	12	22	69	76	rallied	VB
662	13	22	77	80	for	OO
663	14	22	81	83	an	OO
664	15	22	84	88	hour	NN
665	16	22	89	95	before	OO
666	17	22	96	104	marching	NN
667	18	22	105	107	to	OO
668	19	22	108	110	UN	NN
669	20	22	111	116	Plaza	NN
670	21	22	116	117	.	OO
