indexInText	indexInSentence	sentenceNumber	startingChar	endingChar	token	posTag
103	11	4	44	46	is	VB
104	12	4	47	54	melting	VB
105	13	4	55	57	on	OO
106	14	4	58	60	my	JJ
107	15	4	61	66	truck	NN
108	16	4	67	70	I’m	NN
109	17	4	71	74	not	RB
110	18	4	75	80	going	VB
111	19	4	81	89	anywhere	RB
112	20	4	89	90	.	OO
113	1	5	1	6	We’ve	NN
114	2	5	7	10	got	VB
115	3	5	11	13	to	OO
116	4	5	14	21	protect	VB
117	5	5	22	25	the	OO
118	6	5	26	38	neighborhood	NN
119	7	5	38	39	.	OO
120	1	6	1	4	Who	NN
121	2	6	5	9	else	RB
122	3	6	10	12	is	VB
123	4	6	13	18	going	VB
124	5	6	19	21	to	OO
125	6	6	21	22	?	OO
126	7	6	22	23	”	OO
127	8	6	24	27	The	OO
128	9	6	28	34	flames	NN
129	10	6	35	39	came	VB
130	11	6	40	45	close	RB
131	12	6	46	48	to	OO
132	13	6	49	53	this	OO
133	14	6	54	66	neighborhood	NN
134	15	6	67	69	on	OO
135	16	6	70	73	the	OO
136	17	6	74	78	fire	NN
137	18	6	78	80	's	OO
138	19	6	81	89	northern	JJ
139	20	6	90	94	edge	NN
140	21	6	95	101	Monday	NN
141	22	6	102	107	night	NN
142	23	6	107	108	.	OO
143	1	7	1	2	A	OO
144	2	7	3	7	wind	NN
145	3	7	8	13	shift	VB
146	4	7	14	20	pushed	VB
147	5	7	21	27	flames	NN
148	6	7	28	32	from	OO
149	7	7	33	36	the	OO
150	8	7	37	41	next	JJ
151	9	7	42	46	road	NN
152	10	7	47	52	south	RB
153	11	7	53	55	--	OO
154	12	7	56	60	West	NN
155	13	7	61	68	Sockeye	NN
156	14	7	69	75	Avenue	NN
157	15	7	75	76	,	OO
158	16	7	77	81	near	OO
159	17	7	82	87	where	RB
160	18	7	88	91	the	OO
161	19	7	92	96	fire	NN
162	20	7	97	104	started	VB
163	21	7	105	107	--	OO
164	22	7	108	111	and	OO
165	23	7	112	118	toward	OO
166	24	7	119	122	the	OO
167	25	7	123	128	rural	JJ
168	26	7	129	133	West	NN
169	27	7	134	139	Sheep	NN
170	28	7	140	145	Creek	NN
171	29	7	146	151	Drive	NN
172	30	7	152	164	neighborhood	NN
173	31	7	165	170	where	RB
174	32	7	171	175	Walz	NN
175	33	7	176	181	lives	VB
176	34	7	181	182	,	OO
177	35	7	183	187	amid	OO
178	36	7	188	189	a	OO
179	37	7	190	195	thick	JJ
180	38	7	196	202	canopy	NN
181	39	7	203	205	of	OO
182	40	7	206	209	the	OO
183	41	7	210	214	same	JJ
184	42	7	215	220	black	JJ
185	43	7	221	227	spruce	NN
186	44	7	228	232	that	OO
187	45	7	233	237	this	OO
188	46	7	238	242	fire	NN
189	47	7	243	248	blows	VB
190	48	7	249	256	through	OO
191	49	7	257	261	like	OO
192	50	7	262	270	standing	VB
193	51	7	271	277	tinder	NN
194	52	7	277	278	.	OO
195	1	8	1	7	Alaska	NN
196	2	8	8	13	State	NN
197	3	8	14	22	Troopers	NN
198	4	8	23	27	told	VB
199	5	8	28	31	the	OO
200	6	8	32	41	scattered	JJ
201	7	8	42	51	residents	NN
202	8	8	52	57	along	OO
203	9	8	58	61	the	OO
204	10	8	62	68	gravel	NN
205	11	8	69	73	road	NN
206	12	8	74	76	to	OO
207	13	8	77	85	evacuate	VB
208	14	8	85	86	.	OO
209	1	9	1	5	Walz	NN
210	2	9	6	10	lost	VB
211	3	9	11	14	her	JJ
212	4	9	15	19	home	NN
213	5	9	20	22	in	OO
214	6	9	23	26	the	OO
215	7	9	27	31	1996	OO
216	8	9	32	38	Miller	NN
217	9	9	38	40	's	OO
218	10	9	41	46	Reach	JJ
219	11	9	47	51	fire	NN
220	12	9	52	56	that	OO
221	13	9	57	66	destroyed	VB
222	14	9	67	71	more	JJ
223	15	9	72	76	than	OO
224	16	9	77	80	400	OO
225	17	9	80	81	.	OO
226	1	10	1	2	“	NN
227	2	10	2	3	I	NN
228	3	10	4	8	told	VB
229	4	10	9	12	him	NN
230	5	10	13	14	I	NN
231	6	10	15	18	was	VB
232	7	10	18	21	n’t	RB
233	8	10	22	29	leaving	VB
234	9	10	29	30	,	OO
235	10	10	30	31	”	OO
236	11	10	32	35	she	NN
237	12	10	36	40	said	VB
238	13	10	40	41	.	OO
239	1	11	1	6	“They	NN
240	2	11	7	11	said	VB
241	3	11	12	14	it	NN
242	4	11	15	18	was	VB
243	5	11	19	28	voluntary	JJ
244	6	11	29	35	anyway	RB
245	7	11	35	36	.	OO
246	8	11	36	37	”	OO
247	1	12	1	5	This	OO
248	2	12	6	10	fire	NN
249	3	12	10	11	,	OO
250	4	12	12	19	however	RB
251	5	12	19	20	,	OO
252	6	12	21	23	is	VB
253	7	12	24	32	expected	VB
254	8	12	33	35	to	OO
255	9	12	36	40	turn	VB
256	10	12	41	45	ugly	JJ
257	11	12	46	51	again	RB
258	12	12	51	52	.	OO
259	1	13	1	10	Forecasts	NN
260	2	13	11	17	called	VB
261	3	13	18	21	for	OO
262	4	13	22	29	extreme	JJ
263	5	13	30	38	behavior	NN
264	6	13	39	46	Tuesday	NN
265	7	13	47	52	night	NN
266	8	13	53	56	due	JJ
267	9	13	57	59	to	OO
268	10	13	60	73	thunderstorms	NN
269	11	13	74	77	and	OO
270	12	13	78	85	erratic	JJ
271	13	13	86	91	winds	NN
272	14	13	91	92	.	OO
273	1	14	1	4	The	OO
274	2	14	5	10	crews	NN
275	3	14	11	19	fighting	VB
276	4	14	20	23	the	OO
277	5	14	24	28	fire	NN
278	6	14	29	40	acknowledge	VB
279	7	14	41	44	the	OO
280	8	14	45	50	state	NN
281	9	14	50	52	's	OO
282	10	14	53	60	general	JJ
283	11	14	61	67	policy	NN
284	12	14	68	75	against	OO
285	13	14	76	85	mandatory	JJ
286	14	14	86	97	evacuations	NN
287	15	14	97	98	.	OO
288	1	15	1	4	But	OO
289	2	15	5	9	they	NN
290	3	15	10	12	do	VB
291	4	15	12	15	n't	RB
292	5	15	16	20	like	VB
293	6	15	21	23	it	NN
294	7	15	23	24	,	OO
295	8	15	25	34	officials	NN
296	9	15	35	38	say	VB
297	10	15	38	39	,	OO
298	11	15	40	47	because	OO
299	12	15	48	58	homeowners	NN
300	13	15	59	62	may	VB
301	14	15	63	71	misjudge	VB
302	15	15	72	75	the	OO
303	16	15	76	82	danger	NN
304	17	15	82	83	.	OO
305	1	16	1	5	“The	OO
306	2	16	6	14	troopers	NN
307	3	16	15	18	are	VB
308	4	16	19	23	very	RB
309	5	16	24	32	cautious	JJ
310	6	16	33	35	in	OO
311	7	16	36	44	advising	VB
312	8	16	45	47	us	NN
313	9	16	48	52	that	OO
314	10	16	53	64	evacuations	NN
315	11	16	65	68	are	VB
316	12	16	69	78	voluntary	JJ
317	13	16	78	79	,	OO
318	14	16	79	80	”	JJ
319	15	16	81	84	Tom	NN
320	16	16	85	90	Kurth	NN
321	17	16	90	91	,	OO
322	18	16	92	100	incident	NN
323	19	16	101	110	commander	NN
324	20	16	111	113	on	OO
325	21	16	114	117	the	OO
326	22	16	118	122	fire	NN
327	23	16	122	123	,	OO
328	24	16	124	128	said	VB
329	25	16	129	135	during	OO
330	26	16	136	137	a	OO
331	27	16	138	143	press	NN
332	28	16	144	154	conference	NN
333	29	16	155	162	Tuesday	NN
334	30	16	162	163	.	OO
335	1	17	1	5	“Now	NN
336	2	17	5	6	,	OO
337	3	17	7	11	that	OO
338	4	17	11	13	’s	VB
339	5	17	14	17	not	RB
340	6	17	18	21	our	JJ
341	7	17	22	28	advice	NN
342	8	17	28	29	.	OO
343	9	17	29	30	”	OO
344	1	18	1	12	Approaching	VB
345	2	18	13	18	fires	NN
346	3	18	19	24	throw	VB
347	4	18	25	28	off	OO
348	5	18	29	39	voluminous	JJ
349	6	18	40	45	smoke	NN
350	7	18	45	46	,	OO
351	8	18	47	50	and	OO
352	9	18	51	55	then	RB
353	10	18	56	66	turbulence	NN
354	11	18	67	73	starts	VB
355	12	18	73	74	,	OO
356	13	18	75	80	Kurth	NN
357	14	18	81	85	said	VB
358	15	18	85	86	.	OO
359	1	19	1	7	That’s	NN
360	2	19	8	12	when	RB
361	3	19	13	17	some	OO
362	4	19	18	26	holdouts	NN
363	5	19	27	33	decide	VB
364	6	19	34	36	to	OO
365	7	19	37	42	leave	VB
366	8	19	43	47	home	NN
367	9	19	47	48	,	OO
368	10	19	49	53	“Out	OO
369	11	19	54	58	they	NN
370	12	19	59	63	come	VB
371	13	19	63	64	,	OO
372	14	19	64	65	"	OO
373	15	19	66	68	he	NN
374	16	19	69	73	said	VB
375	17	19	73	74	.	OO
376	1	20	1	2	"	OO
377	2	20	2	9	They’re	NN
378	3	20	10	12	in	OO
379	4	20	13	16	the	OO
380	5	20	17	22	smoke	NN
381	6	20	22	23	.	OO
382	1	21	1	6	We’re	NN
383	2	21	7	9	in	OO
384	3	21	10	13	the	OO
385	4	21	14	19	smoke	NN
386	5	21	19	20	.	OO
387	1	22	1	5	It’s	OO
388	2	22	6	7	a	OO
389	3	22	8	12	very	RB
390	4	22	13	22	dangerous	JJ
391	5	22	23	34	environment	NN
392	6	22	35	37	to	OO
393	7	22	38	45	operate	VB
394	8	22	46	48	in	OO
395	9	22	48	49	.	OO
396	10	22	49	50	”	OO
397	1	23	1	7	Alaska	NN
398	2	23	8	16	Wildlife	NN
399	3	23	17	24	Trooper	NN
400	4	23	25	31	Thomas	NN
401	5	23	32	39	Akelkok	NN
402	6	23	40	45	spent	VB
403	7	23	46	53	Tuesday	NN
404	8	23	54	62	guarding	VB
405	9	23	63	70	against	OO
406	10	23	71	78	looters	NN
407	11	23	79	82	and	OO
408	12	23	83	91	checking	VB
409	13	23	92	94	on	OO
410	14	23	95	101	people	NN
411	15	23	102	105	who	NN
412	16	23	106	112	stayed	VB
413	17	23	113	119	behind	OO
414	18	23	120	127	despite	OO
415	19	23	128	130	an	OO
416	20	23	131	141	evacuation	NN
417	21	23	142	150	advisory	NN
418	22	23	151	155	that	OO
419	23	23	156	159	now	RB
420	24	23	160	166	covers	VB
421	25	23	167	168	a	OO
422	26	23	169	176	15-mile	JJ
423	27	23	177	185	corridor	NN
424	28	23	186	191	along	OO
425	29	23	192	195	the	OO
426	30	23	196	201	Parks	NN
427	31	23	202	209	Highway	NN
428	32	23	209	210	.	OO
429	1	24	1	8	Akelkok	NN
430	2	24	8	9	,	OO
431	3	24	10	11	a	OO
432	4	24	12	17	Ekwok	NN
433	5	24	18	24	native	NN
434	6	24	25	28	who	NN
435	7	24	29	35	brings	VB
436	8	24	36	37	a	OO
437	9	24	38	50	good-natured	JJ
438	10	24	51	62	personality	NN
439	11	24	63	65	to	OO
440	12	24	66	69	the	OO
441	13	24	70	73	job	NN
442	14	24	73	74	,	OO
443	15	24	75	80	drove	VB
444	16	24	81	85	down	OO
445	17	24	86	87	a	OO
446	18	24	88	92	long	JJ
447	19	24	93	101	driveway	NN
448	20	24	102	106	near	OO
449	21	24	107	114	Capitol	NN
450	22	24	115	123	Speedway	NN
451	23	24	124	126	to	OO
452	24	24	127	132	check	VB
453	25	24	133	135	on	OO
454	26	24	136	137	a	OO
455	27	24	138	142	home	NN
456	28	24	142	143	.	OO
457	1	25	1	9	Skeletal	NN
458	2	25	10	17	charred	VB
459	3	25	18	24	spruce	NN
460	4	25	25	30	trees	NN
461	5	25	31	36	stood	VB
462	6	25	37	41	like	OO
463	7	25	42	48	spikes	NN
464	8	25	49	51	in	OO
465	9	25	52	53	a	OO
466	10	25	54	63	moonscape	NN
467	11	25	64	66	of	OO
468	12	25	67	71	gray	JJ
469	13	25	71	72	.	OO
470	1	26	1	11	Occasional	JJ
471	2	26	12	18	whiffs	NN
472	3	26	19	21	of	OO
473	4	26	22	27	smoke	NN
474	5	26	28	35	emerged	VB
475	6	26	36	40	from	OO
476	7	26	41	44	the	OO
477	8	26	45	56	incinerated	JJ
478	9	26	57	61	duff	NN
479	10	26	61	62	.	OO
480	1	27	1	4	The	OO
481	2	27	5	12	trooper	NN
482	3	27	13	17	came	VB
483	4	27	18	20	to	OO
484	5	27	21	24	the	OO
485	6	27	25	30	house	NN
486	7	27	31	37	Sunday	NN
487	8	27	38	40	as	OO
488	9	27	41	44	the	OO
489	10	27	45	49	fire	NN
490	11	27	50	54	bore	VB
491	12	27	55	59	down	RB
492	13	27	60	62	to	OO
493	14	27	63	67	warn	VB
494	15	27	68	71	the	OO
495	16	27	72	78	family	NN
496	17	27	79	85	inside	RB
497	18	27	85	86	.	OO
498	1	28	1	8	“Behind	NN
499	2	28	9	11	me	NN
500	3	28	11	12	,	OO
501	4	28	13	14	I	NN
502	5	28	15	20	could	VB
503	6	28	21	24	see	VB
504	7	28	25	27	it	NN
505	8	28	28	30	in	OO
506	9	28	31	34	the	OO
507	10	28	35	43	rearview	NN
508	11	28	44	50	mirror	NN
509	12	28	50	51	,	OO
510	13	28	51	52	”	NN
511	14	28	53	60	Akelkok	NN
512	15	28	61	65	said	VB
513	16	28	66	68	as	OO
514	17	28	69	72	his	JJ
515	18	28	73	79	pickup	NN
516	19	28	80	87	bounced	VB
517	20	28	88	92	down	OO
518	21	28	93	96	the	OO
519	22	28	97	105	driveway	NN
520	23	28	105	106	.	OO
521	1	29	1	4	“It	NN
522	2	29	5	11	looked	VB
523	3	29	12	16	like	OO
524	4	29	17	20	the	OO
525	5	29	21	25	road	NN
526	6	29	26	29	was	VB
527	7	29	30	38	catching	VB
528	8	29	39	41	on	OO
529	9	29	42	46	fire	NN
530	10	29	46	47	.	OO
531	11	29	47	48	”	OO
532	1	30	1	3	He	NN
533	2	30	4	9	drove	VB
534	3	30	10	17	through	OO
535	4	30	18	24	flames	NN
536	5	30	25	27	to	OO
537	6	30	28	31	get	VB
538	7	30	32	36	back	RB
539	8	30	37	40	out	RB
540	9	30	40	41	,	OO
541	10	30	42	46	then	RB
542	11	30	47	54	learned	VB
543	12	30	55	59	that	OO
544	13	30	60	61	a	OO
545	14	30	62	67	woman	NN
546	15	30	68	76	remained	VB
547	16	30	77	79	at	OO
548	17	30	80	83	the	OO
549	18	30	84	89	house	NN
550	19	30	89	90	.	OO
551	1	31	1	8	Akelkok	NN
552	2	31	9	15	turned	VB
553	3	31	16	22	around	RB
554	4	31	22	23	,	OO
555	5	31	24	27	got	VB
556	6	31	28	31	the	OO
557	7	31	32	37	woman	NN
558	8	31	38	41	out	RB
559	9	31	42	45	and	OO
560	10	31	46	53	escaped	VB
561	11	31	54	58	down	OO
562	12	31	59	60	a	OO
563	13	31	61	73	four-wheeler	JJ
564	14	31	74	79	trail	NN
565	15	31	79	80	.	OO
566	1	32	1	6	“That	NN
567	2	32	7	10	was	VB
568	3	32	11	18	cutting	VB
569	4	32	19	21	it	NN
570	5	32	22	28	really	RB
571	6	32	29	34	close	RB
572	7	32	34	35	,	OO
573	8	32	35	36	”	OO
574	9	32	37	39	he	NN
575	10	32	40	44	said	VB
576	11	32	44	45	.	OO
577	1	33	1	4	The	OO
578	2	33	5	10	house	NN
579	3	33	11	16	still	RB
580	4	33	17	22	stood	VB
581	5	33	23	32	unscathed	JJ
582	6	33	33	35	as	OO
583	7	33	36	38	of	OO
584	8	33	39	46	Tuesday	NN
585	9	33	46	47	.	OO
586	1	34	1	9	Chickens	NN
587	2	34	10	17	clucked	VB
588	3	34	18	21	and	OO
589	4	34	22	28	pecked	VB
590	5	34	29	31	at	OO
591	6	34	32	36	some	OO
592	7	34	37	42	weeds	NN
593	8	34	42	43	.	OO
594	1	35	1	4	One	OO
595	2	35	5	8	had	VB
596	3	35	9	13	char	NN
597	4	35	14	19	marks	NN
598	5	35	20	22	on	OO
599	6	35	23	26	its	JJ
600	7	35	27	31	tail	NN
601	8	35	31	32	.	OO
602	1	36	1	4	The	OO
603	2	36	5	8	day	NN
604	3	36	9	12	the	OO
605	4	36	13	17	fire	NN
606	5	36	18	25	started	VB
607	6	36	25	26	,	OO
608	7	36	27	36	officials	NN
609	8	36	37	40	say	VB
610	9	36	40	41	,	OO
611	10	36	42	44	it	NN
612	11	36	45	52	torched	VB
613	12	36	53	60	through	OO
614	13	36	61	74	beetle-killed	JJ
615	14	36	75	80	black	JJ
616	15	36	81	87	spruce	NN
617	16	36	88	92	like	OO
618	17	36	93	94	a	OO
619	18	36	95	102	freight	NN
620	19	36	103	108	train	NN
621	20	36	109	116	running	VB
622	21	36	117	119	20	OO
623	22	36	120	122	to	OO
624	23	36	123	125	30	OO
625	24	36	126	129	mph	NN
626	25	36	129	130	.	OO
627	1	37	1	7	Flames	NN
628	2	37	8	12	took	VB
629	3	37	13	16	off	OO
630	4	37	17	22	again	RB
631	5	37	23	29	during	OO
632	6	37	30	38	Monday’s	NN
633	7	37	39	43	wind	NN
634	8	37	44	49	shift	NN
635	9	37	49	50	.	OO
636	1	38	1	5	Fire	NN
637	2	38	6	12	burned	VB
638	3	38	13	15	so	RB
639	4	38	16	19	hot	JJ
640	5	38	20	22	in	OO
641	6	38	23	29	places	NN
642	7	38	30	34	that	OO
643	8	38	35	40	metal	NN
644	9	38	41	47	turned	VB
645	10	38	48	54	molten	VB
646	11	38	55	58	and	OO
647	12	38	59	65	houses	NN
648	13	38	66	72	nearly	RB
649	14	38	73	81	crumbled	VB
650	15	38	82	86	into	OO
651	16	38	87	90	ash	NN
652	17	38	90	91	.	OO
653	1	39	1	13	Super-heated	NN
654	2	39	14	19	rocks	NN
655	3	39	20	25	stuck	VB
656	4	39	26	28	to	OO
657	5	39	29	34	tires	NN
658	6	39	35	37	on	OO
659	7	39	38	42	back	JJ
660	8	39	43	48	roads	NN
661	9	39	48	49	.	OO
662	1	40	1	4	But	OO
663	2	40	5	10	other	JJ
664	3	40	11	16	homes	NN
665	4	40	17	25	survived	VB
666	5	40	26	35	unscathed	JJ
667	6	40	35	36	.	OO
668	1	41	1	4	The	OO
669	2	41	5	9	lawn	NN
670	3	41	10	16	looked	VB
671	4	41	17	24	freshly	RB
672	5	41	25	30	mowed	VB
673	6	41	31	33	at	OO
674	7	41	34	37	one	OO
675	8	41	38	42	neat	JJ
676	9	41	43	48	green	JJ
677	10	41	49	53	home	NN
678	11	41	54	58	with	OO
679	12	41	59	61	17	OO
680	13	41	62	65	gas	NN
681	14	41	66	70	cans	NN
682	15	41	70	71	,	OO
683	16	41	72	79	several	JJ
684	17	41	80	87	propane	NN
685	18	41	88	97	canisters	NN
686	19	41	98	101	and	OO
687	20	41	102	103	a	OO
688	21	41	104	113	generator	NN
689	22	41	114	118	left	VB
690	23	41	119	120	a	OO
691	24	41	121	129	distance	NN
692	25	41	130	134	away	RB
693	26	41	134	135	.	OO
694	1	42	1	10	Municipal	JJ
695	2	42	11	15	fire	NN
696	3	42	16	21	crews	NN
697	4	42	22	27	spent	VB
698	5	42	28	32	long	JJ
699	6	42	33	38	hours	NN
700	7	42	39	49	protecting	VB
701	8	42	50	54	many	JJ
702	9	42	55	60	homes	NN
703	10	42	60	61	,	OO
704	11	42	62	71	officials	NN
705	12	42	72	75	say	VB
706	13	42	75	76	.	OO
707	1	43	1	6	“It’s	OO
708	2	43	7	12	weird	JJ
709	3	43	12	13	,	OO
710	4	43	13	14	”	JJ
711	5	43	15	22	Akelkok	NN
712	6	43	23	27	said	VB
713	7	43	27	28	.	OO
714	1	44	1	8	“You’ll	RB
715	2	44	9	12	see	VB
716	3	44	13	14	a	OO
717	4	44	15	20	house	NN
718	5	44	21	27	burned	VB
719	6	44	28	32	down	RB
720	7	44	33	36	and	OO
721	8	44	37	42	right	RB
722	9	44	43	47	next	JJ
723	10	44	48	50	to	OO
724	11	44	51	53	it	NN
725	12	44	54	56	is	VB
726	13	44	57	60	one	OO
727	14	44	61	66	still	RB
728	15	44	67	75	standing	VB
729	16	44	75	76	.	OO
730	17	44	76	77	”	OO
731	1	45	1	7	People	NN
732	2	45	8	11	who	NN
733	3	45	12	15	did	VB
734	4	45	16	24	evacuate	JJ
735	5	45	25	29	post	NN
736	6	45	30	39	desperate	JJ
737	7	45	40	48	messages	NN
738	8	45	49	51	on	OO
739	9	45	52	58	social	JJ
740	10	45	59	64	media	NN
741	11	45	65	71	asking	VB
742	12	45	72	74	if	OO
743	13	45	75	80	their	JJ
744	14	45	81	87	houses	NN
745	15	45	88	91	are	VB
746	16	45	92	97	still	RB
747	17	45	98	106	standing	VB
748	18	45	106	107	,	OO
749	19	45	108	110	or	OO
750	20	45	111	114	ask	VB
751	21	45	115	124	neighbors	NN
752	22	45	125	131	making	VB
753	23	45	132	137	trips	NN
754	24	45	138	144	inside	OO
755	25	45	145	148	the	OO
756	26	45	149	159	evacuation	NN
757	27	45	160	164	zone	NN
758	28	45	165	167	to	OO
759	29	45	168	173	check	VB
760	30	45	174	177	for	OO
761	31	45	178	182	them	NN
762	32	45	182	183	.	OO
763	1	46	1	8	Akelkok	NN
764	2	46	9	14	snaps	VB
765	3	46	15	21	photos	NN
766	4	46	22	25	for	OO
767	5	46	26	34	evacuees	NN
768	6	46	34	35	.	OO
769	1	47	1	10	Sometimes	RB
770	2	47	11	14	the	OO
771	3	47	15	24	snapshots	NN
772	4	47	25	29	show	VB
773	5	47	30	34	only	JJ
774	6	47	35	43	wreckage	NN
775	7	47	43	44	.	OO
776	1	48	1	5	Back	RB
777	2	48	6	8	at	OO
778	3	48	9	13	West	NN
779	4	48	14	19	Sheep	NN
780	5	48	20	25	Creek	NN
781	6	48	26	31	Drive	NN
782	7	48	31	32	,	OO
783	8	48	33	42	Elizabeth	NN
784	9	48	43	51	Walraven	NN
785	10	48	52	55	and	OO
786	11	48	56	59	her	JJ
787	12	48	60	71	grandfather	NN
788	13	48	72	78	pulled	VB
789	14	48	79	81	up	OO
790	15	48	82	84	on	OO
791	16	48	85	98	four-wheelers	NN
792	17	48	98	99	.	OO
793	1	49	1	9	Neighbor	NN
794	2	49	10	16	Robert	NN
795	3	49	17	21	Byrd	NN
796	4	49	22	30	followed	VB
797	5	49	31	32	a	OO
798	6	49	33	36	few	JJ
799	7	49	37	44	minutes	NN
800	8	49	45	50	later	RB
801	9	49	50	51	.	OO
802	1	50	1	4	All	OO
803	2	50	5	10	three	OO
804	3	50	11	14	are	VB
805	4	50	15	22	waiting	VB
806	5	50	23	26	out	OO
807	6	50	27	30	the	OO
808	7	50	31	35	fire	NN
809	8	50	36	38	--	OO
810	9	50	39	41	or	OO
811	10	50	42	46	hope	VB
812	11	50	47	49	to	OO
813	12	50	49	50	.	OO
814	1	51	1	5	Byrd	NN
815	2	51	6	11	built	VB
816	3	51	12	13	a	OO
817	4	51	14	18	fire	NN
818	5	51	19	24	break	NN
819	6	51	25	27	at	OO
820	7	51	28	31	his	JJ
821	8	51	32	40	property	NN
822	9	51	41	46	years	NN
823	10	51	47	50	ago	RB
824	11	51	50	51	.	OO
825	1	52	1	9	Walraven	NN
826	2	52	10	14	said	VB
827	3	52	15	18	her	JJ
828	4	52	19	25	family	NN
829	5	52	26	33	cleared	VB
830	6	52	34	36	an	OO
831	7	52	37	43	escape	NN
832	8	52	44	49	route	NN
833	9	52	50	56	toward	OO
834	10	52	57	60	the	OO
835	11	52	61	66	north	NN
836	12	52	67	69	in	OO
837	13	52	70	74	case	NN
838	14	52	75	79	they	NN
839	15	52	80	84	need	VB
840	16	52	85	87	to	OO
841	17	52	88	91	get	VB
842	18	52	92	95	out	OO
843	19	52	96	100	fast	RB
844	20	52	100	101	.	OO
845	1	53	1	7	Monday	NN
846	2	53	8	13	night	NN
847	3	53	13	14	,	OO
848	4	53	15	18	she	NN
849	5	53	19	23	said	VB
850	6	53	23	24	,	OO
851	7	53	25	30	heavy	JJ
852	8	53	31	36	smoke	NN
853	9	53	37	41	made	VB
854	10	53	42	44	it	NN
855	11	53	45	49	hard	JJ
856	12	53	50	52	to	OO
857	13	53	53	59	sleep.	VB
858	1	54	1	4	The	OO
859	2	54	5	10	truck	NN
860	3	54	11	13	is	VB
861	4	54	14	20	loaded	VB
862	5	54	20	21	,	OO
863	6	54	22	25	she	NN
864	7	54	26	30	said	VB
865	8	54	30	31	.	OO
866	1	55	1	5	“I’m	NN
867	2	55	6	11	ready	JJ
868	3	55	11	12	.	OO
869	4	55	12	13	”	OO
