indexInText	indexInSentence	sentenceNumber	startingChar	endingChar	token	posTag
177	6	6	29	35	ceased	VB
178	7	6	36	38	to	OO
179	8	6	39	43	hold	VB
180	9	6	44	47	the	OO
181	10	6	48	55	nominal	JJ
182	11	6	56	62	office	NN
183	12	6	63	65	of	OO
184	13	6	66	75	governess	NN
185	14	6	75	76	,	OO
186	15	6	77	80	the	OO
187	16	6	81	89	mildness	NN
188	17	6	90	92	of	OO
189	18	6	93	96	her	JJ
190	19	6	97	103	temper	NN
191	20	6	104	107	had	VB
192	21	6	108	114	hardly	RB
193	22	6	115	122	allowed	VB
194	23	6	123	126	her	JJ
195	24	6	127	129	to	OO
196	25	6	130	136	impose	VB
197	26	6	137	140	any	OO
198	27	6	141	150	restraint	NN
199	28	6	150	151	;	OO
200	29	6	152	155	and	OO
201	30	6	156	159	the	OO
202	31	6	160	166	shadow	NN
203	32	6	167	169	of	OO
204	33	6	170	179	authority	NN
205	34	6	180	185	being	VB
206	35	6	186	189	now	RB
207	36	6	190	194	long	RB
208	37	6	195	201	passed	VB
209	38	6	202	206	away	RB
210	39	6	206	207	,	OO
211	40	6	208	212	they	NN
212	41	6	213	216	had	VB
213	42	6	217	221	been	VB
214	43	6	222	228	living	VB
215	44	6	229	237	together	RB
216	45	6	238	240	as	OO
217	46	6	241	247	friend	NN
218	47	6	248	251	and	OO
219	48	6	252	258	friend	NN
220	49	6	259	263	very	RB
221	50	6	264	272	mutually	RB
222	51	6	273	281	attached	VB
223	52	6	281	282	,	OO
224	53	6	283	286	and	OO
225	54	6	287	291	Emma	NN
226	55	6	292	297	doing	VB
227	56	6	298	302	just	RB
228	57	6	303	307	what	NN
229	58	6	308	311	she	NN
230	59	6	312	317	liked	VB
231	60	6	317	318	;	OO
232	61	6	319	325	highly	RB
233	62	6	326	335	esteeming	VB
234	63	6	336	340	Miss	NN
235	64	6	341	347	Taylor	NN
236	65	6	347	349	's	OO
237	66	6	350	358	judgment	NN
238	67	6	358	359	,	OO
239	68	6	360	363	but	OO
240	69	6	364	372	directed	VB
241	70	6	373	380	chiefly	RB
242	71	6	381	383	by	OO
243	72	6	384	387	her	JJ
244	73	6	388	391	own	JJ
245	74	6	391	392	.	OO
246	1	7	1	4	The	OO
247	2	7	5	9	real	JJ
248	3	7	10	15	evils	NN
249	4	7	15	16	,	OO
250	5	7	17	23	indeed	RB
251	6	7	23	24	,	OO
252	7	7	25	27	of	OO
253	8	7	28	32	Emma	NN
254	9	7	32	34	's	OO
255	10	7	35	44	situation	NN
256	11	7	45	49	were	VB
257	12	7	50	53	the	OO
258	13	7	54	59	power	NN
259	14	7	60	62	of	OO
260	15	7	63	69	having	VB
261	16	7	70	76	rather	RB
262	17	7	77	80	too	RB
263	18	7	81	85	much	RB
264	19	7	86	89	her	JJ
265	20	7	90	93	own	JJ
266	21	7	94	97	way	NN
267	22	7	97	98	,	OO
268	23	7	99	102	and	OO
269	24	7	103	104	a	OO
270	25	7	105	116	disposition	NN
271	26	7	117	119	to	OO
272	27	7	120	125	think	VB
273	28	7	126	127	a	OO
274	29	7	128	134	little	RB
275	30	7	135	138	too	RB
276	31	7	139	143	well	RB
277	32	7	144	146	of	OO
278	33	7	147	154	herself	NN
279	34	7	154	155	;	OO
280	35	7	156	161	these	OO
281	36	7	162	166	were	VB
282	37	7	167	170	the	OO
283	38	7	171	184	disadvantages	NN
284	39	7	185	190	which	OO
285	40	7	191	201	threatened	VB
286	41	7	202	207	alloy	NN
287	42	7	208	210	to	OO
288	43	7	211	214	her	JJ
289	44	7	215	219	many	JJ
290	45	7	220	230	enjoyments	NN
291	46	7	230	231	.	OO
292	1	8	1	4	The	OO
293	2	8	5	11	danger	NN
294	3	8	11	12	,	OO
295	4	8	13	20	however	RB
296	5	8	20	21	,	OO
297	6	8	22	25	was	VB
298	7	8	26	28	at	OO
299	8	8	29	36	present	JJ
300	9	8	37	39	so	OO
301	10	8	40	51	unperceived	JJ
302	11	8	51	52	,	OO
303	12	8	53	57	that	OO
304	13	8	58	62	they	NN
305	14	8	63	66	did	VB
306	15	8	67	70	not	RB
307	16	8	71	73	by	OO
308	17	8	74	77	any	OO
309	18	8	78	83	means	NN
310	19	8	84	88	rank	NN
311	20	8	89	91	as	OO
312	21	8	92	103	misfortunes	NN
313	22	8	104	108	with	OO
314	23	8	109	112	her	NN
315	24	8	112	113	.	OO
316	1	9	1	7	Sorrow	VB
317	2	9	8	15	came--a	OO
318	3	9	16	22	gentle	JJ
319	4	9	23	34	sorrow--but	NN
320	5	9	35	38	not	RB
321	6	9	39	41	at	OO
322	7	9	42	45	all	OO
323	8	9	46	48	in	OO
324	9	9	49	52	the	OO
325	10	9	53	58	shape	NN
326	11	9	59	61	of	OO
327	12	9	62	65	any	OO
328	13	9	66	78	disagreeable	JJ
329	14	9	79	99	consciousness.--Miss	NN
330	1	10	1	7	Taylor	NN
331	2	10	8	15	married	VB
332	3	10	15	16	.	OO
333	1	11	1	3	It	NN
334	2	11	4	7	was	VB
335	3	11	8	12	Miss	NN
336	4	11	13	19	Taylor	NN
337	5	11	19	21	's	OO
338	6	11	22	26	loss	NN
339	7	11	27	32	which	OO
340	8	11	33	38	first	RB
341	9	11	39	46	brought	VB
342	10	11	47	52	grief	NN
343	11	11	52	53	.	OO
344	1	12	1	3	It	NN
345	2	12	4	7	was	VB
346	3	12	8	10	on	OO
347	4	12	11	14	the	OO
348	5	12	15	26	wedding-day	NN
349	6	12	27	29	of	OO
350	7	12	30	34	this	OO
351	8	12	35	42	beloved	JJ
352	9	12	43	49	friend	NN
353	10	12	50	54	that	OO
354	11	12	55	59	Emma	NN
355	12	12	60	65	first	RB
356	13	12	66	69	sat	VB
357	14	12	70	72	in	OO
358	15	12	73	81	mournful	JJ
359	16	12	82	89	thought	NN
360	17	12	90	92	of	OO
361	18	12	93	96	any	OO
362	19	12	97	108	continuance	NN
363	20	12	108	109	.	OO
364	1	13	1	4	The	OO
365	2	13	5	12	wedding	NN
366	3	13	13	17	over	OO
367	4	13	17	18	,	OO
368	5	13	19	22	and	OO
369	6	13	23	26	the	OO
370	7	13	27	39	bride-people	JJ
371	8	13	40	44	gone	VB
372	9	13	44	45	,	OO
373	10	13	46	49	her	JJ
374	11	13	50	56	father	NN
375	12	13	57	60	and	OO
376	13	13	61	68	herself	NN
377	14	13	69	73	were	VB
378	15	13	74	78	left	VB
379	16	13	79	81	to	OO
380	17	13	82	86	dine	VB
381	18	13	87	95	together	RB
382	19	13	95	96	,	OO
383	20	13	97	101	with	OO
384	21	13	102	104	no	OO
385	22	13	105	113	prospect	NN
386	23	13	114	116	of	OO
387	24	13	117	118	a	OO
388	25	13	119	124	third	JJ
389	26	13	125	127	to	OO
390	27	13	128	133	cheer	VB
391	28	13	134	135	a	OO
392	29	13	136	140	long	JJ
393	30	13	141	148	evening	NN
394	31	13	148	149	.	OO
395	1	14	1	4	Her	JJ
396	2	14	5	11	father	NN
397	3	14	12	20	composed	VB
398	4	14	21	28	himself	NN
399	5	14	29	31	to	OO
400	6	14	32	37	sleep	VB
401	7	14	38	43	after	OO
402	8	14	44	50	dinner	NN
403	9	14	50	51	,	OO
404	10	14	52	54	as	OO
405	11	14	55	60	usual	JJ
406	12	14	60	61	,	OO
407	13	14	62	65	and	OO
408	14	14	66	69	she	NN
409	15	14	70	73	had	VB
410	16	14	74	78	then	RB
411	17	14	79	83	only	RB
412	18	14	84	86	to	OO
413	19	14	87	90	sit	VB
414	20	14	91	94	and	OO
415	21	14	95	100	think	VB
416	22	14	101	103	of	OO
417	23	14	104	108	what	NN
418	24	14	109	112	she	NN
419	25	14	113	116	had	VB
420	26	14	117	121	lost	VB
421	27	14	121	122	.	OO
422	1	15	1	4	The	OO
423	2	15	5	10	event	NN
424	3	15	11	14	had	VB
425	4	15	15	20	every	OO
426	5	15	21	28	promise	NN
427	6	15	29	31	of	OO
428	7	15	32	41	happiness	NN
429	8	15	42	45	for	OO
430	9	15	46	49	her	JJ
431	10	15	50	56	friend	NN
432	11	15	56	57	.	OO
433	1	16	1	4	Mr.	NN
434	2	16	5	11	Weston	NN
435	3	16	12	15	was	VB
436	4	16	16	17	a	OO
437	5	16	18	21	man	NN
438	6	16	22	24	of	OO
439	7	16	25	40	unexceptionable	JJ
440	8	16	41	50	character	NN
441	9	16	50	51	,	OO
442	10	16	52	56	easy	JJ
443	11	16	57	64	fortune	NN
444	12	16	64	65	,	OO
445	13	16	66	74	suitable	JJ
446	14	16	75	78	age	NN
447	15	16	78	79	,	OO
448	16	16	80	83	and	OO
449	17	16	84	92	pleasant	JJ
450	18	16	93	100	manners	NN
451	19	16	100	101	;	OO
452	20	16	102	105	and	OO
453	21	16	106	111	there	OO
454	22	16	112	115	was	VB
455	23	16	116	120	some	OO
456	24	16	121	133	satisfaction	NN
457	25	16	134	136	in	OO
458	26	16	137	148	considering	VB
459	27	16	149	153	with	OO
460	28	16	154	158	what	NN
461	29	16	159	171	self-denying	JJ
462	30	16	171	172	,	OO
463	31	16	173	181	generous	JJ
464	32	16	182	192	friendship	NN
465	33	16	193	196	she	NN
466	34	16	197	200	had	VB
467	35	16	201	207	always	RB
468	36	16	208	214	wished	VB
469	37	16	215	218	and	OO
470	38	16	219	227	promoted	VB
471	39	16	228	231	the	OO
472	40	16	232	237	match	NN
473	41	16	237	238	;	OO
474	42	16	239	242	but	OO
475	43	16	243	245	it	NN
476	44	16	246	249	was	VB
477	45	16	250	251	a	OO
478	46	16	252	257	black	JJ
479	47	16	258	265	morning	NN
480	48	16	265	267	's	OO
481	49	16	268	272	work	NN
482	50	16	273	276	for	OO
483	51	16	277	280	her	NN
484	52	16	280	281	.	OO
485	1	17	1	4	The	OO
486	2	17	5	9	want	NN
487	3	17	10	12	of	OO
488	4	17	13	17	Miss	NN
489	5	17	18	24	Taylor	NN
490	6	17	25	30	would	VB
491	7	17	31	33	be	VB
492	8	17	34	38	felt	VB
493	9	17	39	44	every	OO
494	10	17	45	49	hour	NN
495	11	17	50	52	of	OO
496	12	17	53	58	every	OO
497	13	17	59	62	day	NN
498	14	17	62	63	.	OO
499	1	18	1	4	She	NN
500	2	18	5	13	recalled	VB
501	3	18	14	17	her	JJ
502	4	18	18	22	past	JJ
503	5	18	23	36	kindness--the	JJ
504	6	18	37	45	kindness	NN
505	7	18	45	46	,	OO
506	8	18	47	50	the	OO
507	9	18	51	60	affection	NN
508	10	18	61	63	of	OO
509	11	18	64	71	sixteen	OO
510	12	18	72	82	years--how	NN
511	13	18	83	86	she	NN
512	14	18	87	90	had	VB
513	15	18	91	97	taught	VB
514	16	18	98	101	and	OO
515	17	18	102	105	how	RB
516	18	18	106	109	she	NN
517	19	18	110	113	had	VB
518	20	18	114	120	played	VB
519	21	18	121	125	with	OO
520	22	18	126	129	her	NN
521	23	18	130	134	from	OO
522	24	18	135	139	five	OO
523	25	18	140	145	years	NN
524	26	18	146	154	old--how	JJ
525	27	18	155	158	she	NN
526	28	18	159	162	had	VB
527	29	18	163	170	devoted	VB
528	30	18	171	174	all	OO
529	31	18	175	178	her	JJ
530	32	18	179	185	powers	NN
531	33	18	186	188	to	OO
532	34	18	189	195	attach	VB
533	35	18	196	199	and	OO
534	36	18	200	205	amuse	VB
535	37	18	206	209	her	JJ
536	38	18	210	212	in	OO
537	39	18	213	224	health--and	NN
538	40	18	225	228	how	RB
539	41	18	229	235	nursed	VB
540	42	18	236	239	her	NN
541	43	18	240	247	through	OO
542	44	18	248	251	the	OO
543	45	18	252	259	various	JJ
544	46	18	260	269	illnesses	NN
545	47	18	270	272	of	OO
546	48	18	273	282	childhood	NN
547	49	18	282	283	.	OO
548	1	19	1	2	A	OO
549	2	19	3	8	large	JJ
550	3	19	9	13	debt	NN
551	4	19	14	16	of	OO
552	5	19	17	26	gratitude	NN
553	6	19	27	30	was	VB
554	7	19	31	36	owing	VB
555	8	19	37	41	here	RB
556	9	19	41	42	;	OO
557	10	19	43	46	but	OO
558	11	19	47	50	the	OO
559	12	19	51	62	intercourse	NN
560	13	19	63	65	of	OO
561	14	19	66	69	the	OO
562	15	19	70	74	last	JJ
563	16	19	75	80	seven	OO
564	17	19	81	86	years	NN
565	18	19	86	87	,	OO
566	19	19	88	91	the	OO
567	20	19	92	97	equal	JJ
568	21	19	98	105	footing	NN
569	22	19	106	109	and	OO
570	23	19	110	117	perfect	JJ
571	24	19	118	127	unreserve	NN
572	25	19	128	133	which	OO
573	26	19	134	137	had	VB
574	27	19	138	142	soon	RB
575	28	19	143	151	followed	VB
576	29	19	152	160	Isabella	NN
577	30	19	160	162	's	OO
578	31	19	163	171	marriage	NN
579	32	19	171	172	,	OO
580	33	19	173	175	on	OO
581	34	19	176	181	their	JJ
582	35	19	182	187	being	VB
583	36	19	188	192	left	VB
584	37	19	193	195	to	OO
585	38	19	196	200	each	OO
586	39	19	201	206	other	JJ
587	40	19	206	207	,	OO
588	41	19	208	211	was	VB
589	42	19	212	215	yet	RB
590	43	19	216	217	a	OO
591	44	19	218	224	dearer	NN
592	45	19	224	225	,	OO
593	46	19	226	234	tenderer	NN
594	47	19	235	247	recollection	NN
595	48	19	247	248	.	OO
596	1	20	1	4	She	NN
597	2	20	5	8	had	VB
598	3	20	9	13	been	VB
599	4	20	14	15	a	OO
600	5	20	16	22	friend	NN
601	6	20	23	26	and	OO
602	7	20	27	36	companion	NN
603	8	20	37	41	such	JJ
604	9	20	42	44	as	OO
605	10	20	45	48	few	JJ
606	11	20	49	58	possessed	VB
607	12	20	58	59	:	OO
608	13	20	60	71	intelligent	JJ
609	14	20	71	72	,	OO
610	15	20	73	86	well-informed	JJ
611	16	20	86	87	,	OO
612	17	20	88	94	useful	JJ
613	18	20	94	95	,	OO
614	19	20	96	102	gentle	JJ
615	20	20	102	103	,	OO
616	21	20	104	111	knowing	VB
617	22	20	112	115	all	OO
618	23	20	116	119	the	OO
619	24	20	120	124	ways	NN
620	25	20	125	127	of	OO
621	26	20	128	131	the	OO
622	27	20	132	138	family	NN
623	28	20	138	139	,	OO
624	29	20	140	150	interested	JJ
625	30	20	151	153	in	OO
626	31	20	154	157	all	OO
627	32	20	158	161	its	JJ
628	33	20	162	170	concerns	NN
629	34	20	170	171	,	OO
630	35	20	172	175	and	OO
631	36	20	176	186	peculiarly	RB
632	37	20	187	197	interested	JJ
633	38	20	198	200	in	OO
634	39	20	201	208	herself	NN
635	40	20	208	209	,	OO
636	41	20	210	212	in	OO
637	42	20	213	218	every	OO
638	43	20	219	227	pleasure	NN
639	44	20	227	228	,	OO
640	45	20	229	234	every	OO
641	46	20	235	241	scheme	NN
642	47	20	242	244	of	OO
643	48	20	245	254	hers--one	OO
644	49	20	255	257	to	OO
645	50	20	258	262	whom	NN
646	51	20	263	266	she	NN
647	52	20	267	272	could	VB
648	53	20	273	278	speak	VB
649	54	20	279	284	every	OO
650	55	20	285	292	thought	NN
651	56	20	293	295	as	OO
652	57	20	296	298	it	NN
653	58	20	299	304	arose	VB
654	59	20	304	305	,	OO
655	60	20	306	309	and	OO
656	61	20	310	313	who	NN
657	62	20	314	317	had	VB
658	63	20	318	322	such	JJ
659	64	20	323	325	an	OO
660	65	20	326	335	affection	NN
661	66	20	336	339	for	OO
662	67	20	340	343	her	JJ
663	68	20	344	346	as	RB
664	69	20	347	352	could	VB
665	70	20	353	358	never	RB
666	71	20	359	363	find	VB
667	72	20	364	369	fault	NN
668	73	20	369	370	.	OO
669	1	21	1	4	How	RB
670	2	21	5	8	was	VB
671	3	21	9	12	she	NN
672	4	21	13	15	to	OO
673	5	21	16	20	bear	VB
674	6	21	21	24	the	OO
675	7	21	25	36	change?--It	NN
676	8	21	37	40	was	VB
677	9	21	41	45	true	JJ
678	10	21	46	50	that	OO
679	11	21	51	54	her	JJ
680	12	21	55	61	friend	NN
681	13	21	62	65	was	VB
682	14	21	66	71	going	VB
683	15	21	72	76	only	RB
684	16	21	77	81	half	OO
685	17	21	82	83	a	OO
686	18	21	84	88	mile	NN
687	19	21	89	93	from	OO
688	20	21	94	98	them	NN
689	21	21	98	99	;	OO
690	22	21	100	103	but	OO
691	23	21	104	108	Emma	NN
692	24	21	109	112	was	VB
693	25	21	113	118	aware	JJ
694	26	21	119	123	that	OO
695	27	21	124	129	great	JJ
696	28	21	130	134	must	VB
697	29	21	135	137	be	VB
698	30	21	138	141	the	OO
699	31	21	142	152	difference	NN
700	32	21	153	160	between	OO
701	33	21	161	162	a	OO
702	34	21	163	167	Mrs.	NN
703	35	21	168	174	Weston	NN
704	36	21	174	175	,	OO
705	37	21	176	180	only	RB
706	38	21	181	185	half	OO
707	39	21	186	187	a	OO
708	40	21	188	192	mile	NN
709	41	21	193	197	from	OO
710	42	21	198	202	them	NN
711	43	21	202	203	,	OO
712	44	21	204	207	and	OO
713	45	21	208	209	a	OO
714	46	21	210	214	Miss	NN
715	47	21	215	221	Taylor	NN
716	48	21	222	224	in	OO
717	49	21	225	228	the	OO
718	50	21	229	234	house	NN
719	51	21	234	235	;	OO
720	52	21	236	239	and	OO
721	53	21	240	244	with	OO
722	54	21	245	248	all	OO
723	55	21	249	252	her	JJ
724	56	21	253	263	advantages	NN
725	57	21	263	264	,	OO
726	58	21	265	272	natural	JJ
727	59	21	273	276	and	OO
728	60	21	277	285	domestic	JJ
729	61	21	285	286	,	OO
730	62	21	287	290	she	NN
731	63	21	291	294	was	VB
732	64	21	295	298	now	RB
733	65	21	299	301	in	OO
734	66	21	302	307	great	JJ
735	67	21	308	314	danger	NN
736	68	21	315	317	of	OO
737	69	21	318	327	suffering	VB
738	70	21	328	332	from	OO
739	71	21	333	345	intellectual	JJ
740	72	21	346	354	solitude	NN
741	73	21	354	355	.	OO
742	1	22	1	4	She	NN
743	2	22	5	11	dearly	RB
744	3	22	12	17	loved	VB
745	4	22	18	21	her	JJ
746	5	22	22	28	father	NN
747	6	22	28	29	,	OO
748	7	22	30	33	but	OO
749	8	22	34	36	he	NN
750	9	22	37	40	was	VB
751	10	22	41	43	no	OO
752	11	22	44	53	companion	NN
753	12	22	54	57	for	OO
754	13	22	58	61	her	NN
755	14	22	61	62	.	OO
756	1	23	1	3	He	NN
757	2	23	4	9	could	VB
758	3	23	10	13	not	RB
759	4	23	14	18	meet	VB
760	5	23	19	22	her	JJ
761	6	23	23	25	in	OO
762	7	23	26	38	conversation	NN
763	8	23	38	39	,	OO
764	9	23	40	48	rational	JJ
765	10	23	49	51	or	OO
766	11	23	52	59	playful	NN
767	12	23	59	60	.	OO
768	1	24	1	4	The	OO
769	2	24	5	9	evil	NN
770	3	24	10	12	of	OO
771	4	24	13	16	the	OO
772	5	24	17	23	actual	JJ
773	6	24	24	33	disparity	NN
774	7	24	34	36	in	OO
775	8	24	37	42	their	JJ
776	9	24	43	47	ages	NN
777	10	24	48	49	(	OO
778	11	24	49	52	and	OO
779	12	24	53	56	Mr.	NN
780	13	24	57	66	Woodhouse	NN
781	14	24	67	70	had	VB
782	15	24	71	74	not	RB
783	16	24	75	82	married	JJ
784	17	24	83	88	early	RB
785	18	24	88	89	)	OO
786	19	24	90	93	was	VB
787	20	24	94	98	much	RB
788	21	24	99	108	increased	VB
789	22	24	109	111	by	OO
790	23	24	112	115	his	JJ
791	24	24	116	128	constitution	NN
792	25	24	129	132	and	OO
793	26	24	133	139	habits	NN
794	27	24	139	140	;	OO
795	28	24	141	144	for	OO
796	29	24	145	151	having	VB
797	30	24	152	156	been	VB
798	31	24	157	158	a	OO
799	32	24	159	173	valetudinarian	NN
800	33	24	174	177	all	OO
801	34	24	178	181	his	JJ
802	35	24	182	186	life	NN
803	36	24	186	187	,	OO
804	37	24	188	195	without	OO
805	38	24	196	204	activity	NN
806	39	24	205	207	of	OO
807	40	24	208	212	mind	NN
808	41	24	213	215	or	OO
809	42	24	216	220	body	NN
810	43	24	220	221	,	OO
811	44	24	222	224	he	NN
812	45	24	225	228	was	VB
813	46	24	229	230	a	OO
814	47	24	231	235	much	RB
815	48	24	236	241	older	JJ
816	49	24	242	245	man	NN
817	50	24	246	248	in	OO
818	51	24	249	253	ways	NN
819	52	24	254	258	than	OO
820	53	24	259	261	in	OO
821	54	24	262	267	years	NN
822	55	24	267	268	;	OO
823	56	24	269	272	and	OO
824	57	24	273	279	though	RB
825	58	24	280	290	everywhere	RB
826	59	24	291	298	beloved	JJ
827	60	24	299	302	for	OO
828	61	24	303	306	the	OO
829	62	24	307	319	friendliness	NN
830	63	24	320	322	of	OO
831	64	24	323	326	his	JJ
832	65	24	327	332	heart	NN
833	66	24	333	336	and	OO
834	67	24	337	340	his	JJ
835	68	24	341	348	amiable	JJ
836	69	24	349	355	temper	NN
837	70	24	355	356	,	OO
838	71	24	357	360	his	JJ
839	72	24	361	368	talents	NN
840	73	24	369	374	could	VB
841	74	24	375	378	not	RB
842	75	24	379	383	have	VB
843	76	24	384	395	recommended	VB
844	77	24	396	399	him	NN
845	78	24	400	402	at	OO
846	79	24	403	406	any	OO
847	80	24	407	411	time	NN
848	81	24	411	412	.	OO
